ticker,HBIS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-06-30,7.0
2011-07-01,0.0
2011-07-27,40.1869
2011-07-28,33.3333
2011-08-04,-30.0
2011-08-08,-27.1429
2011-09-12,-31.3725
2011-09-15,-10.0
2011-11-09,61.9048
2011-11-17,0.0
2011-11-22,-3.9215999999999998
2011-12-01,6.1224
2011-12-02,1.9231
2011-12-05,0.0
2011-12-08,-3.7736
2011-12-12,5.8824
2011-12-13,1.8519
2011-12-14,5.4545
2011-12-15,5.1724
2011-12-16,-22.9508
2011-12-19,-2.1277
2011-12-20,-6.5217
2011-12-21,0.0
2011-12-22,-16.2791
2011-12-23,0.0
2011-12-27,0.0
2011-12-28,0.0
2011-12-29,0.0
2011-12-30,0.0
2012-01-03,5.5556
2012-01-04,-10.526299999999999
2012-01-05,-8.8235
2012-01-06,-6.4516
2012-01-09,-13.7931
2012-01-10,-34.0
2012-01-11,0.0
2012-01-12,0.0
2012-01-13,0.6061
2012-01-17,-0.6024
2012-01-18,0.0
2012-01-19,0.0
2012-01-20,0.0
2012-01-23,-9.0909
2012-01-24,10.0
2012-01-25,-15.1515
2012-01-26,7.1429
2012-01-27,-6.6667
2012-01-30,-3.5714
2012-01-31,0.0
2012-02-02,0.0
2012-02-03,11.1111
2012-02-06,63.3333
2012-02-07,51.0204
2012-02-08,-10.8108
2012-02-09,-30.303
2012-02-10,-23.913
2012-02-13,-4.2857
2012-02-14,-1.4925
2012-02-15,-8.3712
2012-02-16,-7.3998
2012-02-17,2.4107
2012-02-21,-2.136
2012-02-22,-13.4076
2012-02-23,-9.465
2012-02-24,0.0
2012-02-27,4.5455
2012-02-28,22.6087
2012-02-29,13.4752
2012-03-01,-12.5
2012-03-02,0.0
2012-03-05,-7.1429
2012-03-06,0.0
2012-03-07,-14.5192
2012-03-08,0.0
2012-03-09,-1.0124
2012-03-12,-7.2727
2012-03-13,2.9412000000000003
2012-03-14,3.8095
2012-03-15,0.9174
2012-03-16,4.5455
2012-03-19,-13.0435
2012-03-20,20.0
2012-03-21,0.0
2012-03-22,-8.3333
2012-03-23,-9.0909
2012-03-26,0.0
2012-03-27,-7.0
2012-03-28,0.0
2012-03-29,12.9032
2012-03-30,0.0
2012-04-02,-9.5238
2012-04-03,0.0
2012-04-04,4.2105
2012-04-05,1.0101
2012-04-09,10.0
2012-04-10,-1.8182
2012-04-11,-7.4074
2012-04-12,-5.0
2012-04-13,0.1316
2012-04-16,-0.1314
2012-04-17,-5.2632
