ticker,DGJI US Equity
2015-03-27,-5.2632
2015-03-31,-27.7778
2015-04-01,-4.6154
2015-04-02,0.6452
2015-04-07,-8.6538
2015-04-09,-19.2982
2015-04-13,3.9130000000000003
2015-04-14,26.3598
2015-04-15,-11.2583
2015-04-16,-6.3433
2015-04-17,18.3267
2015-04-20,0.3367
2015-04-28,-32.8859
2015-04-29,-1.5
2015-04-30,41.1168
2015-05-01,79.8561
2015-05-04,-20.0
2015-05-11,-10.0
2015-05-12,4.1667
2015-05-13,6.6667
2015-05-14,10.0
2015-05-22,-3.4091
2015-05-26,-59.5294
2015-05-27,138.3721
2015-05-28,-8.5366
2015-05-29,13.3333
2015-06-03,3.5294
2015-06-04,-4.5455
2015-06-08,4.7619
2015-06-10,13.1818
2015-06-12,-9.4378
2015-06-15,9.7561
2015-06-19,-4.0404
2015-06-22,5.2632
2015-06-23,45.0
2015-06-29,-44.6897
2015-06-30,19.4514
2015-07-01,3.9666
2015-07-10,-9.8394
2015-07-13,6.9042
2015-07-16,2.0833
2015-07-20,-3.0612
2015-07-21,-0.4211
2015-07-22,4.6512
2015-07-23,11.1111
2015-07-27,-11.0909
2015-07-29,0.0
2015-08-06,-10.0204
2015-08-07,0.0
2015-08-10,0.0
2015-08-11,0.0
2015-08-18,5.4545
2015-08-19,0.0
2015-09-08,6.25
2015-09-10,-44.2191
2015-09-11,85.4545
2015-12-16,-50.9804
2015-12-17,91.6
2015-12-18,6.4718
2015-12-21,0.0
2015-12-22,-1.9607999999999999
2016-01-05,-41.0
2016-01-06,49.1525
2016-02-05,11.3636
2016-02-09,9.1837
2016-03-08,-83.1776
2016-03-09,89.5556
2016-03-11,1.9929999999999999
2016-03-14,0.0
2016-03-16,20.1149
2016-03-21,43.5407
2016-03-28,-23.3333
2016-03-29,0.0
2016-04-01,9.1304
2016-04-04,0.0
2016-04-05,0.0
2016-04-07,21.1155
2016-04-08,-1.3158
2016-04-14,-16.6667
2016-04-15,10.0
2016-04-18,9.0909
2016-04-20,0.0
2016-04-21,0.0
2016-04-28,0.0
2016-05-03,0.0
2016-05-16,-0.3333
2016-05-17,0.0
2016-05-18,0.0
2016-05-26,-1.0033
2016-05-31,1.0135
2016-06-02,0.3344
2016-06-06,33.3333
2016-07-06,2.5
2016-07-11,21.9512
2016-07-13,0.0
2016-08-05,-30.0
2016-08-08,14.2857
2016-08-12,2.5
2016-09-26,-2.1951
2016-09-27,24.6883
2016-09-28,-14.0
2016-09-30,4.6512
2016-10-21,-55.5556
2016-10-24,155.0
2016-10-27,-50.9804
2016-10-28,66.0
2016-10-31,-27.7108
2016-11-01,69.3333
2016-11-02,-21.2598
2016-11-03,0.0
2016-11-04,-0.25
2016-11-07,0.0
2016-11-08,-24.812
2016-11-09,11.6667
2016-11-10,-16.1194
2016-11-11,113.5231
2016-11-17,-16.6667
2016-11-22,0.0
2016-11-25,-23.0
2016-12-16,1.2987
2016-12-20,2.5641
2016-12-22,0.0
2017-01-05,-5.0
2017-01-06,-1.3158
2017-01-10,1.3333
2017-01-12,-1.3158
2017-01-13,0.0
2017-01-17,-20.0
2017-01-18,0.0
2017-01-19,16.0
2017-01-20,-0.8621
2017-01-23,-1.4493
2017-01-24,-11.7647
2017-01-25,-3.3333
2017-01-26,3.4483
2017-02-01,33.3333
2017-02-02,-0.25
2017-02-03,-12.2807
2017-02-08,-14.5714
2017-02-09,16.0535
2017-02-10,-25.072
2017-02-13,28.0769
2017-02-14,-3.3033
2017-02-15,-8.3851
2017-02-16,8.1356
2017-02-21,-2.8213
2017-03-01,-3.2258
2017-03-02,0.0
2017-03-03,-0.6667
2017-03-06,32.5503
2017-03-07,-14.4304
2017-03-08,77.5148
2017-03-09,-33.3333
2017-03-10,19.75
2017-03-13,39.8747
2017-03-17,-10.4478
2017-03-20,0.0
2017-03-23,-25.0
2017-03-24,44.4444
2017-03-27,-30.6154
2017-03-28,33.0377
2017-03-29,-16.6667
2017-03-30,20.0
2017-04-03,0.0
2017-04-05,0.0
2017-04-06,0.0
2017-04-10,0.0
2017-04-11,-0.8333
2017-04-12,-4.2017
2017-04-19,-3.5088
2017-04-21,9.0909
2017-04-25,-0.1667
2017-05-01,-6.5109
2017-05-04,7.1429
2017-05-08,-1.5
2017-05-09,-7.2758
2017-05-10,-8.7591
2017-05-11,0.0
2017-05-12,18.0
2017-05-16,-15.2542
2017-05-17,-8.2
2017-05-18,22.0044
2017-05-19,-10.7143
2017-05-23,28.0
2017-05-25,-14.8438
2017-05-26,46.789
2017-05-30,-14.5
2017-05-31,-15.2047
2017-06-01,-8.6207
2017-06-02,5.6604
2017-06-06,8.9286
2017-06-08,-14.7541
2017-06-09,24.0385
2017-06-12,-20.9302
2017-06-13,11.5686
2017-06-14,12.478
2017-06-22,-28.125
2017-06-23,30.2174
2017-06-27,5.1753
2017-07-10,-23.8095
2017-07-11,4.1667
2017-07-12,-2.0
2017-07-13,-2.0408
2017-07-18,-6.4583
2017-08-14,-9.7996
2017-08-21,-1.2346
2017-08-30,1.25
2017-09-01,-1.2346
2017-09-20,-6.25
2017-09-21,25.0667
2017-09-22,-4.0512
2017-09-25,-20.0
2017-09-26,5.5556
2017-09-27,-5.2632
2017-10-05,-13.8889
2017-10-06,12.9032
2017-10-11,0.0
2017-10-31,-5.7143
2017-11-03,51.2121
2017-11-07,-27.8557
2017-11-14,-16.6667
2017-11-15,0.0
2017-11-17,16.6667
2017-11-20,-1.4285999999999999
2017-11-30,15.6522
2017-12-04,-14.787
2017-12-05,17.352899999999998
2017-12-08,-27.3183
2017-12-15,-30.3448
2017-12-18,85.1485
2017-12-20,-46.5241
2018-01-03,15.0
2018-01-05,-13.0435
2018-01-08,0.0
2018-01-10,-37.5
2018-01-19,-8.0
2018-01-22,-9.5652
2018-01-25,-3.8462
2018-01-29,10.0
2018-01-30,0.9091
2018-01-31,-35.1261
2018-02-06,73.587
2018-02-07,20.0
2018-02-08,26.6667
2018-02-09,-15.2632
2018-02-12,16.1491
2018-02-13,-8.5561
2018-02-16,52.0468
2018-02-20,0.0
2018-02-23,-23.0769
2018-02-28,-5.0
2018-03-01,57.8947
2018-03-02,10.0
2018-03-08,-40.0
2018-03-15,1.0101
2018-03-28,0.0
2018-04-02,100.0
2018-04-03,-28.75
2018-04-04,-12.2807
2018-04-10,20.0
2018-04-11,0.0
2018-04-13,16.6667
2018-04-16,8.5714
2018-04-18,-21.0526
2018-04-19,-0.3333
2018-04-25,-15.2508
2018-04-27,-11.2076
2018-04-30,1.1111
2018-05-03,31.8681
2018-05-17,-45.0
2018-05-18,81.8182
2018-05-22,0.0
2018-06-19,-16.6667
2018-06-26,0.0
2018-06-28,0.0
2018-07-05,0.0
2018-07-06,-6.0
2018-07-09,2.1277
2018-07-10,0.0
2018-07-12,0.0
2018-07-16,-0.8333
2018-07-17,0.8403
2018-07-18,-7.0833
2018-07-19,3.1390000000000002
2018-07-20,0.0
2018-07-23,-0.8696
2018-07-24,-3.9474
2018-07-25,0.4566
2018-07-26,-6.3636
2018-07-30,-2.9126
2018-07-31,-2.5
2018-08-13,-5.1282
2018-08-16,-18.9189
2018-08-20,10.0
2018-08-21,15.7576
2018-08-28,15.1832
2018-09-05,13.6364
2018-09-06,0.0
2018-09-07,-4.0
2018-09-10,6.25
2018-09-12,9.8039
2018-09-13,-1.7856999999999998
2018-09-17,1.8182
2018-09-19,-5.3571
2018-09-21,-1.8868
2018-09-25,-39.6154
2018-09-26,36.9427
2018-09-27,30.2326
2018-10-03,3.5714
2018-10-09,-1.7241
2018-10-12,5.2632
2018-10-18,6.6667
2018-10-24,6.25
2018-11-16,5.8824
2018-12-11,-4.1667
2018-12-20,-80.2609
2018-12-24,413.9501
2018-12-26,2.8571
2019-01-02,-58.3333
2019-01-03,100.0
2019-01-28,18.3333
2019-02-19,12.6761
2019-03-20,0.0
2019-04-10,0.0
2019-05-08,0.0
2019-05-09,0.0
2019-05-10,0.25
2019-05-15,-0.2494
2019-05-16,0.25
2019-05-17,0.0
2019-05-20,-0.2494
2019-05-21,0.0
2019-05-22,1.25
2019-05-23,-1.2346
2019-05-24,0.0
2019-05-30,0.0
2019-05-31,-1.25
2019-06-03,21.519
2019-06-04,-16.6667
2019-06-06,-43.5
2019-06-07,76.9912
2019-06-10,-12.5
2019-06-13,11.4286
2019-06-14,2.5641
2019-06-27,-31.25
2019-06-28,9.4545
2019-07-01,28.9037
2019-07-02,-29.3814
2019-07-08,0.365
2019-07-10,-8.3636
2019-07-11,9.127
2019-07-12,0.0
2019-07-15,-3.6364
2019-07-16,13.2075
2019-07-26,-20.0
2019-07-30,22.9167
2019-08-28,-22.0339
2019-08-29,0.0
2019-08-30,27.8261
2019-10-01,-28.2313
2019-10-02,-0.9479
2019-10-04,35.8852
2019-11-05,-42.9577
2019-11-06,-18.5185
2019-11-07,-23.4848
2019-11-08,-10.8911
2019-11-11,11.1111
2019-11-12,2.0
2019-11-13,-1.9607999999999999
2019-11-18,0.6275
2019-11-20,-0.6236
2019-11-25,0.0
2019-12-06,-27.79
2019-12-09,38.485
2019-12-13,-0.2
2019-12-18,-27.6453
2019-12-19,38.208
2019-12-24,-19.8397
2020-01-03,-0.25
2020-01-09,-2.2556
2020-01-29,26.6667
2020-02-11,-13.967600000000001
2020-02-18,-39.8706
2020-02-21,0.0
2020-02-25,-0.0196
2020-02-27,-11.9374
2020-02-28,13.3333
2020-03-11,-40.7843
2020-03-13,0.0
2020-03-18,-13.9073
2020-03-23,0.0
2020-03-24,0.0
2020-03-25,-26.9231
2020-03-26,5.2632
2020-03-27,0.0
2020-03-30,0.0
2020-04-06,0.0
2020-04-07,0.0
2020-04-08,-25.0
2020-04-09,33.3333
2020-04-23,-7.5
2020-04-27,0.0
2020-04-28,0.0
2020-05-01,0.0
2020-05-11,-2.7027
2020-05-22,-5.5556
2020-05-28,5.8824
2020-05-29,-43.2778
2020-06-01,-2.0568
2020-06-02,20.0
2020-06-03,25.0
2020-06-04,33.3333
2020-06-05,-11.0
2020-06-11,-43.2584
2020-06-12,0.0
2020-06-19,-0.9901
2020-06-22,0.0
2020-06-26,-10.0
2020-06-30,-11.1111
2020-07-07,23.125
2020-07-08,0.4061
2020-07-09,0.0
2020-07-10,-48.4328
2020-07-13,0.0
2020-07-14,96.0784
2020-07-16,-30.0
2020-07-17,0.0
2020-07-20,0.0
2020-07-28,-27.1429
