ticker,SOLSD US Equity
2013-05-28,-12.5
2013-05-29,-4.7619
2013-05-30,0.0
2013-05-31,16.5
2013-06-03,-27.0386
2013-06-04,-11.7647
2013-06-05,6.6667
2013-06-06,1.25
2013-06-07,45.0617
2013-06-10,-5.8777
2013-06-11,-0.5369
2013-06-12,-3.1818
2013-06-13,-29.5775
2013-06-17,32.0
2013-06-18,-14.1414
2013-06-19,-17.647100000000002
2013-06-20,0.0
2013-06-24,-46.3393
2013-06-25,150.2496
2013-06-26,-54.7872
2013-06-27,-26.1029
2013-06-28,27.3632
2013-07-01,15.7813
2013-07-02,1.4845
2013-07-05,0.0
2013-07-08,0.0
2013-07-10,-30.7181
2013-07-11,7.4856
2013-07-12,0.8929
2013-07-15,-7.6991
2013-07-16,1.2464
2013-07-17,0.1894
2013-07-18,-1.8904
2013-07-19,0.0
2013-07-22,-0.7707
2013-07-23,1.165
2013-07-24,7.4856
2013-07-26,7.3214
2013-07-29,-0.1664
2013-07-30,0.0
2013-07-31,33.1667
2013-08-01,-14.8936
2013-08-02,0.0
2013-08-05,0.0
2013-08-06,0.0
2013-08-07,31.7647
2013-08-09,-1.7856999999999998
2013-08-13,-18.1818
2013-08-14,-5.5556
2013-08-19,17.647100000000002
2013-08-21,-20.0
2013-08-22,25.0
2013-08-23,-15.0
2013-08-26,5.8824
2013-08-27,0.0
2013-08-29,-5.5556
2013-08-30,5.8824
2013-09-03,9.0972
2013-09-04,-16.4863
2013-09-05,9.7561
2013-09-06,5.5556
2013-09-09,1.0526
2013-09-10,14.5833
2013-09-11,4.5455
2013-09-12,21.7391
2013-09-13,25.0
2013-09-16,25.7143
2013-09-17,11.3636
2013-09-18,8.1633
2013-09-19,11.3208
2013-09-20,-1.6949
2013-09-23,-29.3103
2013-09-24,-9.7561
2013-09-25,2.7027
2013-09-26,5.2632
2013-09-27,0.0
2013-09-30,-10.0
2013-10-01,13.8889
2013-10-02,4.878
2013-10-03,-6.9767
2013-10-04,12.5
2013-10-07,7.1111
2013-10-08,3.7344
2013-10-09,8.8
2013-10-10,6.6176
2013-10-11,3.4483
2013-10-14,-10.0
2013-10-15,-25.9259
2013-10-16,12.5
2013-10-17,2.2222
2013-10-18,0.0
2013-10-21,0.0
2013-10-22,15.2174
2013-10-23,1.8868
2013-10-24,0.0
2013-10-25,3.7037
2013-10-28,-1.7856999999999998
2013-10-29,1.8182
2013-10-30,3.2143
2013-10-31,3.8062
2013-11-01,-1.6667
2013-11-04,1.4195
2013-11-05,-3.0708
2013-11-06,6.7241
2013-11-07,3.3926
2013-11-08,3.125
2013-11-11,1.5152
2013-11-12,-4.4776
2013-11-13,-1.2109
2013-11-14,3.7960000000000003
2013-11-15,-2.4762
2013-11-18,1.25
2013-11-19,1.8519
2013-11-20,3.0303
2013-11-21,2.3529
2013-11-22,0.0
2013-11-25,0.2874
2013-11-26,-1.1461000000000001
2013-11-27,-21.7391
2013-11-29,-9.2593
2013-12-02,-32.6531
2013-12-03,-20.6061
2013-12-04,-0.7634
2013-12-05,34.6154
2013-12-06,8.0
2013-12-09,-7.4074
2013-12-10,-14.2857
2013-12-11,-8.0
2013-12-12,-7.2464
2013-12-13,-2.3438
2013-12-16,-19.2
2013-12-17,-0.9901
2013-12-18,19.875
2013-12-19,-16.5798
2013-12-20,0.1875
2013-12-23,-6.1759
2013-12-24,11.1702
2013-12-27,16.7464
2013-12-30,2.459
2013-12-31,-8.0
2014-01-02,-3.4783
2014-01-03,8.1081
2014-01-06,-4.1667
2014-01-07,-13.1522
2014-01-08,-9.8874
2014-01-09,-10.0
2014-01-13,-13.5802
2014-01-14,-28.75
2014-01-15,-5.7644
2014-01-16,-4.2553
2014-01-17,-6.3889
2014-01-21,9.1988
2014-01-22,-0.2717
2014-01-23,-4.0872
2014-01-24,15.9091
2014-01-27,-5.8824
2014-01-28,-3.9063
2014-01-29,-0.271
2014-01-30,0.0
2014-01-31,14.8098
2014-02-03,-5.3254
2014-02-04,0.0
2014-02-05,9.625
2014-02-06,-8.7799
2014-02-07,9.625
2014-02-13,0.0
2014-02-14,-1.7104
2014-02-18,-0.116
2014-02-20,-3.9489
2014-02-21,-13.1802
2014-02-25,-22.0056
2014-02-26,-0.8929
2014-02-27,-1.982
2014-02-28,-41.1765
2014-03-03,-25.0
2014-03-04,20.0
2014-03-05,-38.8889
2014-03-06,18.1818
2014-03-07,-3.8462
2014-03-10,0.0
2014-03-11,-8.0
2014-03-12,-4.3478
2014-03-13,0.0
2014-03-14,0.0
2014-03-17,15.3409
2014-03-18,0.0
2014-03-19,18.2266
2014-03-20,6.6667
2014-03-21,0.0
2014-03-24,0.0
2014-03-25,-21.875
2014-03-26,23.0
2014-03-27,-8.9431
2014-03-28,-9.375
2014-03-31,-3.9409
2014-04-01,-0.5128
2014-04-02,-1.0309
2014-04-03,16.6667
2014-04-04,14.2857
2014-04-07,-36.7188
2014-04-08,8.642
2014-04-09,4.5455
2014-04-10,4.3478
2014-04-11,8.3333
2014-04-16,-23.0769
2014-04-17,5.0
2014-04-21,2.9762
2014-04-22,-7.5145
2014-04-23,0.0
2014-04-24,5.0
2014-04-25,0.0
2014-04-28,-4.7619
2014-04-29,6.875
2014-04-30,-0.5848
2014-05-01,0.5882
2014-05-02,2.924
2014-05-05,9.0909
2014-05-06,20.8333
2014-05-07,-3.4483
2014-05-09,0.0
2014-05-12,-3.5714
2014-05-13,0.0
2014-05-14,0.0
2014-05-15,0.0
2014-05-19,-7.4074
2014-05-21,12.0
2014-05-22,0.0
2014-05-27,-0.8929
2014-05-28,-6.3063
2014-05-29,-7.6923
2014-05-30,15.1042
2014-06-03,-1.3575
2014-06-04,0.4587
2014-06-06,-12.3288
2014-06-09,-8.3333
2014-06-10,23.8636
2014-06-11,0.0
2014-06-16,-19.2661
2014-06-19,22.7273
2014-06-23,-3.7037
2014-06-26,0.0
2014-07-01,3.8462
2014-07-02,-3.7037
2014-07-07,3.8462
2014-07-11,-3.7037
2014-07-15,-11.538499999999999
2014-07-17,13.0435
2014-07-21,-15.3846
2014-07-23,-4.5455
2014-07-29,11.3095
2014-07-30,0.0
2014-07-31,2.6738
2014-08-04,25.0
2014-08-07,-14.1667
2014-08-08,-9.2233
2014-08-12,2.6738
2014-08-14,0.0
2014-08-15,-8.3333
2014-08-19,0.0
2014-08-25,-9.0909
2014-08-27,-10.0
2014-08-29,0.0
2014-09-02,11.1111
2014-09-04,25.0
2014-09-08,-20.0
2014-09-09,-5.0
2014-09-10,-5.2632
2014-09-11,0.0
2014-09-12,44.4444
2014-09-15,7.6923
2014-09-16,-3.5714
2014-09-18,0.0
2014-09-19,-14.8148
2014-09-23,-1.6303999999999998
2014-09-26,-2.7624
2014-09-29,0.0
2014-09-30,-13.6364
2014-10-01,0.0
2014-10-03,0.0
2014-10-06,0.0
2014-10-08,-5.2632
2014-10-09,-11.1111
2014-10-10,6.25
2014-10-13,-3.6765
2014-10-14,-14.5038
2014-10-15,7.1429
2014-10-17,-6.6667
2014-10-20,0.0
2014-10-22,14.2857
2014-10-23,0.0
2014-10-29,-12.5
2014-11-03,-7.1429
2014-11-04,-7.6923
2014-11-05,0.0
2014-11-06,0.0
2014-11-07,-8.3333
2014-11-10,9.0909
2014-11-13,-5.2083
2014-11-14,-3.2967
2014-11-17,-3.4091
2014-11-19,-5.8824
2014-11-21,6.25
2014-11-25,12.9412
2014-12-01,-5.2083
2014-12-03,0.0
2014-12-04,3.2967
2014-12-08,-3.1915
2014-12-09,1.0989
2014-12-10,-18.4783
2014-12-11,-4.0
2014-12-12,-13.8889
2014-12-15,-4.8387
2014-12-17,0.0
2014-12-18,0.0
2014-12-19,-5.0847
2014-12-22,-10.7143
2014-12-26,0.0
2014-12-29,2.0
2014-12-30,-1.9607999999999999
2014-12-31,0.0
2015-01-02,-4.0
2015-01-08,16.6667
2015-01-09,-8.9286
2015-01-12,13.7255
2015-01-21,-3.4483
2015-01-26,14.2857
2015-01-28,-12.5
2015-01-29,0.0
2015-01-30,0.0
2015-02-03,-8.9286
2015-02-04,0.0
2015-02-05,-5.8824
2015-02-06,0.0
2015-02-10,8.3333
2015-02-12,-1.9231
2015-02-17,9.8039
2015-02-18,0.0
2015-02-23,14.2857
2015-02-24,-1.5625
2015-02-26,7.9365
2015-03-04,1.4706000000000001
2015-03-05,-7.2464
2015-03-27,-4.6875
2015-04-07,-16.3934
2015-04-09,9.8039
2015-04-13,0.0
2015-04-17,-3.5714
2015-04-20,0.0
2015-04-24,3.7037
2015-04-27,0.0
2015-04-28,-3.5714
2015-05-04,0.0
2015-05-14,0.0
2015-05-20,1.8519
2015-05-26,-1.8182
2015-05-28,0.0
2015-06-03,0.0
2015-06-05,0.0
2015-06-16,0.0
2015-06-17,0.0
2015-06-22,0.0
2015-06-23,-25.9259
2015-06-30,20.0
2015-07-07,-6.25
2015-07-13,0.0
2015-08-10,2.2222
2015-08-19,2.1739
2015-08-24,-2.1277
2015-08-31,0.0
2015-09-08,-6.5217
2015-09-15,4.6512
2015-09-18,-4.4444
2015-10-13,-2.3256
2015-11-06,0.0
2015-11-09,0.0
2015-11-13,0.0
2015-11-20,2.3810000000000002
2015-11-30,-2.3256
2015-12-01,0.0
2015-12-02,0.0
2015-12-04,0.0
2015-12-07,0.0
2015-12-14,0.0
2015-12-18,0.0
2015-12-21,-30.9524
2015-12-29,10.3448
2015-12-31,0.0
2016-01-21,0.0
2016-01-22,9.375
2016-02-02,-8.5714
2016-02-11,-9.375
2016-02-16,10.3448
2016-02-17,0.0
2016-02-23,18.75
2016-03-08,-10.526299999999999
2016-03-14,0.0
2016-04-04,0.0
2016-04-08,-20.5882
2016-04-12,0.0
2016-04-19,0.0
2016-05-05,0.0
2016-05-09,11.1111
2016-05-20,-20.0
2016-05-23,12.5
2016-05-24,-11.1111
2016-06-07,8.3333
2016-06-10,-19.2308
2016-06-14,-14.2857
2016-06-20,0.0
2016-06-29,0.0
2016-07-01,-27.7778
2016-07-06,-15.3846
2016-07-15,18.1818
2016-07-27,-23.0769
2016-08-08,-20.0
2016-08-23,0.0
2016-08-31,162.5
2016-09-01,4.7619
2016-09-02,9.0909
2016-09-07,-25.0
2016-09-21,-11.1111
2016-09-22,-31.25
2016-09-23,163.6364
2016-09-27,0.0
2016-10-07,-6.8966
2016-10-11,-62.963
2016-10-13,0.0
2016-10-24,10.0
2016-11-03,0.0
2016-11-07,0.0
2016-11-22,0.0
2016-11-25,0.0
2016-12-05,0.0
2016-12-15,27.2727
2016-12-16,-14.2857
2016-12-21,0.0
2016-12-27,-16.6667
2017-01-05,0.0
2017-01-11,0.0
2017-01-27,20.0
2017-02-16,8.3333
2017-02-22,-23.0769
2017-03-06,0.0
2017-03-30,-40.0
2017-04-10,-16.6667
2017-04-11,100.0
2017-05-02,0.0
2017-05-12,0.0
2017-05-18,-20.0
2017-06-27,50.0
2017-06-28,-6.6667
2017-08-01,38.5714
2017-08-04,-27.8351
2017-08-08,4.2857
2017-08-16,-4.1096
2017-08-29,42.8571
2017-08-30,-15.0
2017-08-31,-29.4118
2017-09-20,-16.6667
2017-10-06,0.0
2017-10-09,0.0
2017-10-10,0.0
2017-10-17,0.0
2017-10-27,0.0
2017-10-30,0.0
2017-10-31,0.0
2017-11-09,0.0
2017-11-13,100.0
2017-11-15,0.0
2017-11-28,-50.0
2017-11-29,50.0
2017-12-13,0.0
2017-12-14,-33.3333
2017-12-15,0.0
2017-12-18,0.0
2017-12-19,0.0
2017-12-20,0.0
2017-12-29,0.0
2018-02-01,90.0
2018-03-05,-47.3684
2018-03-06,0.0
2018-03-07,0.0
2018-03-13,0.0
2018-03-14,60.0
2018-05-18,-50.0
2018-05-22,0.0
2018-06-06,0.0
2018-07-10,100.0
2018-07-20,-25.0
2018-08-03,-33.3333
2018-08-13,100.0
2018-08-24,-12.5
2018-08-30,-42.8571
2018-09-05,0.0
2018-09-17,15.0
2018-09-19,-13.0435
2018-09-20,0.0
2018-10-08,25.0
2018-10-25,-20.0
2018-11-01,0.0
2018-11-05,50.0
2018-11-27,-33.3333
2018-12-03,100.0
2018-12-07,-50.0
2018-12-26,37.5
2018-12-31,-27.2727
2019-01-22,0.0
2019-01-29,0.0
2019-02-27,0.0
2019-03-07,0.0
2019-03-19,0.0
2019-03-21,37.5
2019-03-27,-27.2727
2019-04-02,0.0
2019-04-16,0.0
2019-05-07,100.0
2019-05-10,137.5
2019-05-13,-10.526299999999999
2019-05-14,-11.7647
2019-05-15,-13.3333
2019-05-16,-30.7692
2019-05-17,0.0
2019-05-20,-33.3333
2019-05-30,216.6667
2019-06-03,-63.1579
2019-06-05,15.0
2019-06-26,-13.0435
2019-06-27,0.0
2019-07-08,0.0
2019-07-09,28.5714
2019-07-10,77.7778
2019-07-11,0.0
2019-07-12,0.0
2019-07-16,0.0
2019-07-18,-6.25
2019-07-23,-33.3333
2019-07-29,-30.0
2019-08-01,42.8571
2019-08-05,0.0
2019-08-14,0.0
2019-09-04,0.0
2019-10-18,-20.0
2019-10-23,0.0
2019-10-24,100.0
2019-10-25,-37.5
2019-10-28,0.0
2019-11-13,10.0
2019-11-14,45.4545
2019-11-19,156.25
2019-11-20,-39.0244
2019-11-21,100.0
2019-11-22,-40.0
2019-11-25,66.6667
2019-11-26,-30.0
2019-11-29,11.4286
2019-12-02,-23.0769
2019-12-04,33.3333
2019-12-05,10.0
2019-12-09,-35.0
2019-12-10,53.8462
2019-12-11,2.2727
2019-12-12,-40.0
2019-12-13,51.8519
2019-12-17,-14.6341
2019-12-18,-14.2857
2019-12-26,23.3333
2019-12-27,-10.8108
2019-12-30,-15.1515
2020-01-02,71.4286
2020-01-06,10.4167
2020-01-07,-7.5472
2020-01-14,-4.0816
2020-01-15,-4.2553
2020-01-16,13.3333
2020-01-17,-3.9215999999999998
2020-01-21,-32.6531
2020-01-22,33.3333
2020-01-23,0.0
2020-01-24,11.3636
2020-01-27,-6.1224
2020-01-28,-19.5652
2020-02-04,13.5135
2020-02-05,-4.7619
2020-02-06,2.5
2020-02-07,14.6341
2020-02-10,0.0
2020-02-13,-19.1489
2020-02-14,5.2632
2020-02-18,7.5
2020-02-21,-4.6512
2020-02-26,-4.878
2020-02-27,2.5641
2020-02-28,-22.5
2020-03-09,22.5806
2020-03-10,5.2632
2020-03-12,-15.0
2020-03-16,11.7647
2020-03-17,0.0
2020-03-19,-5.2632
2020-03-23,-8.3333
2020-03-24,0.0
2020-03-26,-3.0303
2020-03-27,-12.5
2020-04-01,-28.5714
2020-04-02,65.0
2020-04-06,9.0909
2020-04-07,-2.7778
2020-04-09,8.5714
2020-04-13,-5.2632
2020-04-14,-2.7778
2020-04-20,0.0
2020-04-24,8.5714
2020-04-29,15.7895
2020-04-30,-38.6364
2020-05-01,62.963
2020-05-06,-2.2727
2020-05-07,13.9535
2020-05-08,-10.2041
2020-05-12,-31.8182
2020-05-13,46.6667
2020-05-14,-34.0909
2020-05-18,-20.6897
2020-05-19,8.6957
2020-05-20,76.0
2020-05-26,-47.7273
2020-05-27,0.0
2020-06-01,0.0
2020-06-05,152.1739
2020-06-08,-22.4138
2020-06-09,28.8889
2020-06-10,0.0
2020-06-11,-32.7586
2020-06-16,0.0
2020-06-17,-2.5641
2020-06-22,38.1579
2020-06-23,-42.8571
2020-06-24,40.0
2020-06-25,2.3810000000000002
2020-06-29,0.0
2020-07-01,2.3256
2020-07-07,-2.2727
2020-07-13,0.0
2020-07-14,25.5814
2020-07-15,-7.4074
2020-07-16,0.0
2020-07-17,-6.0
2020-07-20,17.0213
2020-07-21,-9.0909
2020-07-22,12.0
2020-07-23,32.1429
2020-07-24,8.1081
2020-07-27,25.0
2020-07-28,30.0
2020-07-29,14.6154
2020-07-30,15.4362
2020-07-31,10.4651
