ticker,GMDA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-10-29,7.8199
2018-10-30,10.5495
2018-10-31,-0.5964
2018-11-01,1.0
2018-11-02,2.3762
2018-11-05,-7.4468
2018-11-06,0.9404
2018-11-07,-0.9317
2018-11-08,6.0606
2018-11-09,1.1823
2018-11-12,-2.2395
2018-11-13,-3.8845
2018-11-14,1.3472
2018-11-15,2.045
2018-11-16,-3.8076
2018-11-19,2.0833
2018-11-20,0.4082
2018-11-21,16.565
2018-11-23,29.9041
2018-11-26,-9.9329
2018-11-27,7.5283
2018-11-28,-2.9819
2018-11-29,-3.2857
2018-11-30,13.8109
2018-12-03,-10.3829
2018-12-04,-2.2439999999999998
2018-12-06,-7.334
2018-12-07,-6.0751
2018-12-10,-0.6809
2018-12-11,-6.5981
2018-12-12,-2.5688
2018-12-13,-2.1657
2018-12-14,1.0587
2018-12-17,-4.7619
2018-12-18,3.0
2018-12-19,0.9709
2018-12-20,-3.9423
2018-12-21,-0.5005
2018-12-24,-7.9477
2018-12-26,0.5464
2018-12-27,6.6304
2018-12-28,0.0
2018-12-31,1.3252
2019-01-02,5.7344
2019-01-03,-2.4737999999999998
2019-01-04,1.8537
2019-01-07,0.5747
2019-01-08,-2.8571
2019-01-09,-3.9215999999999998
2019-01-10,4.4898
2019-01-11,-4.1016
2019-01-14,11.9145
2019-01-15,-3.5487
2019-01-16,3.5849
2019-01-17,0.2732
2019-01-18,-1.9074
2019-01-22,-1.1111
2019-01-23,7.5833
2019-01-24,-2.9583
2019-01-25,2.2422
2019-01-28,13.6842
2019-01-29,4.9383
2019-01-30,5.7353
2019-01-31,-2.4339
2019-02-01,0.4989
2019-02-04,-0.1418
2019-02-05,0.071
2019-02-06,-2.1292
2019-02-07,-0.6526
2019-02-08,1.3869
2019-02-11,1.5119
2019-02-12,-0.1418
2019-02-13,-0.9233
2019-02-14,-9.9642
2019-02-15,11.465
2019-02-19,0.0
2019-02-20,0.0
2019-02-21,1.5714000000000001
2019-02-22,-1.5471
2019-02-25,-2.4321
2019-02-26,-1.8998
2019-02-27,-2.9851
2019-02-28,-0.3077
2019-03-01,-7.4846
2019-03-04,0.1668
2019-03-05,-0.0833
2019-03-06,-0.9167
2019-03-07,-4.878
2019-03-08,3.2714
2019-03-11,-5.3938
2019-03-12,0.0
2019-03-13,3.1673999999999998
2019-03-14,-3.4202
2019-03-15,4.4496
2019-03-18,-0.4348
2019-03-19,0.1747
2019-03-20,2.2058
2019-03-21,1.8912
