ticker,NP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-11-18,8.4286
2004-11-19,-4.3215
2004-11-22,1.9278
2004-11-23,-0.1351
2004-11-24,-0.2706
2004-11-26,0.0
2004-11-29,-0.7054
2004-11-30,-3.4973
2004-12-01,-5.1529
2004-12-02,-2.8358
2004-12-03,-0.1536
2004-12-06,-1.8462
2004-12-07,-4.3887
2004-12-08,0.0328
2004-12-09,2.8843
2004-12-10,-1.0513
2004-12-13,2.8332
2004-12-14,0.6575
2004-12-15,1.3997
2004-12-16,-1.0735999999999999
2004-12-17,-0.7752
2004-12-20,0.0312
2004-12-21,0.4998
2004-12-22,-0.4663
2004-12-23,1.0931
2004-12-27,1.1121
2004-12-28,0.1833
2004-12-29,-0.2135
2004-12-30,1.0086
2004-12-31,-1.3616
2005-01-03,0.0
2005-01-04,-0.092
2005-01-05,-0.1842
2005-01-06,-0.4614
2005-01-07,-1.1125
2005-01-10,-1.0313
2005-01-11,-1.263
2005-01-12,-0.3838
2005-01-13,-0.3852
2005-01-14,0.6445
2005-01-18,2.9139
2005-01-19,0.809
2005-01-20,1.8827
2005-01-21,-0.1515
2005-01-24,-1.0316
2005-01-25,-0.981
2005-01-26,-0.3715
2005-01-27,-0.3108
2005-01-28,-0.717
2005-01-31,0.1256
2005-02-01,-0.2195
2005-02-02,1.2570999999999999
2005-02-03,-0.0934
2005-02-04,-0.0312
2005-02-07,0.4364
2005-02-08,1.2725
2005-02-09,0.8275
2005-02-10,-1.1854
2005-02-11,0.4306
2005-02-14,0.6126
2005-02-15,0.4566
2005-02-16,0.1818
2005-02-17,-0.8772
2005-02-18,1.2817
2005-02-22,7.7433
2005-02-23,2.349
2005-02-24,0.0546
2005-02-25,-2.7580999999999998
2005-02-28,-1.2637
2005-03-01,0.8532
2005-03-02,-0.5076
2005-03-03,-1.9274
2005-03-04,3.1792
2005-03-07,-1.0084
2005-03-08,-2.0374
2005-03-09,0.5777
2005-03-10,-0.7467
2005-03-11,0.4051
2005-03-14,-3.8905
2005-03-15,1.4993
2005-03-16,0.2363
2005-03-17,0.9431
2005-03-18,-0.1168
2005-03-21,-0.2046
2005-03-22,0.1172
2005-03-23,-3.5401
2005-03-24,0.9706
2005-03-28,2.8237
2005-03-29,-1.6068
2005-03-30,-0.5048
2005-03-31,0.3283
2005-04-01,-0.8923
2005-04-04,-1.0804
2005-04-05,-0.6371
2005-04-06,0.2443
2005-04-07,0.5483
2005-04-08,0.515
2005-04-11,-1.2658
