ticker,AAME US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.0
2000-01-04,2.7027
2000-01-05,2.6316
2000-01-06,-5.1282
2000-01-07,2.7027
2000-01-10,0.0
2000-01-11,-2.6316
2000-01-12,0.0
2000-01-13,2.7027
2000-01-14,2.6316
2000-01-18,-6.4103
2000-01-19,15.0685
2000-01-20,-4.7619
2000-01-21,0.0
2000-01-24,12.5
2000-01-25,-15.5556
2000-01-26,18.4211
2000-01-27,-2.2222
2000-01-28,0.0
2000-01-31,-6.8182
2000-02-01,12.1951
2000-02-02,-4.3478
2000-02-03,-4.5455
2000-02-04,-2.3810000000000002
2000-02-07,7.3171
2000-02-08,-6.8182
2000-02-09,7.3171
2000-02-10,-2.2727
2000-02-11,2.3256
2000-02-14,-2.2727
2000-02-15,4.0698
2000-02-16,-3.9106
2000-02-17,2.3256
2000-02-18,-2.2727
2000-02-22,-2.3256
2000-02-23,0.0
2000-02-24,-2.3810000000000002
2000-02-25,3.6585
2000-02-28,-8.2353
2000-02-29,2.5641
2000-03-01,2.5
2000-03-02,-4.878
2000-03-03,3.8462
2000-03-06,-1.2346
2000-03-07,-2.5
2000-03-08,20.5128
2000-03-09,-14.8936
2000-03-10,15.0
2000-03-13,-2.1739
2000-03-14,0.0
2000-03-15,-10.0
2000-03-16,6.1728
2000-03-17,3.4884
2000-03-20,-8.9888
2000-03-21,0.0
2000-03-22,1.2346
2000-03-23,-1.2195
2000-03-24,8.642
2000-03-27,1.1364
2000-03-28,-1.1236
2000-03-29,0.0
2000-03-30,2.2727
2000-03-31,-4.4444
2000-04-03,6.9767
2000-04-04,-8.6957
2000-04-06,4.7619
2000-04-07,-2.2727
2000-04-10,2.3256
2000-04-11,2.2727
2000-04-13,-4.4444
2000-04-14,0.0
2000-04-17,0.0
2000-04-18,2.3256
2000-04-19,-2.2727
2000-04-20,-2.3256
2000-04-24,0.0
2000-04-26,0.0
2000-04-27,2.3810000000000002
2000-04-28,0.0
2000-05-01,0.0
2000-05-02,0.0
2000-05-03,-1.1628
2000-05-04,1.1764999999999999
2000-05-05,0.0
2000-05-08,-2.3256
2000-05-09,2.3810000000000002
2000-05-10,0.0
2000-05-11,-2.3256
2000-05-15,0.0
2000-05-16,2.3810000000000002
2000-05-17,-2.3256
2000-05-18,0.0
2000-05-19,2.3810000000000002
2000-05-22,4.6512
2000-05-23,-6.6667
2000-05-24,2.3810000000000002
2000-05-25,0.0
2000-05-26,0.0
2000-05-30,20.9302
