ticker,NYXO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-10-06,0.0
2008-10-07,-4.1667
2008-11-14,-13.0435
2008-11-18,10.0
2008-11-19,-3.6364
2008-11-26,-5.6604
2008-11-28,2.0
2008-12-01,7.8431
2008-12-02,18.1818
2008-12-03,16.9231
2008-12-04,7.8947
2008-12-05,9.7561
2008-12-08,2.2222
2008-12-09,-1.087
2008-12-11,9.5604
2008-12-15,0.6018
2008-12-16,-0.2991
2008-12-17,0.25
2008-12-18,6.7332
2008-12-19,0.0
2008-12-23,0.0
2008-12-31,0.0
2009-01-02,-6.5421
2009-01-05,-2.0
2009-01-06,3.0612
2009-01-07,-0.9901
2009-01-08,0.0
2009-01-09,0.3
2009-01-12,-8.2752
2009-01-13,0.0
2009-01-14,-2.1739
2009-01-15,0.0
2009-01-16,0.0
2009-01-29,38.6111
2009-01-30,4.2084
2009-02-03,-7.6923
2009-02-04,-27.0833
2009-02-05,45.7143
2009-02-06,-10.7843
2009-02-10,-14.2857
2009-02-11,2.5641
2009-02-12,-22.5
2009-02-13,12.9032
2009-02-17,-20.0
2009-02-18,0.0
2009-02-19,7.1429
2009-02-20,-6.6667
2009-02-24,-3.5714
2009-02-25,0.0
2009-02-27,0.0
2009-03-02,-7.4074
2009-03-03,0.0
2009-03-04,-20.0
2009-03-06,15.0
2009-03-09,0.0
2009-03-10,0.0
2009-03-11,0.0
2009-03-13,4.5652
2009-03-16,-0.2079
2009-03-17,-4.1667
2009-03-19,0.0
2009-03-20,30.4348
2009-03-23,0.0
2009-03-24,-29.3333
2009-03-25,-7.5472
2009-03-26,2.0408
2009-03-27,-10.0
2009-03-30,22.2222
2009-03-31,-36.3636
2009-04-01,-21.4286
2009-04-07,0.0
2009-04-21,-9.0909
2009-04-22,0.0
2009-04-24,-20.0
2009-04-29,0.0
2009-04-30,-53.125
2009-05-05,33.3333
2009-05-06,0.0
2009-05-07,0.0
2009-05-11,40.0
2009-05-12,0.0
2009-05-15,-35.7143
2009-05-18,55.5556
2009-05-26,-35.7143
2009-06-01,-6.6667
2009-06-03,42.8571
2009-06-05,6.6667
2009-06-08,-21.875
2009-06-09,30.0
2009-06-10,-7.6923
2009-06-11,0.0
2009-06-12,0.0
2009-06-17,-16.6667
2009-06-19,-40.0
2009-06-22,0.0
2009-07-06,17.0833
2009-07-07,13.879
2009-07-08,-25.0
2009-07-09,0.0
2009-07-10,-60.0
2009-07-13,-16.6667
2009-07-14,40.0
2009-07-15,-7.1429
