ticker,BUSE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.0
2000-01-04,-1.6575
2000-01-05,-1.1236
2000-01-06,0.2841
2000-01-07,-0.2833
2000-01-10,0.2841
2000-01-11,-2.5496
2000-01-12,0.0
2000-01-13,0.5581
2000-01-14,0.0
2000-01-18,6.9767
2000-01-19,0.0
2000-01-20,-3.2609
2000-01-21,0.0
2000-01-24,-1.1236
2000-01-25,-3.125
2000-01-26,4.3988
2000-01-27,-5.3371
2000-01-28,1.7804
2000-01-31,-2.0408
2000-02-01,-1.4881
2000-02-02,-3.3233
2000-02-03,0.625
2000-02-04,2.4845
2000-02-07,-0.6061
2000-02-08,-3.0488
2000-02-09,0.0
2000-02-10,1.8868
2000-02-11,0.0
2000-02-14,0.6173
2000-02-15,-1.5337
2000-02-16,-2.4922
2000-02-17,-0.3195
2000-02-18,0.0
2000-02-22,-0.641
2000-02-23,0.0
2000-02-25,-0.6452
2000-02-28,-1.7856999999999998
2000-02-29,0.1653
2000-03-01,4.2904
2000-03-02,-2.4525
2000-03-03,4.4607
2000-03-06,1.2422
2000-03-09,-2.7607
2000-03-10,-1.8927
2000-03-13,0.9646
2000-03-14,-1.2739
2000-03-15,-4.5161
2000-03-16,14.1892
2000-03-17,-4.142
2000-03-20,1.2346
2000-03-22,1.0671
2000-03-23,0.1508
2000-03-24,-4.8193
2000-03-27,1.2658
2000-03-28,0.0
2000-03-29,-1.875
2000-03-30,2.2293
2000-03-31,-0.0125
2000-04-03,4.0628
2000-04-04,-8.0838
2000-04-05,8.7948
2000-04-06,-4.1916
2000-04-07,-3.125
2000-04-10,0.0
2000-04-11,0.0
2000-04-12,3.2258
2000-04-13,0.0
2000-04-14,1.225
2000-04-17,-5.5901
2000-04-18,7.2368
2000-04-19,2.454
2000-04-20,-1.7964
2000-04-24,0.0
2000-04-25,2.439
2000-04-26,-4.7619
2000-04-27,-5.0
2000-04-28,1.3158
2000-05-01,6.4935
2000-05-02,-3.9634
2000-05-03,0.0
2000-05-04,1.5873
2000-05-05,0.0
2000-05-08,-1.5625
2000-05-09,-2.5397
2000-05-10,-0.9772
2000-05-12,2.3026
2000-05-15,-2.2508
2000-05-16,0.0
2000-05-17,-0.6579
2000-05-18,-0.3311
2000-05-19,0.9967
2000-05-22,3.2895
2000-05-23,-3.8217
2000-05-24,0.6623
2000-05-25,2.6316
2000-05-26,2.5641
2000-05-30,-0.3125
2000-05-31,0.3135
2000-06-02,-2.5
2000-06-05,-0.9615
