ticker,STCO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-09-25,207900.0
2007-10-11,3938.4615
2007-10-12,16.6667
2007-10-15,-14.2857
2007-10-16,-7.3333
2007-10-17,-13.6691
2007-10-18,-12.5
2007-10-19,-7.619
2007-10-22,3.0928
2007-10-23,-5.0
2007-10-24,2.1053
2007-10-26,0.0
2007-10-29,-17.5258
2007-10-30,-12.5
2007-10-31,42.8571
2007-11-01,5.0
2007-11-02,0.0
2007-11-05,-4.7619
2007-11-06,1.0
2007-11-07,0.0
2007-11-08,0.0
2007-11-09,0.9901
2007-11-12,1.9607999999999999
2007-11-13,0.9615
2007-11-14,-3.8095
2007-11-15,3.9604
2007-11-16,4.7619
2007-11-19,-2.7273
2007-11-20,2.8037
2007-11-21,0.0
2007-11-26,0.0
2007-11-27,-4.5455
2007-11-28,4.7619
2007-11-29,-0.9091
2007-11-30,0.0
2007-12-03,2.7523
2007-12-04,-1.7856999999999998
2007-12-05,-1.8182
2007-12-06,-6.4815
2007-12-07,4.9505
2007-12-10,-5.6604
2007-12-11,0.0
2007-12-13,-5.0
2007-12-14,5.2632
2007-12-17,-5.0
2007-12-18,0.0
2007-12-19,2.1053
2007-12-20,0.0
2007-12-21,1.0309
2007-12-24,-1.0204
2007-12-26,0.0
2007-12-27,-6.1856
2007-12-28,4.3956
2007-12-31,-2.1053
2008-01-02,-1.0753
2008-01-03,-39.1304
2008-01-04,-1.7856999999999998
2008-01-07,-1.8182
2008-01-08,1.8519
2008-01-09,0.0
2008-01-10,-9.0909
2008-01-11,10.0
2008-01-14,-12.7273
2008-01-15,0.0
2008-01-16,-4.1667
2008-01-17,-2.1739
2008-01-18,-2.2222
2008-01-22,-9.0909
2008-01-23,10.0
2008-01-24,-1.1364
2008-01-25,-3.4483
2008-01-28,-2.3810000000000002
2008-01-29,-9.7561
2008-01-30,0.0
2008-01-31,2.7027
2008-02-01,-2.6316
2008-02-04,0.0
2008-02-05,-2.7027
2008-02-06,-8.3333
2008-02-07,0.0
2008-02-08,-9.0909
2008-02-11,0.0
2008-02-13,3.3333
2008-02-14,-12.9032
2008-02-15,11.1111
2008-02-19,10.0
2008-02-20,-9.0909
2008-02-21,-3.3333
2008-02-22,3.4483
2008-02-25,-3.3333
2008-02-26,-3.4483
2008-02-27,3.5714
2008-02-28,3.4483
2008-02-29,-3.3333
2008-03-03,0.0
2008-03-04,-13.7931
2008-03-05,15.6
2008-03-06,-3.1142
2008-03-07,14.2857
2008-03-10,-12.5
