ticker,SRSIF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2001-01-05,52.5
2001-02-27,-50.6148
2001-05-23,85.8921
2001-11-09,-23.2143
2001-11-28,-34.8837
2001-11-30,53.5714
2001-12-14,20.9302
2001-12-19,-32.6923
2001-12-28,42.8571
2002-02-05,4.0
2002-05-07,-26.9231
2002-06-06,53.6842
2002-06-20,-7.5342
2002-07-29,-33.3333
2002-09-30,11.1111
2002-12-17,-6.0
2003-01-27,1.0638
2003-02-05,15.7895
2003-02-25,-27.2727
2003-04-14,25.0
2003-06-06,-38.0
2003-09-19,56.4516
2003-09-22,17.5258
2003-10-14,-12.2807
2003-10-28,-15.375
2004-01-02,65.4357
2004-01-05,0.0
2004-01-06,0.0
2004-01-07,0.0
2004-01-08,3.5714
2004-01-09,3.4483
2004-01-12,-6.6667
2004-01-14,7.1429
2004-01-16,-6.6667
2004-01-20,0.0
2004-01-22,3.5714
2004-02-03,-34.4828
2004-02-11,36.8421
2004-02-17,0.0
2004-03-17,7.6923
2004-04-06,0.0
2004-04-14,-14.2857
2004-04-23,0.0
2004-05-03,4.1667
2004-11-29,-20.0
2004-12-31,4.5
2005-01-04,10.0478
2005-01-14,0.8696
2005-02-22,-31.0345
2005-03-02,-25.0
2005-03-07,2.2917
2005-03-30,85.947
2005-03-31,-5.2026
2005-05-04,-16.8111
2005-05-18,11.1111
2005-05-20,0.0
2005-05-24,-20.0
2005-07-14,-27.5
2005-09-28,37.931
2005-10-12,12.5
2005-10-21,23.3333
2005-11-22,-30.3491
2005-12-28,106.9523
2006-01-03,21.0156
2006-01-04,-19.9484
2006-01-05,3.2258
2006-01-09,15.625
2006-01-10,2.7027
2006-01-11,-5.2632
2006-01-12,2.7778
2006-01-13,36.6554
2006-01-17,-0.1236
2006-01-18,10.8911
2006-01-19,21.4286
2006-01-20,1.4706000000000001
2006-01-23,-8.6957
2006-01-24,-2.2222
2006-01-26,32.6907
2006-01-30,-2.1257
2006-01-31,2.5
2006-02-01,-6.0976
2006-02-02,-6.4935
2006-02-03,-4.1667
2006-02-06,1.4493
2006-02-07,-5.4643
2006-02-09,11.8247
2006-02-10,6.7568
2006-02-13,-16.4557
2006-02-14,-6.0606
2006-02-15,8.0645
2006-02-17,-2.6866
2006-02-21,4.2945
2006-02-22,4.1176
2006-02-23,-1.6949
2006-02-24,-0.8621
2006-02-27,1.4493
2006-02-28,-4.7143
2006-03-01,-2.5487
2006-03-02,4.6154
2006-03-03,0.0
2006-03-06,5.8824
