ticker,WCUI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-03-13,17.5
2012-03-14,14.8936
2012-03-15,37.037
2012-03-16,60.8108
2012-03-19,-6.7227
2012-03-20,-2.7027
2012-03-21,0.9259
2012-03-22,25.6881
2012-03-23,0.0
2012-03-26,0.0
2012-03-27,9.4891
2012-03-28,0.6667
2012-03-29,1.9868000000000001
2012-03-30,0.0
2012-04-02,0.6494
2012-04-03,0.6452
2012-04-04,1.9231
2012-04-05,0.0
2012-04-09,-1.8868
2012-04-10,-1.9231
2012-04-11,3.268
2012-04-12,3.1646
2012-04-13,0.6135
2012-04-16,-1.2195
2012-04-17,-0.6173
2012-04-18,1.2422
2012-04-19,0.6135
2012-04-20,-1.8293
2012-04-23,1.2422
2012-04-24,0.6135
2012-04-26,-0.6098
2012-04-27,1.227
2012-04-30,3.6364
2012-05-01,2.3392
2012-05-02,0.0
2012-05-03,-0.5714
2012-05-04,0.5747
2012-05-07,0.5714
2012-05-08,-0.5682
2012-05-11,2.8571
2012-05-14,0.0
2012-05-15,0.0
2012-05-16,0.0
2012-05-17,1.1111
2012-05-18,1.6484
2012-05-21,0.0
2012-05-22,0.5405
2012-05-23,0.5376
2012-05-24,-1.0695000000000001
2012-05-25,2.7027
2012-05-29,1.0526
2012-05-30,1.5625
2012-05-31,2.0513
2012-06-01,0.5025
2012-06-04,-2.5
2012-06-05,2.5641
2012-06-06,0.0
2012-06-07,0.0
2012-06-08,0.0
2012-06-11,0.0
2012-06-12,0.0
2012-06-13,-1.0
2012-06-14,1.0101
2012-06-18,0.0
2012-06-19,-4.0
2012-06-20,1.5625
2012-06-21,0.5128
2012-06-22,0.5102
2012-06-25,-3.5533
2012-06-26,3.6842
2012-06-27,1.0152
2012-06-28,-4.5226
2012-06-29,2.1053
2012-07-02,-9.7938
2012-07-03,9.1429
2012-07-05,-13.6126
2012-07-06,-4.2424
2012-07-12,-1.2658
2012-07-13,-3.8462
2012-07-16,3.3333
2012-07-17,0.0
2012-07-18,-8.3871
2012-07-19,9.1549
2012-07-30,-0.6452
2012-07-31,-0.6494
2012-08-01,0.0
2012-08-02,-15.0327
2012-08-03,7.6923
2012-08-06,-14.2857
2012-08-07,-3.3333
2012-08-08,-4.6552
2012-08-09,-9.5841
2012-08-10,-10.0
2012-08-13,8.8889
2012-08-14,-28.5714
2012-08-15,-27.1429
2012-08-16,-4.902
2012-08-17,3.0928
2012-08-20,-36.0
2012-08-21,7.8125
2012-08-22,36.2319
2012-08-23,11.7021
