ticker,IEA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-10-12,0.1041
2016-10-13,0.0
2016-10-31,0.3106
2016-11-01,-0.4132
2016-11-07,0.4162
2016-11-08,-2.2798
2016-11-15,3.3934
2016-11-18,-0.5141
2016-11-21,0.5168
2016-11-22,-0.3077
2016-11-23,-0.3086
2016-11-28,0.4128
2016-12-02,-0.8222
2016-12-14,0.2073
2016-12-16,0.3102
2016-12-19,0.0
2016-12-20,-0.0013
2016-12-21,0.0013
2016-12-22,0.2062
2016-12-23,0.3074
2016-12-27,-0.5115
2016-12-30,0.5155
2017-01-03,-1.0256
2017-01-04,0.6697
2017-01-05,-0.1505
2017-01-06,0.0
2017-01-09,0.0
2017-01-10,0.2062
2017-01-11,-0.1029
2017-01-12,0.309
2017-01-13,-0.1027
2017-01-17,0.043
2017-01-18,-0.043
2017-01-19,0.4111
2017-02-08,-0.4094
2017-02-15,0.8222
2017-02-28,0.1019
2017-03-09,-0.7128
2017-03-10,0.0
2017-03-13,0.1026
2017-03-14,0.0
2017-03-15,0.3074
2017-03-16,0.3064
2017-03-17,0.0
2017-03-20,-0.4073
2017-03-21,0.409
2017-03-22,-0.4073
2017-03-28,0.3067
2017-03-30,-0.0937
2017-04-03,0.1958
2017-04-05,0.2037
2017-04-06,-0.5069
2017-04-07,0.6116
2017-04-17,0.5076
2017-04-20,-0.6061
2017-04-24,-0.3049
2017-04-25,0.6103
2017-05-03,-0.5053
2017-05-09,0.0
2017-05-10,0.3055
2017-05-11,0.0
2017-05-15,-0.2018
2017-05-22,-0.103
2017-05-23,-0.1018
2017-05-24,0.2039
2017-05-25,-0.1017
2017-05-30,-0.2049
2017-05-31,0.0013
2017-06-02,0.2041
2017-06-05,-0.3055
2017-06-06,0.0
2017-06-07,0.1021
2017-06-08,0.0
2017-06-09,0.0
2017-06-12,-0.4082
2017-06-13,0.2561
2017-06-14,-0.2555
2017-06-15,0.4098
2017-06-16,-0.5102
2017-06-19,0.6154
2017-06-20,0.4077
2017-06-21,0.203
2017-06-22,-0.2026
2017-06-26,0.0
2017-06-27,0.0
2017-06-28,-0.1015
2017-06-29,0.0
2017-06-30,-0.4065
2017-07-03,0.2245
2017-07-05,-0.0204
2017-07-06,0.3055
2017-07-10,0.0
2017-07-12,-0.1015
2017-07-13,-0.1016
2017-07-14,0.1017
2017-07-18,0.0
2017-07-24,0.1016
2017-07-26,-0.203
2017-07-27,0.1017
2017-07-28,-0.1016
2017-07-31,0.1017
2017-08-02,0.0
