ticker,BBIO US Equity
2019-11-14,4.9087
2019-11-15,2.5027
2019-11-18,2.8662
2019-11-19,4.1968
2019-11-20,9.9043
2019-11-21,0.751
2019-11-22,1.3715
2019-11-25,-8.7059
2019-11-26,-8.8595
2019-11-27,5.479
2019-11-29,-2.815
2019-12-02,7.3793
2019-12-03,-1.8626
2019-12-04,10.9948
2019-12-05,-5.0708
2019-12-06,2.5465999999999998
2019-12-09,9.8122
2019-12-10,1.8477999999999999
2019-12-11,-0.5416
2019-12-12,1.9603000000000002
2019-12-13,-2.5366999999999997
2019-12-16,-3.6712
2019-12-17,-0.6257
2019-12-18,10.0744
2019-12-19,-4.4462
2019-12-20,13.034
2019-12-23,12.2532
2019-12-24,-2.4233000000000002
2019-12-26,-5.4945
2019-12-27,-14.3256
2019-12-30,-3.8002000000000002
2019-12-31,-1.1005
2020-01-02,-5.2211
2020-01-03,-3.0102
2020-01-06,8.1626
2020-01-07,-0.6887
2020-01-08,-1.2424
2020-01-09,-1.8138999999999998
2020-01-10,-7.5685
2020-01-13,8.3495
2020-01-14,2.886
2020-01-15,-0.2024
2020-01-16,1.4199
2020-01-17,-1.7143000000000002
2020-01-21,-6.3081
2020-01-22,5.9882
2020-01-23,0.6733
2020-01-24,-0.756
2020-01-27,1.9630999999999998
2020-01-28,-1.5516999999999999
2020-01-29,-0.0584
2020-01-30,2.0152
2020-01-31,-1.2597
2020-02-03,0.9278
2020-02-04,-0.8905
2020-02-05,1.4493
2020-02-06,1.1429
2020-02-07,-1.1441
2020-02-10,3.5291
2020-02-11,-3.8366
2020-02-12,-0.5454
2020-02-13,-1.7316
2020-02-14,1.7621
2020-02-18,-1.6739000000000002
2020-02-19,3.2286
2020-02-20,-0.5118
2020-02-21,3.2867
2020-02-24,-7.9967
2020-02-25,-3.9398
2020-02-26,2.3795
2020-02-27,-6.9113
2020-02-28,4.7306
2020-03-02,1.0351
2020-03-03,1.1798
2020-03-04,-4.6947
2020-03-05,-3.4449
2020-03-06,-3.5679
2020-03-09,-6.7082
2020-03-10,5.5597
2020-03-11,-16.1517
2020-03-12,-15.0754
2020-03-13,13.7081
2020-03-16,-23.4605
2020-03-17,-4.7025
2020-03-18,-4.2212
2020-03-19,27.2502
2020-03-20,29.8537
2020-03-23,-9.1285
2020-03-24,5.3328
2020-03-25,-3.0612
2020-03-26,10.8907
2020-03-27,-2.6287000000000003
2020-03-30,0.0
2020-03-31,8.7364
2020-04-01,-13.5172
2020-04-02,-1.3557000000000001
2020-04-03,-10.1859
2020-04-06,12.4887
2020-04-07,-2.3005
2020-04-08,10.2785
2020-04-09,5.3843
2020-04-13,-4.2283
2020-04-14,6.8433
2020-04-15,-8.6088
2020-04-16,0.0
2020-04-17,3.2027
2020-04-20,0.8397
2020-04-21,-2.4258
2020-04-22,5.974
2020-04-23,3.9916
2020-04-24,4.6801
2020-04-27,2.0907
2020-04-28,-3.5917
2020-04-29,3.8562
2020-04-30,-3.9333
2020-05-01,-5.1097
2020-05-04,3.5209
2020-05-05,2.8676
2020-05-06,4.6029
2020-05-07,2.5101
2020-05-08,2.9021
2020-05-11,-3.114
2020-05-12,-0.4548
2020-05-13,-6.2443
2020-05-14,-0.5848
2020-05-15,5.1961
2020-05-18,8.1702
2020-05-19,-0.919
2020-05-20,1.1594
2020-05-21,-0.4871
2020-05-22,0.7774
2020-05-26,0.9143
2020-05-27,1.0476
2020-05-28,-1.6251
2020-05-29,-16.4625
2020-06-01,-1.5343
2020-06-02,0.4155
2020-06-03,-0.4828
2020-06-04,-3.7769
2020-06-05,4.7173
2020-06-08,2.6135
2020-06-09,-0.067
2020-06-10,-2.1127
2020-06-11,-4.7962
2020-06-12,3.1666
2020-06-15,8.5106
2020-06-16,1.9285999999999999
2020-06-17,0.0631
2020-06-18,2.3637
2020-06-19,-2.9865
2020-06-22,5.2047
2020-06-23,-1.5988
2020-06-24,1.0423
2020-06-25,4.1262
2020-06-26,-3.2634
2020-06-29,-1.8373
2020-06-30,0.0614
2020-07-01,-6.9611
2020-07-02,-1.9117
2020-07-06,-0.3024
2020-07-07,2.5278
2020-07-08,3.4516999999999998
2020-07-09,2.415
2020-07-10,-2.0168
2020-07-13,-5.5415
2020-07-14,-5.9671
2020-07-15,8.8414
2020-07-16,0.4913
2020-07-17,2.7705
2020-07-20,0.6343
2020-07-21,-4.8535
2020-07-22,2.3021
2020-07-23,-0.6638
2020-07-24,-1.4016
2020-07-27,7.0083
2020-07-28,-3.0584
2020-07-29,-7.6482
2020-07-30,2.519
2020-07-31,-5.2844
