ticker,BBIO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-06-27,62.0588
2019-06-28,-2.1053
2019-07-01,1.4830999999999999
2019-07-02,-1.2057
2019-07-03,5.8062000000000005
2019-07-05,1.3282
2019-07-08,-2.7251
2019-07-09,-2.9787
2019-07-10,0.8772
2019-07-11,7.8623
2019-07-12,-3.8629
2019-07-15,-2.7254
2019-07-16,-6.8247
2019-07-17,0.6939
2019-07-18,-0.4594
2019-07-19,5.8077
2019-07-22,10.2872
2019-07-23,-4.9769
2019-07-24,-2.4627
2019-07-25,-4.7297
2019-07-26,5.8977
2019-07-29,1.1280000000000001
2019-07-30,-3.1718
2019-07-31,5.6515
2019-08-01,1.1584
2019-08-02,-4.7154
2019-08-05,-4.9134
2019-08-06,3.6431
2019-08-07,5.703
2019-08-08,1.1876
2019-08-09,-9.8592
2019-08-12,-2.567
2019-08-13,2.1764
2019-08-14,-3.2511
2019-08-15,3.3604
2019-08-16,2.6158
2019-08-19,2.1486
2019-08-20,2.1747
2019-08-21,4.0475
2019-08-22,-0.0671
2019-08-23,-1.6442999999999999
2019-08-26,4.0259
2019-08-27,2.5254
2019-08-28,-5.2783
2019-08-29,3.715
2019-08-30,-0.7489
2019-09-03,6.2336
2019-09-04,-2.7795
2019-09-05,-0.5083
2019-09-06,-1.2452
2019-09-09,-8.3414
2019-09-10,-6.3492
2019-09-11,1.5066000000000002
2019-09-12,-3.154
2019-09-13,-0.728
2019-09-16,-2.0455
2019-09-17,-2.0489
2019-09-18,-0.4425
2019-09-19,-0.8889
2019-09-20,7.0934
2019-09-23,5.0818
2019-09-24,-7.7703
2019-09-25,-8.1304
2019-09-26,-9.192
2019-09-27,-5.226
2019-09-30,6.6567
2019-10-01,-2.6549
2019-10-02,-6.3636
2019-10-03,3.0659
2019-10-04,-3.6688
2019-10-07,1.0293
2019-10-08,-2.649
2019-10-09,-3.977
2019-10-10,2.1798
2019-10-11,-1.1733
2019-10-14,-2.2126
2019-10-15,2.7594
2019-10-16,-3.5446
2019-10-17,3.0624
2019-10-18,-1.6207
2019-10-21,2.3064
2019-10-22,-1.2346
2019-10-23,0.4348
2019-10-24,0.1623
2019-10-25,1.1345
2019-10-28,3.8462
2019-10-29,2.8807
2019-10-30,1.3
2019-10-31,11.5992
2019-11-01,6.8111
2019-11-04,-4.4306
2019-11-05,0.5633
2019-11-06,-4.5239
2019-11-07,10.1986
2019-11-08,10.8108
2019-11-11,-1.1456
2019-11-12,4.5234
2019-11-13,-6.0086
