ticker,FOYJ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-01-14,-4.5455
2010-01-15,-28.5714
2010-01-19,33.3333
2010-01-28,5.0
2010-01-29,0.0
2010-02-01,19.0476
2010-02-02,-12.0
2010-02-03,9.0909
2010-02-05,-12.5
2010-02-08,0.0
2010-02-09,-2.3810000000000002
2010-02-10,12.1951
2010-02-11,-13.0435
2010-02-12,0.0
2010-02-16,0.0
2010-02-17,-2.5
2010-02-18,2.5641
2010-02-23,5.0
2010-02-25,-23.8095
2010-02-26,37.5
2010-03-01,-13.6364
2010-03-02,5.2632
2010-03-03,-20.0
2010-03-04,0.0
2010-03-05,-6.25
2010-03-09,-13.3333
2010-03-10,15.3846
2010-03-11,20.0
2010-03-12,50.0
2010-03-15,-81.4815
2010-03-16,-54.0
2010-03-17,-30.4348
2010-03-18,-6.25
2010-03-19,-40.0
2010-03-22,-23.6111
2010-03-23,-46.3636
2010-03-24,0.0
2010-03-25,-8.4746
2010-03-26,92.5926
2010-03-29,38.4615
2010-03-30,-40.2778
2010-03-31,-18.6047
2010-04-01,0.0
2010-04-05,-20.0
2010-04-06,-8.9286
2010-04-07,-5.8824
2010-04-08,12.5
2010-04-09,-1.8519
2010-04-12,-20.7547
2010-04-13,7.1429
2010-04-14,-6.6667
2010-04-15,-9.5238
2010-04-16,-7.8947
2010-04-19,-8.5714
2010-04-20,6.25
2010-04-21,-5.8824
2010-04-22,-9.375
2010-04-23,0.0
2010-04-26,10.3448
2010-04-27,31.25
2010-04-28,-19.0476
2010-04-29,-5.8824
2010-04-30,0.0
2010-05-03,0.0
2010-05-04,-15.625
2010-05-05,0.0
2010-05-06,0.0
2010-05-07,-11.1111
2010-05-10,-8.3333
2010-05-11,9.0909
2010-05-12,-8.3333
2010-05-13,-4.5455
2010-05-14,0.0
2010-05-17,-14.2857
2010-05-18,16.6667
2010-05-19,14.2857
2010-05-20,-20.8333
2010-05-21,15.7895
2010-05-24,9.0909
2010-05-26,-12.5
2010-05-27,0.0
2010-05-28,-23.8095
2010-06-01,-12.5
2010-06-02,0.0
2010-06-03,0.0
2010-06-04,-7.1429
2010-06-07,0.0
2010-06-08,-15.3846
2010-06-09,18.1818
2010-06-10,0.0
2010-06-11,0.0
2010-06-14,7.6923
2010-06-15,-21.4286
2010-06-16,-27.2727
2010-06-17,0.0
2010-06-18,-25.0
2010-06-21,0.0
2010-06-22,0.0
2010-06-23,0.0
2010-06-24,-16.6667
2010-06-25,20.0
2010-06-29,0.0
