ticker,CRBO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,5.0
2000-01-18,0.0
2000-01-27,0.0
2000-01-28,0.0
2000-02-03,4.7619
2000-02-08,0.0
2000-02-10,0.0
2000-02-18,-9.0909
2000-02-25,0.0
2000-03-01,0.0
2000-03-29,0.0
2000-03-30,0.0
2000-04-07,0.0
2000-04-10,-10.0
2000-04-17,-5.5556
2000-05-04,1.1764999999999999
2000-06-06,-1.1628
2000-06-07,0.0
2000-06-13,-5.8824
2000-06-14,6.25
2000-06-15,0.0
2000-06-27,0.0
2000-07-10,-2.9412000000000003
2000-07-14,9.0909
2000-07-19,-5.5556
2000-07-20,11.7647
2000-08-01,15.7895
2000-09-28,18.1818
2000-09-29,-7.6923
2000-10-09,-8.3333
2000-10-10,27.2727
2000-10-19,-7.1429
2000-10-20,-15.3846
2000-10-24,-15.9091
2000-10-25,40.5405
2000-10-26,-26.9231
2000-11-06,0.0
2000-12-01,31.5789
2000-12-07,-24.0
2000-12-22,-5.2632
2000-12-26,2.7778
2001-01-09,-8.1054
2001-01-16,17.6436
2001-01-17,-20.0
2001-01-18,25.0
2001-02-12,-10.0
2001-02-22,1.3889
2001-03-05,-6.8493
2001-03-08,29.4118
2001-04-10,-22.5455
2001-04-12,17.3709
2001-04-25,0.0
2001-04-30,0.0
2001-05-03,-4.0
2001-05-16,-4.1667
2001-05-17,0.0
2001-06-04,0.0
2001-07-09,0.0
2001-07-13,0.0
2001-07-20,0.0
2001-07-23,0.0
2001-07-25,8.6957
2001-07-31,-8.0
2001-08-03,-4.3478
2001-09-04,-2.2727
2001-09-07,0.0
2001-09-17,0.0
2001-09-18,4.6512
2001-09-19,22.2222
2001-09-20,-9.0909
2001-09-26,-4.0
2001-10-15,0.0
2001-10-24,0.0
2001-12-04,-6.25
2001-12-12,0.0
2002-01-04,4.4444
2002-01-16,4.2553
2002-01-18,0.0
2002-01-25,0.0
2002-02-11,-2.0408
2002-02-15,0.0
2002-03-05,2.0833
2002-03-22,0.0
2002-04-03,0.0
2002-04-04,83.6735
2002-04-12,-44.4444
2002-04-23,20.0
2002-05-01,-20.0
2002-05-07,4.1667
2002-06-04,-4.0
2002-07-17,4.1667
2002-07-22,10.0
2002-07-29,-10.9091
2002-08-02,12.2449
2002-08-05,-10.9091
2002-09-03,4.0816
2002-09-30,-9.8039
2002-10-10,0.0
2002-10-21,-10.8696
2002-11-18,0.4878
2002-11-19,-2.9126
2002-11-20,47.5
2002-11-27,-32.2034
