ticker,DNVB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2001-11-15,-60.0
2005-11-02,1836.0
2007-10-23,6.3347999999999995
2008-03-07,-8.8889
2008-03-10,6.3415
2008-03-11,-5.9633
2008-06-24,11.6751
2008-07-29,4.0909
2008-09-24,-2.1834
2008-09-25,-4.0179
2008-10-01,2.3256
2009-04-16,-13.1455
2009-05-12,10.8108
2009-10-23,11.7347
2009-11-06,2.2831
2010-10-05,6.5854
2010-10-26,1.6018
2010-11-11,3.1532
2010-11-23,0.4367
2011-03-15,2.2727
2011-05-20,0.7111
2011-05-25,2.3830999999999998
2011-05-31,22.8448
2011-10-11,-13.4058
2011-10-26,1.2551999999999999
2011-11-17,-1.2397
2011-11-23,0.8368
2012-02-21,3.8961
2012-02-22,5.0
2012-03-07,5.1587
2012-03-26,0.0
2012-04-04,28.3019
2012-04-10,0.0
2012-04-11,2.9412000000000003
2012-04-16,-4.2886
2013-01-08,-20.3149
2013-01-22,11.5538
2013-07-01,-1.7856999999999998
2013-09-18,-1.4545
2014-01-21,2.214
2014-05-20,-2.5271
2014-05-30,-3.7037
2014-08-06,1.0
2015-06-24,-0.9901
2015-07-06,0.3846
2015-08-31,4.9808
2015-12-02,-6.9343
2016-03-16,17.647100000000002
2016-07-22,-14.6667
2016-07-25,0.0
2016-11-15,0.0
2017-10-19,0.3906
2017-12-07,0.0
2018-02-13,1.1673
2018-05-07,1.9231
2018-06-12,0.3774
2018-08-06,3.3835
2018-10-12,9.0909
2020-04-28,-7.5342
2020-06-18,1.5038
2020-06-23,0.0
