ticker,CLOW US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-12-11,300.0
2015-12-14,50.0
2015-12-15,33.3333
2015-12-16,-10.0
2015-12-17,25.0
2015-12-21,11.1111
2015-12-22,0.0
2015-12-23,-10.0
2015-12-28,0.0
2015-12-29,0.0
2016-01-04,-22.2222
2016-01-05,0.0
2016-01-08,-14.2857
2016-01-20,0.0
2016-01-26,33.3333
2016-01-28,-10.0
2016-01-29,-13.8889
2016-02-02,650.0
2016-02-03,-33.3333
2016-02-04,91.9355
2016-02-05,-6.7227
2016-02-08,-6.3063
2016-02-09,1.226
2016-02-10,13.2273
2016-02-11,-7.8859
2016-02-12,-2.8461
2016-02-16,12.7724
2016-02-17,-4.0732
2016-02-18,-16.8111
2016-02-19,14.5833
2016-02-22,-12.7273
2016-02-23,-9.349
2016-02-24,-9.2215
2016-02-25,-54.3987
2016-02-26,-36.1554
2016-02-29,-9.5652
2016-03-01,-5.7692
2016-03-02,-25.6378
2016-03-03,-5.3173
2016-03-04,-5.7971
2016-03-07,15.1923
2016-03-08,-5.6761
2016-03-09,-3.7168
2016-03-10,-10.2941
2016-03-11,9.6311
2016-03-14,-16.0748
2016-03-15,40.5345
2016-03-16,-11.4105
2016-03-17,-11.2701
2016-03-18,17.5403
2016-03-21,-16.295
2016-03-22,0.0
2016-03-23,6.4549
2016-03-24,-6.0635
2016-03-28,-1.6393
2016-03-29,-1.875
2016-03-30,-6.7941
2016-03-31,-8.8838
2016-04-01,-0.25
2016-04-04,-35.8396
2016-04-05,-3.125
2016-04-06,44.7581
2016-04-07,-30.0836
2016-04-08,27.0916
2016-04-11,-17.2414
2016-04-12,6.0606
2016-04-13,-14.2857
2016-04-14,7.2917
2016-04-15,55.3398
2016-04-18,-30.0
2016-04-19,0.0
2016-04-20,14.642900000000001
2016-04-21,24.6106
2016-04-22,-20.0
2016-04-25,-12.5
2016-04-26,42.8571
2016-04-27,-0.25
2016-04-28,-9.5238
2016-04-29,10.8033
2016-05-02,-20.25
2016-05-03,-12.2257
2016-05-04,-14.2857
2016-05-05,0.0
2016-05-06,33.3333
2016-05-09,-24.375
2016-05-10,2.4793
2016-05-11,29.0323
2016-05-12,12.1875
2016-05-13,-10.8635
2016-05-16,-25.3125
2016-05-17,0.4184
2016-05-18,-13.3333
2016-05-19,15.3846
2016-05-20,0.0
2016-05-23,-25.0
2016-05-24,-11.1111
2016-05-25,-26.5625
2016-05-26,-0.4255
2016-05-27,23.9316
2016-05-31,-19.3103
