ticker,PNGB US Equity
2008-01-24,-13.8462
2008-01-31,14.2857
2008-02-01,-6.25
2008-02-06,8.3333
2008-02-20,-7.6923
2008-02-22,0.0
2008-02-25,0.0
2008-02-26,-8.3333
2008-03-03,27.2727
2008-03-05,-12.857099999999999
2008-03-06,31.1475
2008-03-07,0.0
2008-03-10,-1.25
2008-03-12,0.0
2008-03-14,-0.0158
2008-03-24,-11.3784
2008-03-25,-7.1429
2008-03-26,-18.4615
2008-03-27,22.6415
2008-03-31,9.2308
2008-04-02,5.6338
2008-04-03,13.3333
2008-04-07,10.5882
2008-04-10,11.7021
2008-04-11,12.381
2008-04-14,10.1695
2008-04-15,-15.3846
2008-04-16,0.0
2008-04-17,0.0
2008-04-18,0.0
2008-04-21,4.5455
2008-04-22,4.3478
2008-04-23,0.0
2008-04-24,0.0
2008-04-25,6.6667
2008-04-28,1.5625
2008-04-29,-11.538499999999999
2008-04-30,0.0
2008-05-01,0.0
2008-05-05,8.6957
2008-05-06,-4.0
2008-05-07,0.0
2008-05-08,0.0
2008-05-09,0.0
2008-05-12,-4.1667
2008-05-13,9.5652
2008-05-14,0.7937
2008-05-15,1.5748
2008-05-16,-6.2016
2008-05-19,-24.7934
2008-05-20,-6.5934
2008-05-21,5.8824
2008-05-22,-8.8889
2008-05-23,-14.6341
2008-05-27,5.7143
2008-05-28,-14.8649
2008-05-29,-15.873
2008-05-30,3.7736
2008-06-02,-3.6364
2008-06-03,2.8302
2008-06-04,-4.5872
2008-06-05,25.0
2008-06-06,-3.0769
2008-06-09,-12.6984
2008-06-10,-1.8182
2008-06-11,5.5556
2008-06-12,22.807
2008-06-13,2.8571
2008-06-16,1.3889
2008-06-17,-2.7397
2008-06-18,-9.8592
2008-06-19,-9.375
2008-06-20,3.4483
2008-06-23,-6.6667
2008-06-24,1.7856999999999998
2008-06-25,7.8947
2008-06-26,-6.5041
2008-06-27,0.8696
2008-06-30,6.0345
2008-07-01,-8.1301
2008-07-02,-0.885
2008-07-03,0.0
2008-07-07,-1.7856999999999998
2008-07-08,0.0
2008-07-09,20.0
2008-07-10,-10.6061
2008-07-11,0.0
2008-07-14,-5.0847
2008-07-15,1.7856999999999998
2008-07-16,-1.7544
2008-07-17,5.3571
2008-07-18,-5.0847
2008-07-21,-3.5714
2008-07-22,-1.8519
2008-07-23,-9.434
2008-07-24,5.2083
2008-07-25,-0.9901
2008-07-28,-6.0
2008-07-29,6.383
2008-07-30,-6.0
2008-07-31,0.0
2008-08-01,0.0
2008-08-04,6.383
2008-08-05,4.0
2008-08-06,-3.8462
2008-08-07,-6.0
2008-08-08,8.5106
2008-08-11,0.0
2008-08-12,-1.9607999999999999
2008-08-13,-6.0
2008-08-14,0.0
2008-08-15,2.1277
2008-08-18,0.0
2008-08-21,0.0
2008-08-22,-8.3333
2008-08-26,-13.6364
2008-08-27,26.3158
2008-08-28,-2.0833
2008-08-29,2.1277
2008-09-02,0.0
2008-09-03,0.0
2008-09-04,-4.1667
2008-09-05,-2.1739
2008-09-08,-11.1111
2008-09-09,-12.5
2008-09-10,0.0
2008-09-11,-17.1429
2008-09-12,17.2414
2008-09-15,0.0
2008-09-16,-11.7647
2008-09-17,-10.0
2008-09-18,11.1111
2008-09-19,6.6667
2008-09-22,6.25
2008-09-23,-2.9412000000000003
2008-09-24,-18.1818
2008-09-25,22.2222
2008-09-26,-9.0909
2008-09-29,-6.6667
2008-09-30,14.2857
2008-10-01,-3.125
2008-10-02,6.4516
2008-10-03,-21.2121
2008-10-06,-23.0769
2008-10-07,0.0
2008-10-08,0.0
2008-10-09,-15.0
2008-10-10,0.0
2008-10-13,-11.7647
2008-10-14,33.3333
2008-10-15,-30.0
2008-10-16,-7.1429
2008-10-17,0.0
2008-10-20,45.3846
2008-10-21,-17.9894
2008-10-22,3.2258
2008-10-23,-6.25
2008-10-24,-13.3333
2008-10-27,7.6923
2008-10-28,0.0
2008-10-29,7.1429
2008-10-30,0.0
2008-10-31,6.6667
2008-11-03,0.0
2008-11-04,0.0
2008-11-05,-12.5
2008-11-06,-7.1429
2008-11-07,7.6923
2008-11-11,-7.1429
2008-11-12,15.3846
2008-11-13,0.0
2008-11-14,6.6667
2008-11-17,3.125
2008-11-18,3.0303
2008-11-20,-23.5294
2008-11-24,7.6923
2008-11-25,0.0
2008-11-28,-14.2857
2008-12-01,0.0
2008-12-04,0.0
2008-12-08,-8.3333
2008-12-09,-9.0909
2008-12-10,-10.0
2008-12-12,-16.6667
2008-12-15,0.0
2008-12-16,0.0
2008-12-17,-6.6667
2008-12-18,42.8571
2008-12-19,0.0
2008-12-22,-30.0
2008-12-23,0.0
2008-12-24,-14.2857
2008-12-26,66.6667
2008-12-29,-25.0
2008-12-30,0.0
2008-12-31,9.3333
2009-01-05,21.9512
2009-01-06,0.0
2009-01-08,0.0
2009-01-20,-50.0
2009-01-21,60.0
2009-01-26,0.0
2009-01-27,25.0
2009-01-28,0.0
2009-01-30,10.0
2009-02-03,9.0909
2009-02-04,41.6667
2009-02-05,-29.4118
2009-02-09,0.0
2009-02-11,25.0
2009-02-12,0.0
2009-02-13,-20.0
2009-02-17,50.0
2009-02-18,-33.3333
2009-02-20,0.0
2009-03-02,-33.3333
2009-03-03,0.0
2009-03-05,0.0
2009-03-10,0.0
2009-03-11,0.0
2009-03-16,50.0
2009-03-17,-25.0
2009-03-18,-33.3333
2009-03-20,0.0
2009-03-26,16.6667
2009-04-03,14.2857
2009-04-06,87.5
2009-04-07,0.0
2009-04-08,-46.6667
2009-04-09,0.0
2009-04-14,0.0
2009-04-15,0.0
2009-04-17,0.0
2009-04-20,0.0
2009-04-22,0.0
2009-04-24,0.0
2009-04-30,25.0
2009-05-06,10.0
2009-05-08,-18.1818
2009-05-12,33.3333
2009-05-15,-8.3333
2009-05-18,36.3636
2009-05-19,33.3333
2009-05-20,0.0
2009-05-22,-2.0
2009-05-26,-3.0612
2009-05-27,5.2632
2009-05-29,-5.0
2009-06-01,5.2632
2009-06-02,10.0
2009-06-04,0.0
2009-06-05,-4.5455
2009-06-08,-14.2857
2009-06-10,0.0
2009-06-11,-16.6667
2009-06-12,0.0
2009-06-15,0.0
2009-06-16,0.0
2009-06-22,0.0
2009-06-23,-46.6667
2009-06-24,87.5
2009-07-02,-46.6667
2009-07-07,100.0
2009-07-08,0.0
2009-07-15,-6.25
2009-07-22,-40.0
2009-07-23,22.2222
2009-07-30,-22.7273
2009-07-31,17.647100000000002
2009-08-03,-10.0
2009-08-04,55.5556
2009-08-05,-17.8571
2009-08-06,0.0
2009-08-07,13.0435
2009-08-10,-7.6923
2009-08-11,-16.6667
2009-08-12,-10.0
2009-08-13,-14.4444
2009-08-14,-25.974
2009-08-17,53.5088
2009-08-18,-8.5714
2009-08-19,12.5
2009-08-20,22.2222
2009-08-21,0.0
2009-08-25,0.0
2009-08-26,-9.0909
2009-08-27,10.0
2009-08-28,-9.0909
2009-08-31,10.0
2009-09-01,-9.0909
2009-09-02,0.0
2009-09-03,0.0
2009-09-10,-20.0
2009-09-11,0.0
2009-09-14,62.5
2009-09-15,-7.6923
2009-09-17,-8.3333
2009-09-18,9.0909
2009-09-21,0.0
2009-09-22,0.0
2009-09-23,-33.3333
2009-09-24,0.0
2009-09-25,50.0
2009-09-28,0.0
2009-09-29,0.0
2009-09-30,0.0
2009-10-01,0.0
2009-10-02,25.0
2009-10-05,20.0
2009-10-06,-19.4444
2009-10-07,0.0
2009-10-08,6.2069
2009-10-09,-9.7403
2009-10-12,-13.6691
2009-10-13,0.0
2009-10-14,-12.5
2009-10-15,-10.4762
2009-10-16,-4.2553
2009-10-19,-5.5556
2009-10-20,23.5294
2009-10-21,4.7619
2009-10-22,-9.0909
2009-10-23,-10.0
2009-10-26,0.0
2009-10-27,-4.5833
2009-10-28,-1.0189
2009-10-29,47.0588
2009-10-30,0.0
2009-11-02,-20.0
2009-11-03,0.0
2009-11-04,-10.0
2009-11-05,0.0
2009-11-06,0.0
2009-11-09,0.0
2009-11-10,0.0
2009-11-11,-5.4167
2009-11-12,-2.4963
2009-11-13,0.0
2009-11-16,-1.2048
2009-11-17,0.0
2009-11-18,1.2195
2009-11-19,-1.2048
2009-11-20,4.878
2009-11-23,-2.3256
2009-11-24,-4.7619
2009-11-25,0.0
2009-11-27,0.0
2009-11-30,8.75
2009-12-01,-8.046
2009-12-02,-7.5
2009-12-03,-5.4054
2009-12-04,0.0
2009-12-07,0.0
2009-12-08,-5.7143
2009-12-09,6.0606
2009-12-10,0.0
2009-12-11,-7.1429
2009-12-14,7.6923
2009-12-15,-14.2857
2009-12-16,1.6667
2009-12-17,-1.6393
2009-12-18,16.6667
2009-12-21,-12.857099999999999
2009-12-22,0.0
2009-12-23,-1.6393
2009-12-24,0.0
2009-12-28,11.0417
2009-12-29,-0.9381
2009-12-30,-9.0909
2009-12-31,25.0
2010-01-04,-20.0
2010-01-05,16.6667
2010-01-06,-7.1429
2010-01-07,-15.3846
2010-01-08,27.2727
2010-01-11,-14.2857
2010-01-12,-3.3333
2010-01-13,20.6897
2010-01-14,7.1429
2010-01-15,-1.3333
2010-01-19,-26.3514
2010-01-20,37.6147
2010-01-21,-17.3333
2010-01-22,-11.2903
2010-01-25,-9.0909
2010-01-26,0.0
2010-01-27,-4.0
2010-01-28,14.5833
2010-01-29,5.4545
2010-02-01,-1.7241
2010-02-02,-12.2807
2010-02-03,16.0
2010-02-04,-10.3448
2010-02-05,9.6154
2010-02-08,-8.7719
2010-02-10,0.0
2010-02-11,-3.8462
2010-02-12,10.0
2010-02-16,-9.0909
2010-02-17,-56.0
2010-02-18,81.8182
2010-02-19,0.0
2010-02-22,-2.5
2010-02-23,-28.2051
2010-02-24,0.0
2010-02-25,-21.4286
2010-02-26,0.0
2010-03-01,13.6364
2010-03-02,12.0
2010-03-03,0.0
2010-03-04,0.0
2010-03-08,-10.7143
2010-03-10,16.0
2010-03-11,0.0
2010-03-12,-13.7931
2010-03-15,0.0
2010-03-16,0.0
2010-03-17,-20.0
2010-03-18,5.0
2010-03-19,33.3333
2010-03-22,-28.5714
2010-03-24,-50.0
2010-03-25,10.0
2010-03-26,-9.0909
2010-03-29,15.0
2010-03-30,30.4348
2010-03-31,-26.6667
2010-04-01,-9.0909
2010-04-05,50.0
2010-04-06,0.0
2010-04-07,0.0
2010-04-08,-13.3333
2010-04-09,0.0
2010-04-12,-15.3846
2010-04-13,0.0
2010-04-14,-9.0909
2010-04-15,-25.0
2010-04-16,22.5
2010-04-19,8.8435
2010-04-20,0.0
2010-04-21,-48.125
2010-04-23,34.9398
2010-04-26,44.6429
2010-04-29,48.1481
2010-05-03,0.0
2010-05-04,0.0
2010-05-05,-33.3333
2010-05-06,-30.0
2010-05-07,-28.5714
2010-05-10,100.0
2010-05-11,-50.0
2010-05-12,0.0
2010-05-13,0.0
2010-05-17,-6.25
2010-05-19,0.0
2010-05-20,0.0
2010-05-24,-1.3333
2010-05-25,0.0
2010-05-28,0.0
2010-06-03,8.1081
2010-06-04,0.0
2010-06-08,90.0
2010-06-09,-26.3158
2010-06-11,28.5714
2010-06-16,0.0
2010-06-17,0.0
2010-06-21,0.0
2010-06-23,0.0
2010-06-24,0.0
2010-06-29,0.0
2010-06-30,0.0
2010-07-01,0.0
2010-07-02,-11.1111
2010-07-06,0.0
2010-07-08,-12.5
2010-07-12,0.0
2010-07-19,0.0
2010-07-21,0.0
2010-07-22,0.0
2010-07-28,0.0
2010-07-29,0.0
2010-07-30,0.0
2010-08-04,0.0
2010-08-05,0.0
2010-08-10,0.0
2010-08-12,0.0
2010-08-13,0.0
2010-08-19,0.0
2010-08-23,0.0
2010-08-24,0.0
2010-08-27,0.0
2010-08-30,42.8571
2010-08-31,-30.0
2010-09-01,0.0
2010-09-02,0.0
2010-09-08,0.0
2010-09-14,0.0
2010-09-20,0.0
2010-09-23,0.0
2010-09-24,0.0
2010-09-29,0.0
2010-10-01,0.0
2010-10-04,0.0
2010-10-05,-14.2857
2010-10-06,-16.6667
2010-10-08,0.0
2010-10-11,0.0
2010-10-12,0.0
2010-10-13,0.0
2010-10-14,20.0
2010-10-15,-16.6667
2010-10-20,0.0
2010-10-21,0.0
2010-10-25,0.0
2010-10-26,0.0
2010-10-27,0.0
2010-11-01,50.0
2010-11-02,26.6667
2010-11-03,5.2632
2010-11-04,-10.0
2010-11-05,11.1111
2010-11-09,0.0
2010-11-10,0.0
2010-11-11,0.0
2010-11-12,0.0
2010-11-19,0.0
2010-11-22,-40.0
2010-11-24,66.6667
2010-11-30,-40.0
2010-12-01,-14.5833
2010-12-03,3.6585
2010-12-06,0.0
2010-12-07,0.0
2010-12-08,-5.8824
2010-12-09,0.0
2010-12-10,40.0
2010-12-13,28.5714
2010-12-14,11.1111
2010-12-15,0.0
2010-12-16,0.0
2010-12-20,-20.0
2010-12-21,0.0
2010-12-22,0.0
2010-12-23,0.0
2010-12-27,0.0
2010-12-28,0.0
2010-12-29,0.0
2010-12-30,0.0
2010-12-31,0.0
2011-01-03,0.0
2011-01-05,0.0
2011-01-10,0.0
2011-01-11,0.0
2011-01-12,0.0
2011-01-14,0.0
2011-01-18,0.0
2011-01-19,0.0
2011-01-25,0.0
2011-01-26,0.0
2011-02-02,0.0
2011-02-07,12.5
2011-02-11,0.0
2011-02-15,0.0
2011-02-17,0.0
2011-02-22,0.0
2011-02-28,0.0
2011-03-04,-11.1111
2011-03-11,0.0
2011-03-14,0.0
2011-03-15,0.0
2011-03-17,0.0
2011-03-24,0.0
2011-03-29,0.0
2011-03-30,-6.25
2011-04-01,0.0
2011-04-06,0.0
2011-04-08,0.0
2011-04-13,0.0
2011-04-20,0.0
2011-04-25,0.0
2011-04-28,-1.6667
2011-04-29,1.6949
2011-05-03,-20.0
2011-05-06,0.0
2011-05-23,8.3333
2011-05-31,15.3846
2011-06-03,0.0
2011-06-08,-17.5
2011-06-09,-3.0303
2011-06-16,-3.125
2011-06-20,0.0
2011-06-22,0.0
2011-06-24,-10.7527
2011-06-29,-1.2048
2011-07-06,17.0732
2011-07-15,0.0
2011-07-18,-8.3333
2011-07-20,0.0
2011-07-25,0.0
2011-07-29,-9.0909
2011-08-01,0.0
2011-08-02,0.0
2011-08-03,0.0
2011-08-04,0.0
2011-08-05,0.0
2011-08-09,-37.5
2011-08-10,-4.0
2011-08-11,0.0
2011-08-19,16.6667
2011-08-22,0.0
2011-08-29,0.0
2011-09-01,0.0
2011-09-02,0.0
2011-09-08,3.5714
2011-09-12,93.1034
2011-09-15,14.2857
2011-09-16,0.0
2011-09-20,0.0
2011-09-21,6.25
2011-10-05,0.0
2011-10-13,0.0
2011-10-17,-29.4118
2011-10-20,0.0
2011-10-24,0.0
2011-10-27,0.0
2011-10-28,-16.6667
2011-10-31,0.0
2011-11-08,0.0
2011-11-17,-77.5
2011-11-21,0.0
2011-11-25,16.6667
2011-11-28,0.0
2011-11-29,0.0
2011-11-30,0.0
2011-12-01,0.0
2011-12-02,0.0
2011-12-07,4.7619
2011-12-08,9.0909
2011-12-09,-12.5
2011-12-13,4.7619
2011-12-15,118.1818
2011-12-16,0.0
2011-12-19,0.0
2011-12-21,0.0
2011-12-22,0.0
2011-12-23,-33.3333
2011-12-27,75.0
2011-12-28,0.0
2011-12-29,0.0
2011-12-30,0.0
2012-01-04,0.0
2012-01-06,-57.1429
2012-01-09,33.3333
2012-01-11,0.0
2012-01-18,0.0
2012-01-20,143.75
2012-01-23,-17.9487
2012-01-26,25.0
2012-01-31,-20.0
2012-02-01,-25.0
2012-02-14,-33.3333
2012-02-15,0.0
2012-02-23,0.0
2012-02-24,0.0
2012-03-05,0.0
2012-03-14,6.25
2012-03-15,11.7647
2012-03-23,-2.6316
2012-03-27,-13.5135
2012-04-10,0.0
2012-04-19,0.0
2012-04-25,0.0
2012-04-30,0.0
2012-05-04,43.75
2012-05-07,-30.4348
2012-05-08,0.0
2012-05-11,0.0
2012-05-14,0.0
2012-05-16,0.0
2012-05-17,0.0
2012-05-18,0.0
2012-05-30,-31.25
2012-06-01,31.8182
2012-06-06,0.0
2012-06-19,10.3448
2012-06-20,0.0
2012-06-22,-25.0
2012-06-27,-8.3333
2012-06-29,-13.6364
2012-07-11,0.0
2012-07-16,0.0
2012-07-20,0.0
2012-08-09,0.0
2012-08-13,-15.7895
2012-08-30,18.75
2012-08-31,-47.3684
2012-09-10,60.0
2012-09-12,-31.25
2012-09-14,0.0
2012-09-24,0.0
2012-09-28,0.0
2012-10-01,63.6364
2012-10-09,-38.8889
2012-10-15,45.4545
2012-10-16,-31.25
2012-10-19,0.0
2012-10-23,0.0
2012-10-31,0.0
2012-11-07,0.0
2012-11-14,0.0
2012-11-20,0.0
2012-11-21,-27.2727
2012-11-26,0.0
2012-11-27,0.0
2012-11-29,0.0
2012-12-03,0.0
2012-12-10,-37.5
2012-12-11,0.0
2012-12-12,0.0
2012-12-13,120.0
2012-12-19,-54.5455
2012-12-20,0.0
2012-12-24,0.0
2012-12-26,0.0
2012-12-27,0.0
2012-12-28,0.0
2012-12-31,0.0
2013-01-04,20.0
2013-01-15,0.0
2013-01-16,0.0
2013-01-17,0.0
2013-01-24,0.0
2013-01-25,0.0
2013-01-30,166.6667
2013-02-11,-37.5
2013-02-13,0.0
2013-02-15,0.0
2013-02-19,0.0
2013-02-20,0.0
2013-02-22,190.0
2013-02-27,-65.5172
2013-03-04,0.0
2013-03-05,0.0
2013-03-06,190.0
2013-03-12,-62.069
2013-03-14,0.0
2013-03-20,0.0
2013-03-25,0.0
2013-03-26,0.0
2013-03-28,145.4545
2013-04-01,-59.2593
2013-04-10,0.0
2013-04-16,27.2727
2013-04-18,0.0
2013-04-23,0.0
2013-04-24,0.0
2013-04-30,0.0
2013-05-08,0.0
2013-05-09,0.0
2013-05-14,0.0
2013-05-20,0.0
2013-05-21,0.0
2013-05-22,0.0
2013-05-23,0.0
2013-05-28,0.0
2013-05-31,0.0
2013-06-13,0.0
2013-06-25,0.0
2013-06-28,-21.4286
2013-07-15,0.0
2013-07-24,0.0
2013-07-25,0.0
2013-07-29,0.0
2013-07-31,72.7273
2013-08-02,-31.5789
2013-08-05,0.0
2013-08-06,0.0
2013-08-09,146.1538
2013-08-12,-34.375
2013-08-14,190.4762
2013-08-15,-63.9344
2013-08-16,-36.3636
2013-08-19,35.7143
2013-08-26,26.3158
2013-09-03,-33.3333
2013-09-13,0.0
2013-09-20,68.75
2013-09-25,-33.3333
2013-09-26,0.0
2013-09-27,0.0
2013-10-07,0.0
2013-10-14,44.4444
2013-10-16,-30.7692
2013-10-22,5.5556
2013-10-25,0.0
2013-10-31,0.0
2013-11-01,-26.3158
2013-11-04,57.1429
2013-11-05,0.0
2013-11-06,-54.5455
2013-11-07,140.0
2013-11-08,-45.8333
2013-11-12,23.0769
2013-11-15,-37.5
2013-11-18,0.0
2013-11-22,0.0
2013-11-25,0.0
2013-11-26,0.0
2013-11-27,0.0
2013-12-02,0.0
2013-12-03,0.0
2013-12-04,0.0
2013-12-05,0.0
2013-12-09,0.0
2013-12-12,0.0
2013-12-13,0.0
2013-12-16,0.0
2013-12-19,0.0
2013-12-30,0.0
2014-01-02,60.0
2014-01-09,-37.5
2014-01-15,0.0
2014-01-23,0.0
2014-01-24,0.0
2014-01-29,0.0
2014-02-21,0.0
2014-03-17,-80.0
2014-06-03,0.0
2014-07-29,0.0
2014-08-05,0.0
2014-08-11,0.0
2014-08-19,0.0
2014-09-12,0.0
2014-11-04,0.0
2014-11-05,0.0
2014-12-04,0.0
2014-12-12,0.0
2014-12-16,0.0
2014-12-17,0.0
2014-12-23,0.0
2015-06-09,0.0
2015-07-23,0.0
2016-02-24,700.0
2016-03-07,0.0
2016-08-24,0.0
2016-08-26,0.0
2016-12-15,-87.5
2017-02-09,700.0
2017-03-27,-87.5
2017-10-16,-99.2
2017-12-29,900.0
2018-01-09,-90.0
2018-01-16,0.0
2018-01-29,0.0
2018-02-26,0.0
2018-03-08,0.0
2018-03-15,0.0
2018-03-20,0.0
2018-05-14,9900.0
2018-07-17,0.0
2018-09-28,-99.0
2018-11-27,0.0
2018-12-10,900.0
2018-12-11,-90.0
2018-12-28,900.0
2019-01-10,-90.0
2019-02-19,900.0
2019-03-27,-90.0
2019-03-28,0.0
2019-04-16,0.0
2019-05-14,0.0
2019-05-15,900.0
2019-05-16,0.0
2019-05-17,0.0
2019-05-21,-90.0
2019-06-27,0.0
2019-07-29,0.0
2019-09-03,0.0
2019-09-17,0.0
2019-10-02,0.0
2019-10-10,0.0
2019-10-11,0.0
2019-10-15,9900.0
2019-10-16,0.0
2019-11-01,-99.0
2019-12-05,0.0
2019-12-11,0.0
2020-01-08,0.0
2020-01-09,9900.0
2020-03-26,0.0
2020-04-13,0.0
2020-04-17,0.0
2020-04-20,-99.0
2020-04-24,9900.0
2020-04-27,0.0
2020-04-30,0.0
2020-05-04,0.0
2020-05-12,0.0
2020-05-13,-99.0
2020-05-18,9900.0
2020-06-05,0.0
2020-06-08,0.0
2020-07-07,0.0
2020-07-09,0.0
2020-07-16,0.0
