ticker,CHGI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-02-14,1000.0
2007-02-16,100.0
2007-03-02,-13.6364
2008-01-03,952.6316
2008-02-28,-45.6
2008-02-29,2.6471
2008-03-04,1.7191999999999998
2008-03-05,0.0
2008-03-06,-15.493
2008-03-07,0.0
2008-03-10,0.0
2008-03-14,0.0
2008-03-27,-17.0
2008-03-31,-47.7912
2008-04-01,84.6154
2008-04-02,-8.3333
2008-04-03,-6.8182
2008-04-04,1.4634
2008-04-07,0.0
2008-04-09,-8.6538
2008-04-10,3.6842
2008-04-15,3.0457
2008-04-16,3.4483
2008-04-17,0.0
2008-04-21,-1.4285999999999999
2008-04-23,0.0
2008-04-24,0.4831
2008-04-28,-18.2692
2008-04-29,17.647100000000002
2008-04-30,5.0
2008-05-01,9.5238
2008-05-02,-9.5652
2008-05-08,0.4808
2008-05-12,-0.4785
2008-05-13,0.9615
2008-05-14,0.0
2008-05-16,0.9524
2008-05-19,1.4151
2008-05-20,0.4651
2008-05-22,-0.463
2008-05-28,0.0
2008-05-30,-9.3023
2008-06-03,2.5641
2008-06-05,0.0
2008-06-10,0.0
2008-06-16,0.0
2008-06-17,0.0
2008-06-18,0.0
2008-07-01,-35.0
2008-07-02,51.5385
2008-07-07,-39.0863
2008-07-08,66.6667
2008-07-09,0.0
2008-07-11,-2.5
2008-07-14,0.0
2008-07-31,2.5641
2008-08-11,-17.5
2008-08-15,21.2121
2008-08-18,-44.0
2008-08-19,-1.7856999999999998
2008-08-20,-1.8182
2008-08-27,0.0
2008-09-02,15.7407
2008-09-03,-4.0
2008-09-05,16.6667
2008-09-08,-10.7143
2008-09-18,-8.0
2008-09-19,30.4348
2008-09-26,-10.0
2008-10-02,-18.5185
2008-10-09,-20.9091
2008-10-13,18.3908
2008-10-20,-11.6505
2008-10-21,-6.5934
2008-10-23,-11.7647
2008-10-27,164.0
2008-11-11,-50.0
2008-11-21,-55.5556
2008-11-25,-9.0909
2008-12-01,-37.5
2008-12-04,288.0
2008-12-10,-2.0619
2008-12-17,2.1053
2008-12-23,4.1237
2009-01-22,0.0
2009-01-28,0.0
2009-02-02,0.0
2009-02-09,-88.1188
2009-02-13,275.0
2009-02-19,2.2222
2009-03-11,119.5652
2009-03-18,-0.9901
2009-03-20,-47.9813
2009-03-23,-7.5333
2009-03-24,-6.4449
2009-03-25,0.0
2009-03-26,13.3333
2009-03-27,1.9607999999999999
2009-03-30,23.0769
2009-03-31,-18.75
2009-04-01,-11.538499999999999
