ticker,SSOK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-12-10,46.6667
2015-12-11,0.0
2015-12-15,0.0
2016-01-05,0.0
2016-01-06,0.0
2016-01-08,0.0
2016-02-08,9.0909
2016-02-09,4.1667
2016-02-16,0.0
2016-03-04,0.0
2016-03-07,-1.6
2016-03-31,0.0
2016-04-12,0.0
2016-04-14,-18.6992
2016-04-15,25.0
2016-05-31,0.0
2016-06-01,0.0
2016-06-02,0.0
2016-06-03,0.0
2016-06-06,0.0
2016-06-08,8.0
2016-08-16,0.0
2016-09-06,3.7037
2016-09-07,0.0
2016-09-12,0.0
2016-09-14,-27.8571
2016-09-15,-5.9406
2016-09-29,15.7895
2016-10-11,-13.6364
2016-10-12,0.0
2016-10-27,47.3684
2016-11-03,-17.8571
2016-12-29,13.0435
2017-01-06,-14.1923
2017-01-13,-14.8364
2017-02-22,2.1053
2017-03-08,-1.0309
2017-03-13,12.5
2017-03-14,20.3704
2017-03-15,-3.8462
2017-03-31,0.0
2017-04-03,0.0
2017-04-04,0.0
2017-04-05,1.6
2017-04-06,1.5748
2017-04-07,0.0
2017-04-10,-6.2016
2017-04-11,6.6116
2017-04-12,0.0
2017-04-13,0.0
2017-04-17,0.7752
2017-04-18,3.8462
2017-04-19,2.2222
2017-04-20,0.0
2017-04-21,0.0
2017-04-24,1.4493
2017-04-25,0.0
2017-04-26,0.0
2017-04-27,0.0
2017-04-28,-11.1429
2017-05-01,-4.3408
2017-05-02,5.042
2017-05-05,-4.0
2017-05-08,16.6667
2017-05-09,-1.4285999999999999
2017-05-10,0.0
2017-05-11,-0.7246
2017-05-12,0.0
2017-05-15,0.0
2017-05-16,-11.3139
2017-05-17,12.7572
2017-05-18,-8.7591
2017-05-19,-40.0
2017-05-22,-26.6667
2017-05-23,118.1818
2017-05-24,16.6667
2017-05-25,-7.8571
2017-05-26,-3.876
2017-05-30,12.9032
2017-06-02,-0.7143
2017-06-05,-1.4388
2017-06-06,-5.1095
2017-06-07,4.6154
2017-06-08,-4.4118
2017-06-09,6.9231
2017-06-12,0.0
2017-06-13,-12.7338
2017-06-14,-5.1937
2017-06-15,8.6957
2017-06-16,6.4
2017-06-22,0.0
2017-06-26,0.0
2017-07-06,4.5113
2017-07-07,-0.7194
2017-07-10,0.0
2017-07-12,1.4493
2017-07-13,-5.0
2017-07-14,3.7594
2017-07-17,-5.7971
2017-07-18,6.1538
2017-07-27,-5.7971
2017-07-28,4.6154
2017-07-31,1.4706000000000001
