ticker,TZOO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2002-08-30,7.6923
2002-09-04,-14.2857
2002-09-05,0.0
2002-09-09,0.0
2002-09-13,8.3333
2002-09-19,0.0
2002-09-24,0.0
2002-09-25,0.0
2002-09-26,0.0
2002-10-01,0.0
2002-10-02,0.0
2002-10-11,-30.7692
2002-10-16,44.4444
2002-10-29,-38.4615
2002-11-13,0.0
2002-11-18,-25.0
2002-11-22,16.6667
2002-11-25,0.0
2002-11-26,14.2857
2002-11-27,0.0
2002-12-05,-12.5
2002-12-06,14.2857
2002-12-20,0.0
2002-12-27,0.0
2002-12-31,0.0
2003-01-03,0.0
2003-01-21,25.0
2003-01-23,0.0
2003-02-04,0.0
2003-02-06,0.0
2003-02-12,0.0
2003-02-18,-10.0
2003-02-19,11.1111
2003-02-20,-9.8
2003-02-21,10.8647
2003-02-24,0.0
2003-03-03,-10.0
2003-03-12,0.0
2003-03-13,0.0
2003-03-21,-11.1111
2003-03-26,12.5
2003-03-31,0.0
2003-04-01,5.5556
2003-04-07,-15.7895
2003-04-08,25.0
2003-04-10,-9.8
2003-04-11,21.9512
2003-04-14,1.8182
2003-04-23,-1.7856999999999998
2003-04-25,-18.1818
2003-04-28,0.0
2003-05-02,0.0
2003-05-13,0.2222
2003-05-15,-0.2217
2003-05-16,11.1111
2003-05-19,-20.0
2003-06-06,12.5
2003-06-13,-11.1111
2003-06-18,0.25
2003-06-26,-0.2494
2003-07-08,-12.5
2003-07-09,57.1429
2003-07-18,0.0
2003-07-23,9.0909
2003-07-29,-25.0
2003-07-30,33.3333
2003-07-31,-16.6667
2003-08-07,0.0
2003-08-13,100.0
2003-08-28,2.5
2003-09-25,-51.707300000000004
2003-10-02,1.0101
2003-10-03,-1.0
2003-10-15,21.2121
2003-10-16,-3.3333
2003-10-17,3.4483
2003-10-20,16.6667
2003-10-21,14.2857
2003-10-22,-27.5
2003-10-28,0.0
2003-10-29,-18.1034
2003-10-30,10.526299999999999
2003-10-31,52.381
2003-11-03,-35.625
2003-11-04,0.0
2003-11-05,-0.9709
2003-11-06,0.0
2003-11-07,-0.9804
2003-11-10,1.9802
2003-11-12,26.2136
2003-11-13,-22.3077
2003-11-14,8.9109
2003-11-17,-4.5455
2003-11-18,-4.7619
2003-11-20,0.2
2003-11-21,0.0
2003-11-24,1.7964
2003-11-25,23.5294
2003-11-26,-15.873
2003-11-28,-1.8868
2003-12-01,1.9231
2003-12-02,-0.9434
2003-12-03,4.7619
2003-12-04,0.9091
