ticker,LGHL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-06-24,-0.5102
2019-06-25,0.0
2019-06-26,0.0
2019-06-27,-0.1026
2019-06-28,0.0103
2019-07-01,0.6057
2019-07-02,0.0
2019-07-03,0.0
2019-07-08,0.102
2019-07-11,0.1019
2019-07-15,1.833
2019-07-16,-1.1
2019-07-17,-0.1011
2019-07-18,0.0
2019-07-19,-0.3036
2019-07-22,0.3046
2019-07-23,-0.2024
2019-07-25,0.1014
2019-07-26,0.0
2019-07-29,2.3303
2019-07-30,-1.4851
2019-07-31,-0.7035
2019-08-01,0.5061
2019-08-02,-0.5035
2019-08-05,0.2024
2019-08-06,-0.202
2019-08-07,-0.5658
2019-08-09,0.4672
2019-08-13,0.304
2019-08-14,-0.202
2019-08-15,0.9109
2019-08-16,-0.6018
2019-08-19,0.6054
2019-08-20,-0.7021
2019-08-21,-0.101
2019-08-22,-0.2022
2019-08-23,0.1013
2019-08-26,-0.3036
2019-08-27,0.5076
2019-09-03,-0.202
2019-09-10,0.2024
2019-09-23,0.101
2019-09-24,0.6054
2019-09-25,-0.5015
2019-09-26,0.504
2019-09-27,-0.3009
2019-09-30,-0.3018
2019-10-01,0.2018
2019-10-02,-0.1007
2019-10-03,0.1008
2019-10-04,-0.2014
2019-10-08,0.2018
2019-10-10,-0.6042
2019-10-11,0.304
2019-10-14,-0.404
2019-10-15,0.5071
2019-10-17,0.1009
2019-10-18,0.2016
2019-10-21,-0.2012
2019-10-22,0.2016
2019-10-23,0.2012
2019-10-29,0.1004
2019-10-30,0.1003
2019-10-31,0.2004
2019-11-04,0.2
2019-11-13,-0.2994
2019-11-14,-0.1001
2019-11-15,0.4008
2019-11-27,0.0
2019-12-02,0.1996
2019-12-05,-0.1992
2019-12-06,0.0998
2019-12-10,0.0
2019-12-12,0.1994
2019-12-13,-0.0995
2019-12-16,0.1992
2019-12-17,-0.2982
2019-12-18,0.0
2019-12-19,0.4985
2019-12-30,-0.0992
2019-12-31,-0.0993
2020-01-06,0.0994
2020-01-07,-0.1986
2020-01-08,0.0
2020-01-09,0.0
2020-01-10,-0.2985
2020-01-14,0.1727
2020-01-15,-0.1225
2020-01-16,0.4489
2020-01-21,0.0
2020-01-22,0.0
2020-01-23,0.2264
2020-01-24,-0.1268
2020-01-27,0.0
2020-01-28,-0.0992
2020-01-29,0.0993
2020-01-30,0.6944
2020-01-31,-0.1448
2020-02-05,-0.5456
2020-02-11,0.6944
2020-02-13,-0.4926
2020-02-21,0.0
2020-02-24,0.296
2020-03-03,-0.2952
2020-03-09,0.0
2020-03-10,0.0
2020-03-11,0.099
2020-03-12,-0.1484
2020-03-13,-0.1486
2020-03-16,0.1984
2020-03-18,-3.9594
2020-03-19,2.5763
2020-03-20,-0.5025
2020-03-23,1.0091
2020-03-24,-0.999
2020-03-25,0.0
2020-03-26,1.9192
2020-03-27,-0.3964
2020-03-31,0.2985
2020-04-01,0.0992
2020-04-02,0.0
2020-04-06,0.0991
2020-04-07,0.198
2020-04-08,0.0988
2020-04-14,0.3949
2020-04-17,0.0983
2020-04-22,0.3929
2020-04-27,-0.2935
2020-04-30,-0.0962
2020-05-01,-0.002
2020-05-04,0.1866
2020-05-05,0.1079
2020-05-06,0.0
2020-05-07,-0.0979
2020-05-08,0.9431
2020-05-13,-0.9343
2020-05-14,-1.5686
2020-05-18,-0.2988
2020-05-19,0.5994
2020-05-20,0.4965
2020-05-21,0.1976
2020-05-22,-0.1972
2020-05-27,-0.0988
2020-05-28,0.2967
2020-05-29,-23.2742
2020-06-01,2.1851
2020-06-02,-9.8277
2020-06-03,1.833
2020-06-04,-17.5354
2020-06-05,-2.6578
2020-06-08,29.6928
2020-06-09,7.6316
2020-06-10,10.3912
2020-06-11,-15.8361
2020-06-12,-1.8420999999999998
2020-06-15,1.8767
2020-06-16,0.1316
2020-06-17,-63.8633
2020-06-18,-2.1818
2020-06-19,-9.7398
2020-06-22,-9.3904
2020-06-23,-4.5455
2020-06-24,3.8095
2020-06-25,0.9174
2020-06-26,-7.7273
2020-06-29,-1.4778
2020-06-30,52.5
2020-07-01,-3.2787
2020-07-02,-13.5593
2020-07-06,-2.3529
2020-07-07,-6.8313
2020-07-08,3.0217
2020-07-09,7.5314
2020-07-10,24.5136
2020-07-13,-9.0625
2020-07-14,4.4674
2020-07-15,12.5
2020-07-16,38.3041
2020-07-17,0.0
2020-07-20,17.3362
2020-07-21,-9.3694
2020-07-22,-3.7773
2020-07-23,-4.9587
2020-07-24,0.2174
2020-07-27,-19.0889
2020-07-28,-7.2386
2020-07-29,9.8266
2020-07-30,-2.6316
2020-07-31,2.973
