ticker,GFN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-06-14,-0.1361
2006-06-15,0.0
2006-06-16,-0.2725
2006-06-19,-0.2732
2006-06-20,-0.411
2006-06-21,0.4127
2006-06-22,-0.411
2006-06-23,0.0
2006-06-27,-0.2751
2006-06-28,0.2759
2006-07-06,-0.2751
2006-07-07,0.6897
2006-07-10,-0.274
2006-07-11,0.0
2006-07-12,0.0
2006-07-17,-0.2747
2006-07-18,-0.551
2006-07-24,0.0
2006-07-26,0.0
2006-07-31,0.0
2006-08-02,0.0
2006-08-03,0.0
2006-08-07,0.4155
2006-08-09,0.0
2006-08-14,0.0
2006-08-15,0.1379
2006-08-18,0.0
2006-08-21,-0.1377
2006-08-22,0.0
2006-08-29,0.0
2006-09-01,0.0
2006-09-06,0.0
2006-09-07,0.6897
2006-09-11,0.0
2006-09-12,0.137
2006-09-13,0.2736
2006-09-14,0.4093
2006-09-15,0.0
2006-09-18,-0.5435
2006-09-19,0.5464
2006-09-20,-0.5435
2006-09-21,0.2732
2006-09-26,-0.1362
2006-09-29,0.2729
2006-10-04,-0.1361
2006-10-05,0.0
2006-10-06,-0.4087
2006-10-09,0.1368
2006-10-10,-0.2732
2006-10-11,-0.137
2006-10-12,-0.5487
2006-10-13,0.0
2006-10-16,0.0
2006-10-17,0.2741
2006-10-18,0.0017
2006-10-19,0.0
2006-10-23,0.4109
2006-10-26,-0.6832
2006-10-30,0.0
2006-10-31,0.0
2006-11-01,1.3793
2006-11-02,0.0
2006-11-03,-0.1361
2006-11-06,0.1362
2006-11-10,-0.1361
2006-11-13,0.1362
2006-11-14,0.1361
2006-11-15,-0.1359
2006-11-20,-0.6803
2006-11-21,0.0
2006-11-22,0.137
2006-11-24,0.0
2006-11-27,-0.8208
2006-11-28,0.6897
2006-11-29,-1.0959
2006-11-30,1.108
2006-12-01,0.0
2006-12-04,0.0
2006-12-05,0.137
2006-12-08,-0.1368
2006-12-11,0.0
2006-12-12,0.137
2006-12-13,0.4104
2006-12-14,-0.1362
2006-12-15,-0.1364
2006-12-18,0.5464
2006-12-19,-0.1359
2006-12-20,2.0408
2006-12-21,1.3333
2006-12-26,1.3158
2006-12-27,0.0
2006-12-29,0.0
2007-01-03,-1.9481000000000002
2007-01-08,-1.1921
2007-01-10,1.7426
2007-01-11,0.1334
2007-01-12,-0.0016
2007-01-17,0.0
2007-01-18,1.3158
2007-01-19,-0.1315
2007-01-22,0.1317
2007-01-23,-0.1299
2007-01-24,0.5202
