ticker,HLRD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2003-03-07,0.0
2004-01-29,0.7905
2004-05-14,13.7255
2004-05-24,29.3103
2005-05-17,20.0
2005-05-18,0.0
2005-05-20,18.8333
2005-05-24,3.4128
2005-08-23,-0.5425
2005-12-13,5.7429
2006-01-17,4.5259
2006-02-28,11.3402
2006-03-01,0.3704
2006-03-10,-5.3333
2006-03-13,0.626
2006-03-31,0.6221
2006-06-12,-1.4717
2006-06-13,-0.1572
2007-02-02,-7.874
2008-04-09,-19.6128
2008-09-29,-13.5135
2008-10-14,0.0
2008-10-20,1.25
2008-11-13,-0.9288
2008-11-18,-1.25
2008-12-31,-4.8101
2009-04-16,-22.3561
2009-05-22,194.3723
2009-05-26,5.8824
2009-09-16,-70.2921
2009-10-29,49.8127
2009-12-30,1.5674000000000001
2010-01-12,0.0
2010-03-24,0.7463
2010-03-30,0.0
2010-04-14,0.0
2010-04-15,-0.2469
2010-07-08,-12.3526
2010-07-09,4.8187
2010-10-07,8.4716
2010-10-25,0.0
2010-12-16,2.8213
2011-02-18,22.1951
2011-02-22,-21.9062
2011-06-07,2.7096999999999998
2011-06-08,0.0
2011-06-09,4.2714
2011-09-02,0.1209
2011-09-16,0.0
2011-09-22,0.0
2011-09-23,0.0
2012-01-05,0.6061
2012-01-27,2.1687
2012-02-02,29.717
2012-03-12,-1.1894
2012-03-15,-7.4074
2012-04-03,-5.0
2012-04-27,0.0
2012-07-18,-8.0338
2012-07-30,14.9425
2012-08-28,-12.6506
2012-09-06,14.9425
2012-09-17,-10.0
2012-09-25,0.0
2012-10-03,11.1089
2012-12-04,-6.6246
2012-12-14,1.0753
2012-12-17,0.0
2013-01-02,0.0
2013-02-04,2.1277
2013-02-12,2.0833
2013-02-14,-0.4082
2013-03-12,-3.9752
2013-03-14,5.3763
2013-03-18,1.0204
2013-03-19,1.0101
2013-04-15,1.0
2013-05-24,2.4366
2013-07-03,0.7767
2013-09-03,-2.2738
2013-09-04,-0.198
2013-09-11,1.1905000000000001
2013-09-17,0.0
2013-09-18,1.9607999999999999
2013-10-08,-2.6923
2013-10-11,0.9881
2013-10-14,0.0
2013-11-27,-0.5405
2013-12-12,2.7668
2013-12-17,-2.4962
2014-04-02,9.5574
2014-08-13,0.9174
2014-10-01,0.0
2014-10-09,9.0909
2015-01-21,0.8403
2015-02-24,-7.4853
2015-02-25,0.9091
2015-02-26,1.8018
2015-04-10,1.7699
2015-04-14,6.087
2015-05-28,0.4529
2015-06-03,8.1967
2015-10-07,6.5044
2016-03-28,0.9373
2016-05-02,-2.474
2016-05-27,-2.9412000000000003
2016-06-08,3.0303
2016-08-29,0.4061
2016-10-21,2.1985
2017-02-14,15.5735
2017-04-27,-1.8188
2017-05-24,0.0
2017-06-07,2.5641
2017-08-04,-17.09
2017-08-07,0.0
2017-09-19,2.8744
2017-11-06,0.8154
2018-02-16,-7.27
2018-02-21,4.8
2018-04-02,0.0
2018-07-24,7.362
2018-07-25,3.5714
2018-07-31,0.0
2018-08-10,0.4155
2018-08-28,8.6897
2018-09-17,-8.6294
2018-09-25,0.0
2019-04-24,6.7416
2019-05-14,0.3963
2019-05-15,0.0
2019-05-22,0.0
2019-06-20,-7.8947
2019-06-26,-12.7143
2019-07-05,6.383
2019-07-22,-6.1523
2019-08-20,-8.8977
2019-09-09,1.2658
2019-09-10,4.4643
2019-09-27,-8.0342
2019-09-30,0.0
2019-10-01,1.1152
2019-10-17,-2.5735
2019-10-29,-0.1887
2019-11-05,0.0
2019-12-23,0.7605
2019-12-24,0.0
2020-01-21,0.0
2020-01-22,0.7547
2020-01-23,11.4232
2020-01-31,-10.084
2020-02-03,0.9346
2020-02-06,-0.3704
2020-02-07,-0.3717
2020-02-11,0.3731
2020-02-12,0.0
2020-02-19,-0.1874
2020-02-20,-0.2742
2020-02-24,0.7457
2020-03-17,-6.5421
2020-04-14,17.8
2020-04-22,0.0
