ticker,PLSB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-07-28,0.0
2009-08-17,833.3333
2011-02-16,414.2857
2011-04-05,66.6667
2011-04-06,35.0
2011-04-07,-4.4444
2011-04-08,0.7752
2011-04-11,-4.6154
2011-04-12,-8.0645
2011-04-13,3.5088
2011-04-14,-2.5423999999999998
2011-04-15,0.0
2011-04-18,-0.8696
2011-04-19,2.6316
2011-04-20,-5.9829
2011-04-21,20.9091
2011-04-25,1.5038
2011-04-26,-3.7037
2011-04-27,-3.8462
2011-04-28,-4.0
2011-04-29,10.8333
2011-05-02,0.0
2011-05-03,-7.8947
2011-05-04,2.8571
2011-05-05,2.3810000000000002
2011-05-06,-1.5504
2011-05-09,-2.3622
2011-05-10,-4.0323
2011-05-11,-0.8403
2011-05-12,-5.9322
2011-05-13,8.1081
2011-05-16,2.5
2011-05-17,-3.252
2011-05-18,-3.3613
2011-05-19,-1.7391
2011-05-20,-0.885
2011-05-23,0.8929
2011-05-24,-2.6549
2011-05-25,0.0
2011-05-26,0.9091
2011-05-27,-0.9009
2011-05-31,0.9091
2011-06-01,0.0
2011-06-02,8.1081
2011-06-03,2.5
2011-06-06,-4.065
2011-06-07,-1.6949
2011-06-08,7.7586
2011-06-09,-5.6
2011-06-10,3.3898
2011-06-13,-4.918
2011-06-14,-0.8621
2011-06-15,-6.087
2011-06-16,2.7778
2011-06-17,0.9009
2011-06-20,-0.8929
2011-06-21,0.0
2011-06-22,-0.9009
2011-06-23,0.0
2011-06-24,-0.9091
2011-06-27,6.422
2011-06-28,2.5862
2011-06-29,1.6806999999999999
2011-06-30,3.3058
2011-07-01,0.0
2011-07-05,-1.6
2011-07-06,-4.065
2011-07-07,-1.6949
2011-07-08,2.5862
2011-07-11,0.8403
2011-07-12,-2.5
2011-07-13,-12.8205
2011-07-14,-6.8627
2011-07-15,14.7368
2011-07-18,5.5046
2011-07-19,-0.8696
2011-07-20,0.8772
2011-07-21,-5.2174
2011-07-22,-6.422
2011-07-25,3.9215999999999998
2011-07-26,3.7736
2011-07-27,-3.6364
2011-07-28,-4.717
2011-07-29,7.9208
2011-08-01,0.0
2011-08-02,-4.5872
2011-08-03,-4.7115
2011-08-04,-5.1463
2011-08-05,10.6383
2011-08-08,-3.8462
2011-08-09,-3.7
2011-08-10,-1.3498999999999999
2011-08-11,-1.0526
2011-08-12,3.1915
2011-08-15,2.0619
2011-08-16,-1.1111
2011-08-17,0.1021
2011-08-18,1.0204
2011-08-19,-4.0404
