ticker,OSS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-02-02,-3.6885
2018-02-05,-2.1277
2018-02-06,6.5217
2018-02-07,-5.102
2018-02-08,8.8172
2018-02-09,-2.9644
2018-02-12,-5.7026
2018-02-13,1.5918
2018-02-14,1.5095
2018-02-15,-0.3079
2018-02-16,5.042
2018-02-20,-6.0
2018-02-21,4.0426
2018-02-22,-2.7607
2018-02-23,3.2597
2018-02-26,0.4073
2018-02-27,-0.4057
2018-02-28,-2.5764
2018-03-01,0.1254
2018-03-02,2.3071
2018-03-05,-2.0408
2018-03-06,0.0
2018-03-07,7.2917
2018-03-08,11.6505
2018-03-09,6.087
2018-03-12,-5.2459
2018-03-13,-0.519
2018-03-14,-6.087
2018-03-15,-3.5185
2018-03-16,-1.9194
2018-03-19,-1.1742
2018-03-20,0.297
2018-03-21,2.8628
2018-03-22,-1.1516
2018-03-23,-2.9126
2018-03-26,1.4
2018-03-27,-3.9448
2018-03-28,-3.6961
2018-03-29,-6.1834
2018-04-02,-5.2273
2018-04-03,0.4796
2018-04-04,3.8186
2018-04-05,-3.2184
2018-04-06,1.6627
2018-04-09,-0.7009
2018-04-10,2.7058999999999997
2018-04-11,-4.4674
2018-04-12,6.235
2018-04-13,1.8058999999999998
2018-04-16,1.9956
2018-04-17,-2.3913
2018-04-18,3.5635
2018-04-19,4.5161
2018-04-20,1.6461000000000001
2018-04-23,-2.6397
2018-04-24,-2.4867
2018-04-25,-3.838
2018-04-26,-3.5477
2018-04-27,0.2299
2018-04-30,2.5229
2018-05-01,1.7896999999999998
2018-05-02,0.6593
2018-05-03,-1.7467000000000001
2018-05-04,0.0
2018-05-07,0.0
2018-05-08,5.5556
2018-05-09,-4.8421
2018-05-10,0.2212
2018-05-11,-0.6623
2018-05-14,0.7822
2018-05-15,0.9878
2018-05-16,-0.2183
2018-05-17,1.5208
2018-05-18,-1.7135
2018-05-21,0.6579
2018-05-22,-2.1786
2018-05-23,0.2227
2018-05-24,2.2222
2018-05-25,0.0
2018-05-29,-4.3478
2018-05-30,4.0909
2018-05-31,0.2183
2018-06-01,0.2179
2018-06-04,0.0
2018-06-05,0.0
2018-06-06,1.9565000000000001
2018-06-07,-5.1173
2018-06-08,1.573
2018-06-11,-0.2212
2018-06-12,0.8869
2018-06-13,-1.1604
2018-06-14,-1.4943
2018-06-15,8.8036
2018-06-18,3.527
2018-06-19,-5.8116
2018-06-20,-4.2553
2018-06-21,-1.5556
2018-06-22,0.2257
2018-06-25,-1.1261
