ticker,OSS US Equity
2018-06-26,-0.2278
2018-06-27,0.4566
2018-06-28,1.1364
2018-06-29,-6.0674
2018-07-02,-2.1675
2018-07-03,1.4819
2018-07-05,0.4819
2018-07-06,0.0
2018-07-09,7.1942
2018-07-10,3.3557
2018-07-11,1.7316
2018-07-12,-1.9149
2018-07-13,2.82
2018-07-16,-3.1646
2018-07-17,0.4357
2018-07-18,-2.1692
2018-07-19,-2.6608
2018-07-20,1.5945
2018-07-23,-1.1211
2018-07-24,-3.1746
2018-07-25,4.4496
2018-07-26,-3.5874
2018-07-27,-0.2326
2018-07-30,-2.0979
2018-07-31,-1.1905000000000001
2018-08-01,-0.4819
2018-08-02,1.2107
2018-08-03,-0.2392
2018-08-06,0.7194
2018-08-07,-2.3810000000000002
2018-08-08,-0.4878
2018-08-09,0.0
2018-08-10,1.2255
2018-08-13,-0.7264
2018-08-14,0.0
2018-08-15,-0.2439
2018-08-16,-9.78
2018-08-17,5.6911000000000005
2018-08-20,-2.5641
2018-08-21,5.2632
2018-08-22,-2.5
2018-08-23,-2.5641
2018-08-24,0.0
2018-08-27,-0.5263
2018-08-28,8.9947
2018-08-29,-11.5291
2018-08-30,-3.9781
2018-08-31,3.7143
2018-09-04,-3.5813
2018-09-05,6.8571
2018-09-06,-3.2086
2018-09-07,0.0
2018-09-10,0.5525
2018-09-11,-4.3956
2018-09-12,2.5862
2018-09-13,6.4426
2018-09-14,-6.8421
2018-09-17,10.7345
2018-09-18,-3.0612
2018-09-19,-2.6316
2018-09-20,14.5946
2018-09-21,-3.7736
2018-09-24,-4.902
2018-09-25,0.0
2018-09-26,-5.4124
2018-09-27,0.0
2018-09-28,1.3624
2018-10-01,-2.1505
2018-10-02,0.6868
2018-10-03,3.6835
2018-10-04,-1.0526
2018-10-05,-5.0532
2018-10-08,4.7619
2018-10-09,-3.4759
2018-10-10,-2.7701000000000002
2018-10-11,0.8547
2018-10-12,-0.2825
2018-10-15,0.2833
2018-10-16,0.0
2018-10-17,0.8475
2018-10-18,0.5602
2018-10-19,-3.0641
2018-10-22,-4.8850999999999996
2018-10-23,-5.4381
2018-10-24,-0.9585
2018-10-25,-6.4516
2018-10-26,-16.5241
2018-10-29,-1.6854
2018-10-30,0.8403
2018-10-31,2.9167
2018-11-01,-6.8826
2018-11-02,1.7391
2018-11-05,0.4274
2018-11-06,4.2553
2018-11-07,18.3673
2018-11-08,0.0
2018-11-09,3.7931
2018-11-12,-0.1661
2018-11-13,2.4958
2018-11-14,-12.013
2018-11-15,1.107
2018-11-16,-3.2847
2018-11-19,7.5472
2018-11-20,-4.386
2018-11-21,-0.5505
2018-11-23,4.428
2018-11-26,-0.7067
2018-11-27,0.0
2018-11-28,-5.3381
2018-11-29,5.2632
2018-11-30,-3.5714
2018-12-03,7.4074
2018-12-04,-2.069
2018-12-06,-1.4085
2018-12-07,0.0036
2018-12-10,2.1391999999999998
2018-12-11,0.0
2018-12-12,-7.3427
2018-12-13,-4.1509
2018-12-14,-16.9291
2018-12-17,-6.6350999999999996
2018-12-18,8.1218
2018-12-19,1.8779
2018-12-20,-1.8433000000000002
2018-12-21,2.3474
2018-12-24,-3.6696999999999997
2018-12-26,0.0
2018-12-27,0.0
2018-12-28,-1.4285999999999999
2018-12-31,-6.2802
2019-01-02,6.701
2019-01-03,0.9662
2019-01-04,7.6555
2019-01-07,-0.8889
2019-01-08,-3.5874
2019-01-09,4.6512
2019-01-10,-0.8889
2019-01-11,4.4843
2019-01-14,2.5751
2019-01-15,4.6025
2019-01-16,-8.4
2019-01-17,4.8035
2019-01-18,1.6667
2019-01-22,-3.6885
2019-01-23,-0.8511
2019-01-24,-1.2876
2019-01-25,0.0
2019-01-28,0.0
2019-01-29,-4.3522
2019-01-30,2.0501
2019-01-31,10.4677
2019-02-01,-2.0161
2019-02-04,1.2346
2019-02-05,3.4146
2019-02-06,-7.2327
2019-02-07,11.4407
2019-02-08,-7.6046
2019-02-11,1.6461000000000001
2019-02-12,4.4534
2019-02-13,-5.8101
2019-02-14,8.226
2019-02-15,-0.1901
2019-02-19,-5.5238
2019-02-20,-1.2097
2019-02-21,7.3469
2019-02-22,-10.2662
2019-02-25,2.1186
2019-02-26,-3.3195
2019-02-27,-1.7167
2019-02-28,-2.6201
2019-03-01,0.8969
2019-03-04,0.0
2019-03-05,2.6667
2019-03-06,-6.9264
2019-03-07,2.3256
2019-03-08,-2.2727
2019-03-11,-1.8605
2019-03-12,3.7915
2019-03-13,0.4566
2019-03-14,0.9091
2019-03-15,6.7568
2019-03-18,-6.3291
2019-03-19,10.3604
2019-03-20,7.3469
2019-03-21,-4.1825
2019-03-22,-4.7619
2019-03-25,-5.0
2019-03-26,-4.386
2019-03-27,-11.0092
2019-03-28,9.7784
2019-03-29,-4.2119
2019-04-01,6.8627
2019-04-02,-1.8349
2019-04-03,0.4673
2019-04-04,9.7674
2019-04-05,9.322
2019-04-08,-1.1628
2019-04-09,-0.3922
2019-04-10,-1.1811
2019-04-11,2.7888
2019-04-12,2.0581
2019-04-15,-1.2570999999999999
2019-04-16,-0.8769
2019-04-17,-6.4877
2019-04-18,1.2448
2019-04-22,-1.6803
2019-04-23,-4.1267
2019-04-24,4.3478
2019-04-25,0.4167
2019-04-26,-1.8672
2019-04-29,4.4397
2019-04-30,-5.668
2019-05-01,-0.4292
2019-05-02,-2.1552
2019-05-03,3.5242
2019-05-06,0.8511
2019-05-07,0.4219
2019-05-08,-2.521
2019-05-09,4.3103
2019-05-10,-9.9174
2019-05-13,-0.9174
2019-05-14,-2.3148
2019-05-15,-0.4739
2019-05-16,0.5143
2019-05-17,-5.2492
2019-05-20,-1.8900000000000001
2019-05-21,2.436
2019-05-22,-0.995
2019-05-23,-3.5176
2019-05-24,-3.125
2019-05-28,0.0
2019-05-29,3.2258
2019-05-30,-3.6458
2019-05-31,-3.2432
2019-06-03,5.5866
2019-06-04,-4.7619
2019-06-05,-5.4444
2019-06-06,2.2327
2019-06-07,-4.023
2019-06-10,1.1976
2019-06-11,4.142
2019-06-12,3.4091
2019-06-13,-6.044
2019-06-14,-3.8012
2019-06-17,4.2553
2019-06-18,-0.2915
2019-06-19,5.2632
2019-06-20,2.2222
2019-06-21,-0.5435
2019-06-24,-1.6393
2019-06-25,-2.7778
2019-06-26,-2.8571
2019-06-27,-10.5882
2019-06-28,12.5
2019-07-01,1.462
2019-07-02,-4.8991
2019-07-03,26.0606
2019-07-05,1.4423
2019-07-08,-3.3175
2019-07-09,-2.9412000000000003
2019-07-10,-0.5051
2019-07-11,-4.5685
2019-07-12,-1.0638
2019-07-15,4.8387
2019-07-16,-4.6154
2019-07-17,-5.3763
2019-07-18,-6.25
2019-07-19,-1.2121
2019-07-22,2.4847
2019-07-23,-6.0162
2019-07-24,4.4586
2019-07-25,-4.878
2019-07-26,4.4872
2019-07-29,1.227
2019-07-30,4.3879
2019-07-31,-3.6229
2019-08-01,2.4096
2019-08-02,2.3529
2019-08-05,-2.8736
2019-08-06,-4.7337
2019-08-07,5.5901
2019-08-08,12.9412
2019-08-09,-1.5625
2019-08-12,-12.6984
2019-08-13,1.2121
2019-08-14,2.3952
2019-08-15,0.0
2019-08-16,-2.924
2019-08-19,6.0241
2019-08-20,0.5682
2019-08-21,4.5198
2019-08-22,0.0
2019-08-23,-3.7838000000000003
2019-08-26,6.1798
2019-08-27,7.9365
2019-08-28,2.9412000000000003
2019-08-29,2.3810000000000002
2019-08-30,8.3721
2019-09-03,7.2961
2019-09-04,-1.2
2019-09-05,1.2146
2019-09-06,0.0
2019-09-09,0.0
2019-09-10,-1.976
2019-09-11,-2.0648
2019-09-12,18.9375
2019-09-13,2.2946
2019-09-16,2.7397
2019-09-17,-7.3333
2019-09-18,-3.5971
2019-09-19,1.8657
2019-09-20,4.0293
2019-09-23,3.5211
2019-09-24,-2.0408
2019-09-25,-1.7361
2019-09-26,4.5936
2019-09-27,1.0135
2019-09-30,-1.505
2019-10-01,1.528
2019-10-02,-5.3512
2019-10-03,-7.7739
2019-10-04,6.1303
2019-10-07,10.8303
2019-10-08,-2.2801
2019-10-09,-5.3333
2019-10-10,-5.9859
2019-10-11,0.7491
2019-10-14,-3.4535
2019-10-15,1.8444
2019-10-16,-1.3233
2019-10-17,0.0
2019-10-18,-2.2989
2019-10-21,-0.7843
2019-10-22,-1.9763
2019-10-23,2.0161
2019-10-24,-1.9763
2019-10-25,-4.4355
2019-10-28,0.9958
2019-10-29,-1.8215
2019-10-30,-0.4255
2019-10-31,-1.7094
2019-11-01,1.3043
2019-11-04,0.4292
2019-11-05,0.8547
2019-11-06,-2.1186
2019-11-07,3.0303
2019-11-08,5.042
2019-11-11,1.6
2019-11-12,-1.9685000000000001
2019-11-13,-1.6064
2019-11-14,-3.2653
2019-11-15,-1.2658
2019-11-18,-5.1282
2019-11-19,3.6036
2019-11-20,-2.1739
2019-11-21,-2.2222
2019-11-22,-2.7273
2019-11-25,3.7382999999999997
2019-11-26,-6.7568
2019-11-27,-8.2126
2019-11-29,3.1579
2019-12-02,-1.5306
2019-12-03,-6.7358
2019-12-04,2.7778
2019-12-05,-3.7838000000000003
2019-12-06,-1.1236
2019-12-09,0.5682
2019-12-10,0.565
2019-12-11,0.5618
2019-12-12,-5.5866
2019-12-13,4.1775
2019-12-16,-2.306
2019-12-17,4.6512
2019-12-18,7.7778
2019-12-19,-2.0619
2019-12-20,-2.6316
2019-12-23,-1.0811
2019-12-24,6.0055
2019-12-26,-4.1188
2019-12-27,-0.5376
2019-12-30,4.3243
2019-12-31,4.6632
2020-01-02,7.1782
2020-01-03,-0.6928
2020-01-06,-0.4651
2020-01-07,-0.9346
2020-01-08,-4.717
2020-01-09,1.4851
2020-01-10,0.0
2020-01-13,0.0
2020-01-14,-1.4634
2020-01-15,0.495
2020-01-16,0.0
2020-01-17,0.9852
2020-01-21,0.0
2020-01-22,25.8537
2020-01-23,12.0155
2020-01-24,-4.8443000000000005
2020-01-27,1.4545
2020-01-28,-2.8674
2020-01-29,0.369
2020-01-30,-0.7353
2020-01-31,1.1111
2020-02-03,-0.3663
2020-02-04,1.1029
2020-02-05,0.0
2020-02-06,-0.3636
2020-02-07,-0.7299
2020-02-10,-0.7353
2020-02-11,5.5556
2020-02-12,-4.9123
2020-02-13,0.738
2020-02-14,-1.0989
2020-02-18,0.0
2020-02-19,0.0
2020-02-20,-0.3704
2020-02-21,0.0
2020-02-24,-4.461
2020-02-25,-4.2802
2020-02-26,1.2195
2020-02-27,-6.0241
2020-02-28,-8.9744
2020-03-02,2.8169
2020-03-03,-9.1279
2020-03-04,4.5174
2020-03-05,-3.8462
2020-03-06,-12.5
2020-03-09,-4.5714
2020-03-10,-0.5988
2020-03-11,-6.0241
2020-03-12,-10.2564
2020-03-13,2.1429
2020-03-16,-27.972
2020-03-17,0.0
2020-03-18,-2.9126
2020-03-19,7.0
2020-03-20,-1.8692
2020-03-23,-2.1429
2020-03-24,26.5207
2020-03-25,0.0
2020-03-26,11.538499999999999
2020-03-27,4.1379
2020-03-30,-3.3113
2020-03-31,-1.3699
2020-04-01,-6.25
2020-04-02,-13.3333
2020-04-03,6.8376
2020-04-06,0.8
2020-04-07,0.7937
2020-04-08,7.0866
2020-04-09,5.1471
2020-04-13,-2.7972
2020-04-14,4.3165
2020-04-15,-1.3793
2020-04-16,-5.5944
2020-04-17,2.2222
2020-04-20,-9.4203
2020-04-21,5.6
2020-04-22,-3.0303
2020-04-23,7.8125
2020-04-24,-5.7971
2020-04-27,6.9231
2020-04-28,2.1583
2020-04-29,-1.4085
2020-04-30,13.5714
2020-05-01,5.0314
2020-05-04,5.9879999999999995
2020-05-05,-5.0847
2020-05-06,9.5238
2020-05-07,0.5435
2020-05-08,2.7027
2020-05-11,-0.5263
2020-05-12,0.0
2020-05-13,-9.5238
2020-05-14,0.5848
2020-05-15,-1.7442
2020-05-18,0.5917
2020-05-19,-4.1176
2020-05-20,4.2945
2020-05-21,0.0
2020-05-22,-0.5882
2020-05-26,-2.3669000000000002
2020-05-27,0.6061
2020-05-28,1.2048
2020-05-29,1.1905000000000001
2020-06-01,0.0
2020-06-02,-2.3529
2020-06-03,0.0
2020-06-04,6.6265
2020-06-05,0.0
2020-06-08,-1.1299
2020-06-09,9.6914
2020-06-10,-3.1048
2020-06-11,-8.0645
2020-06-12,-1.655
2020-06-15,18.9273
2020-06-16,-9.5
2020-06-17,-0.5525
2020-06-18,-0.5556
2020-06-19,11.1732
2020-06-22,10.0503
2020-06-23,-2.2831
2020-06-24,-6.0748
2020-06-25,3.4826
2020-06-26,-3.8462
2020-06-29,-2.5
2020-06-30,1.0256
2020-07-01,1.5228000000000002
2020-07-02,0.0
2020-07-06,4.5
2020-07-07,-4.3062000000000005
2020-07-08,0.0
2020-07-09,-3.68
2020-07-10,1.2251
2020-07-13,22.0513
2020-07-14,-4.2017
2020-07-15,3.9474
2020-07-16,2.5316
2020-07-17,5.7613
2020-07-20,-6.2257
2020-07-21,-1.2448
2020-07-22,-5.4622
2020-07-23,-1.3333
2020-07-24,-0.9009
2020-07-27,-1.3636
2020-07-28,-2.3041
2020-07-29,0.4717
2020-07-30,5.6338
2020-07-31,-4.0
