ticker,EGDW US Equity
2017-02-15,0.3086
2017-02-21,0.0708
2017-02-22,0.2368
2017-02-24,0.6135
2017-03-03,0.6098
2017-03-10,0.6061
2017-03-21,0.0
2017-04-05,2.4096
2017-04-17,0.0
2017-04-24,2.9412000000000003
2017-04-25,2.8571
2017-05-09,-2.7778
2017-05-10,2.8571
2017-05-15,0.7222
2017-05-17,0.0
2017-05-18,-2.3718
2017-06-05,1.1299
2017-06-08,0.0
2017-06-23,0.0
2017-06-26,1.1173
2017-07-18,-0.5525
2017-07-19,0.5556
2017-07-28,-1.9337
2017-08-07,1.4085
2017-08-08,-1.3889
2017-08-10,-1.9718
2017-08-15,-0.8621
2017-08-16,0.2899
2017-08-17,1.7341
2017-08-21,0.0
2017-08-23,2.2727
2017-09-26,-2.2222
2017-09-27,0.0
2017-09-29,0.0
2017-10-04,0.0
2017-10-25,-0.5682
2017-11-09,0.5714
2017-11-22,5.1136
2017-12-04,2.7027
2017-12-05,0.0
2017-12-08,0.0
2017-12-27,1.5789
2018-01-04,-1.0363
2018-01-05,-0.5236
2018-01-16,-1.3158
2018-01-22,0.0
2018-01-23,-1.3333
2018-01-26,1.3514
2018-01-29,0.0
2018-02-07,-1.0667
2018-02-14,-5.1213
2018-03-05,1.4205
2018-03-07,0.8403
2018-03-08,0.0
2018-03-09,0.0
2018-03-12,0.2778
2018-03-13,0.0
2018-03-14,0.0
2018-03-22,0.0
2018-03-23,2.7701000000000002
2018-03-29,-0.5391
2018-04-03,-2.439
2018-04-04,-1.9444
2018-04-06,0.0
2018-04-09,0.0
2018-04-12,0.0
2018-04-13,0.0
2018-04-16,0.0
2018-04-19,-1.1331
2018-04-23,1.1461000000000001
2018-04-24,0.2833
2018-04-25,0.0
2018-04-26,0.0
2018-04-30,2.2599
2018-05-02,-2.4862
2018-05-03,1.983
2018-05-04,0.2778
2018-05-09,2.2161
2018-05-31,1.626
2018-06-01,0.0
2018-06-06,0.0
2018-06-07,2.6667
2018-06-20,-1.039
2018-06-21,0.0
2018-06-29,0.2625
2018-07-03,-0.5236
2018-07-18,1.0526
2018-07-25,-3.6458
2018-07-26,2.5514
2018-07-31,0.1476
2018-08-02,3.9474
2018-08-03,1.2658
2018-08-16,-6.25
2018-08-17,5.3333
2018-08-24,0.0
2018-09-07,-1.2658
2018-09-10,-3.7949
2018-09-11,3.9446
2018-09-12,0.0
2018-09-21,-4.6154
2018-09-24,3.4409
2018-09-25,1.3514
2018-09-26,1.2821
2018-10-02,-4.7089
2018-10-04,3.6132
2018-10-09,-2.3077
2018-10-12,0.3675
2018-10-15,0.0
2018-10-18,1.9874
2018-10-19,-0.2564
2018-10-23,-1.2852999999999999
2018-10-24,-1.0417
2018-10-26,-3.6842
2018-10-29,3.8251
2018-10-30,0.7895
2018-10-31,-0.2611
2018-11-01,0.0
2018-11-02,0.0
2018-11-06,0.0
2018-11-08,0.2618
2018-11-09,0.0
2018-11-20,0.0
2018-11-27,-0.2611
2018-11-29,-1.5707
2018-11-30,1.117
2018-12-04,-0.0526
2018-12-13,0.0
2018-12-14,0.0
2018-12-17,0.0
2018-12-18,0.0
2018-12-19,0.0
2018-12-20,0.0
2018-12-21,0.0
2018-12-24,0.0
2018-12-26,0.0
2018-12-27,0.0
2018-12-28,0.0
2018-12-31,0.0
2019-01-11,0.2632
2019-01-22,0.0
2019-01-23,4.9869
2019-01-25,10.0
2019-01-28,-13.4091
2019-01-29,0.0
2019-01-30,0.0
2019-02-01,0.2625
2019-02-07,0.0
2019-02-08,9.6859
2019-02-11,-5.4845
2019-02-12,8.580400000000001
2019-02-14,-1.9535
2019-02-19,0.0
2019-02-21,-1.5655000000000001
2019-02-22,1.2048
2019-02-28,4.7619
2019-03-01,4.5455
2019-03-04,0.0
2019-03-05,-3.9130000000000003
2019-03-08,0.905
2019-03-25,-0.2242
2019-03-28,0.0
2019-03-29,0.0
2019-04-01,0.0
2019-04-02,3.3708
2019-04-17,0.0
2019-04-22,8.6957
2019-04-24,0.0
2019-04-25,0.0
2019-05-22,0.0
2019-05-24,-10.48
2019-05-28,11.7069
2019-06-26,2.0
2019-07-16,0.9804
2019-07-22,-13.3981
2019-07-26,7.6233
2019-07-29,0.8333
2019-07-30,-0.4959
2019-08-06,-7.8073
2019-08-07,1.3514
2019-08-09,-1.1111
2019-08-27,5.618
2019-09-05,2.1277
2019-09-11,12.5
2019-09-12,-1.8519
2019-09-13,-1.8868
2019-09-19,-7.6923
2019-10-01,-0.4167
2019-10-03,7.7406
2019-10-25,0.9709
2019-11-01,-5.7692
2019-11-04,4.0816
2019-11-08,1.9607999999999999
2019-12-11,-4.9615
2020-01-02,5.2206
2020-01-14,0.0
2020-01-15,-2.8846
2020-01-16,2.9703
2020-01-24,0.0
2020-01-31,-0.7308
2020-02-03,0.3487
2020-02-07,4.2471
2020-02-12,0.0
2020-02-14,-0.5556
2020-02-20,0.0
2020-02-25,-2.4209
2020-02-27,-0.7634
2020-03-02,-0.7692
2020-03-03,0.7752
2020-03-05,-0.5769
2020-03-06,-1.354
2020-03-09,-3.9215999999999998
2020-03-10,4.0816
2020-03-11,-13.7255
2020-03-12,-9.0909
2020-03-13,7.5
2020-03-17,-8.1395
2020-03-18,1.2658
2020-03-20,-5.0
2020-03-24,-0.1053
2020-03-26,0.1054
2020-03-27,2.5789
2020-03-30,5.1821
2020-04-02,-4.2927
2020-04-08,1.1723
2020-04-09,-1.7631999999999999
2020-04-13,-1.2821
2020-04-14,0.2597
2020-04-15,0.0
2020-04-17,1.5544
2020-04-20,-1.2755
2020-04-21,0.0
2020-04-22,-0.5168
2020-04-23,-1.2987
2020-04-24,2.6316
2020-04-28,-0.9231
2020-04-29,6.1077
2020-05-01,-4.3415
2020-05-04,-0.3565
2020-05-11,0.8183
2020-05-12,1.5228000000000002
2020-05-13,-1.5
2020-05-15,6.599
2020-05-19,-5.9524
2020-05-20,-0.6582
2020-05-21,6.8298
2020-05-26,-4.5802
2020-05-29,4.85
2020-06-03,0.1431
2020-06-09,-1.1905000000000001
2020-06-12,1.2048
2020-06-16,4.7619
2020-06-17,2.2727
2020-06-19,0.0
2020-06-24,-4.0
2020-07-02,0.3241
2020-07-06,0.0
2020-07-08,0.0
2020-07-20,0.1384
2020-07-23,0.0
