ticker,EGDW US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-01-27,0.4878
2014-02-05,-0.4854
2014-03-03,0.9756
2014-03-05,0.0
2014-03-06,0.0
2014-03-17,6.2802
2014-04-07,-5.4545
2014-04-25,0.9615
2014-07-25,0.0
2014-08-29,0.0
2014-09-03,-0.4762
2014-09-05,-0.4785
2014-09-08,5.7692
2014-09-16,-5.9091000000000005
2014-09-23,-0.4831
2014-09-29,-0.4854
2014-10-08,-0.6829
2014-10-21,-0.7859
2014-11-28,1.4851
2014-12-02,-1.4634
2014-12-05,0.9901
2014-12-08,0.4902
2014-12-15,-0.9756
2014-12-19,0.0
2014-12-30,0.0
2015-01-15,-0.4926
2015-01-16,-0.7921
2015-01-20,1.2974
2015-01-21,-0.4926
2015-01-22,0.0
2015-02-03,0.0
2015-02-12,0.0
2015-02-17,0.0
2015-02-18,0.198
2015-03-03,0.7905
2015-03-16,0.0
2015-03-17,2.9412000000000003
2015-03-31,-0.9524
2015-04-02,0.0
2015-04-09,5.7692
2015-06-05,2.2727
2015-08-12,4.4444
2015-08-14,10.6383
2015-08-26,-5.7692
2015-08-27,0.0
2015-08-28,0.0
2015-10-01,0.0
2015-10-02,0.0
2015-10-13,0.0
2015-10-30,-1.7143000000000002
2015-11-05,1.3289
2015-11-16,2.459
2015-11-17,2.4
2015-11-18,-2.3438
2015-11-19,0.0
2015-11-23,0.0
2015-11-24,0.0
2015-11-25,3.6
2015-12-07,0.3861
2015-12-08,5.7692
2016-02-09,-3.6364
2016-02-10,-5.283
2016-02-19,7.5697
2016-03-28,0.0
2016-04-04,0.0
2016-04-26,1.8519
2016-04-27,1.8182
2016-04-28,1.7856999999999998
2016-05-02,5.2632
2016-05-09,-8.3333
2016-05-11,5.4545
2016-05-13,6.8966
2016-05-16,0.0
2016-05-17,0.0
2016-05-18,0.0
2016-05-27,0.0
2016-06-08,0.0
2016-07-20,-3.2258
2016-07-22,-0.6667
2016-08-10,0.604
2016-08-24,5.07
2016-08-31,1.5937000000000001
2016-09-13,-0.0062
2016-09-14,-3.125
2016-09-27,2.4516
2016-10-18,-0.8186
2016-11-16,1.5873
2016-11-23,0.0
2016-11-30,0.0
2016-12-01,1.25
2016-12-08,0.0
2016-12-13,-2.1543
2016-12-14,0.94
2016-12-20,-0.625
2017-01-06,-0.2516
2017-01-19,0.8827
2017-01-24,-0.625
2017-01-25,0.6289
2017-01-30,-0.625
2017-01-31,0.6289
2017-02-09,0.4375
2017-02-14,0.809
