ticker,AMBA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-10-10,1.0
2012-10-11,0.33
2012-10-12,2.4671
2012-10-15,-1.2841
2012-10-16,-2.2763999999999998
2012-10-17,-0.1664
2012-10-18,0.0
2012-10-19,0.0
2012-10-22,1.75
2012-10-23,-1.7199
2012-10-24,0.3333
2012-10-25,3.6545
2012-10-26,5.4487
2012-10-31,9.7264
2012-11-01,5.9557
2012-11-02,0.6536
2012-11-05,6.8831
2012-11-06,4.3742
2012-11-07,-4.6566
2012-11-08,-4.5177
2012-11-09,2.3018
2012-11-12,-3.375
2012-11-13,3.4929
2012-11-14,-1.5
2012-11-15,6.0914
2012-11-16,4.1866
2012-11-19,5.8553
2012-11-20,0.9761
2012-11-21,-1.7186
2012-11-23,1.6393
2012-11-26,-4.086
2012-11-27,-0.4484
2012-11-28,-1.6892
2012-11-29,-0.3436
2012-11-30,0.1149
2012-12-03,-0.4592
2012-12-04,-0.4614
2012-12-05,4.0556
2012-12-06,1.1136
2012-12-07,-0.6608
2012-12-10,-3.3259
2012-12-11,2.2936
2012-12-12,4.148
2012-12-13,0.6459
2012-12-14,-2.6738
2012-12-17,9.8901
2012-12-18,3.6
2012-12-19,-1.7375
2012-12-20,-1.7682
2012-12-21,-2.4
2012-12-24,-1.7418
2012-12-26,4.2753
2012-12-27,4.3
2012-12-28,5.465
2012-12-31,1.3636
2013-01-02,7.1749
2013-01-03,-1.841
2013-01-04,1.2788
2013-01-07,0.4209
2013-01-08,1.0897000000000001
2013-01-09,7.2968
2013-01-10,0.8501
2013-01-11,-2.069
2013-01-14,0.2347
2013-01-15,-0.4684
2013-01-16,-1.1764999999999999
2013-01-17,-9.127
2013-01-18,1.9214
2013-01-22,4.4559
2013-01-23,-1.6407
2013-01-24,-3.0025
2013-01-25,1.8056999999999999
2013-01-28,-2.2804
2013-01-29,-0.4322
2013-01-30,-11.8056
2013-01-31,-1.9685000000000001
2013-02-01,5.2209
2013-02-04,-2.2901
2013-02-05,-2.5391
2013-02-06,0.1002
2013-02-07,-0.1001
2013-02-08,-2.505
2013-02-11,-3.186
2013-02-12,2.9724
2013-02-13,-0.2062
2013-02-14,-1.7562
2013-02-15,3.0494
2013-02-19,0.7143
2013-02-20,-3.8501
2013-02-21,-1.8967
2013-02-22,1.9334
2013-02-25,1.0537
2013-02-26,1.5641
2013-02-27,0.1027
2013-02-28,2.1538
2013-03-01,6.2249
2013-03-04,-4.0643
2013-03-05,4.2365
2013-03-06,9.0737
