ticker,EFLS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-01-29,50.0
2009-01-30,0.0
2009-02-03,6.6667
2009-02-06,0.0
2009-02-11,25.0
2009-02-18,10.0
2009-02-26,-9.0909
2009-03-11,0.0
2009-03-19,-40.0
2009-05-05,-25.0
2009-06-12,88.8889
2009-07-13,2.9412000000000003
2009-09-01,-40.0
2009-09-03,-19.0476
2009-10-16,158.8235
2009-12-01,-31.8182
2010-02-10,-3.3333
2010-03-08,3.4483
2010-03-15,-3.3333
2010-03-25,-65.5172
2010-03-26,-50.0
2010-04-09,-80.0
2010-05-05,700.0
2010-06-15,-25.0
2010-06-16,-33.3333
2010-09-22,-50.0
2010-11-16,700.0
2010-11-18,25.0
2010-12-16,0.0
2010-12-22,-80.0
2011-01-20,0.0
2011-02-14,475.0
2011-02-15,82.6087
2011-02-16,14.2857
2011-02-17,-33.3333
2011-02-18,-6.25
2011-02-23,-40.0
2011-02-25,11.1111
2011-02-28,0.0
2011-03-02,50.0
2011-03-03,26.6667
2011-03-04,26.3158
2011-03-08,-58.3333
2011-03-09,110.0
2011-03-10,-33.3333
2011-03-14,7.1429
2011-03-15,0.0
2011-03-18,-13.3333
2011-04-12,-29.2308
2011-04-14,-2.1739
2011-04-29,1.1111
2011-05-18,-1.0989
2011-08-03,0.0
2011-08-26,-77.7778
2012-02-08,-87.5
2012-07-17,-85.0
2012-12-21,33.3333
2013-04-04,-62.5
2013-07-24,0.0
2013-09-05,100.0
2014-01-09,-66.6667
2014-04-09,7900.0
2014-09-29,-90.0
2014-11-10,12.5
2015-02-27,0.0
2015-10-13,0.0
2016-05-09,0.0
2016-05-19,2566.6667
2016-05-20,-33.3333
2016-05-24,-60.0
2016-05-26,-25.0
2016-08-12,16.6667
2016-10-12,-14.2857
2016-12-02,-16.6667
2016-12-29,-40.0
2017-09-22,-66.6667
2018-03-13,0.0
2018-05-07,-20.0
2018-05-14,1087.5
2018-05-15,268.4211
2018-05-16,42.8571
2018-05-17,-40.0
2018-05-18,-33.3333
2018-05-21,0.0
2018-05-25,0.0
2018-06-05,-50.0
2018-06-06,0.0
2018-06-07,0.9
2018-06-14,98.2161
2018-06-18,-53.5
2018-07-02,115.0538
2018-08-01,-77.0
2018-08-03,-30.4348
2018-08-24,525.0
2018-09-12,-84.0
2018-09-20,-50.0
2018-10-16,87.5
2018-11-15,-33.3333
2018-11-19,-60.0
2018-11-28,-12.5
2019-02-13,42.8571
2019-04-15,150.0
2019-04-16,20.0
2019-05-14,-66.6667
2019-05-24,0.0
2019-07-23,10.0
2019-11-01,136.3636
2020-04-09,0.0
2020-04-13,-53.8462
2020-04-21,116.6667
2020-04-30,-53.8462
2020-05-14,116.6667
2020-06-02,0.0
2020-06-18,0.0
