ticker,ORMP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-03-22,0.0
2004-03-23,110.0
2004-03-24,14.2857
2004-03-25,-12.5
2004-03-26,0.0
2004-03-30,0.0
2004-03-31,14.2857
2004-04-02,-79.1667
2004-04-07,340.0
2004-04-15,90.9091
2004-04-16,238.0952
2004-04-19,76.0563
2004-04-20,70.0
2004-05-06,-41.1765
2004-06-14,187.76
2004-07-22,-7.3394
2004-10-04,0.0
2005-01-24,-49.505
2005-01-26,-41.1765
2005-06-14,0.0
2005-12-27,3.3333
2006-01-19,61.2903
2006-01-20,50.0
2006-01-27,-32.0
2006-03-02,-1.7647
2006-03-03,8.782399999999999
2006-03-06,0.9174
2006-03-07,18.7273
2006-03-09,-6.585
2006-03-10,-12.2951
2006-03-14,12.1495
2006-03-15,0.0
2006-03-16,25.0
2006-03-20,0.6667
2006-03-21,-0.6623
2006-03-22,12.0
2006-03-23,0.0
2006-03-27,7.1429
2006-03-30,1.1111
2006-03-31,4.3956
2006-04-03,-2.1053
2006-04-04,0.0
2006-04-06,3.2258
2006-04-07,-3.125
2006-04-10,8.6022
2006-04-12,-0.9901
2006-04-13,-2.0
2006-04-17,0.0
2006-04-18,-8.1633
2006-04-21,11.1111
2006-04-24,0.0
2006-04-25,1.0
2006-04-26,-0.9901
2006-04-27,2.0
2006-04-28,2.9412000000000003
2006-05-02,-3.8095
2006-05-03,0.0
2006-05-04,0.6931
2006-05-08,-1.6716
2006-05-09,10.0
2006-05-10,-6.3636
2006-05-12,0.0
2006-05-15,1.9417
2006-05-16,-0.0952
2006-05-17,-3.7178
2006-05-19,-1.4851
2006-05-23,-18.593
2006-05-24,24.6759
2006-05-26,-0.9778
2006-05-31,10.0
2006-06-01,-4.5455
2006-06-07,-5.7143
2006-06-08,-1.0101
2006-06-12,12.2449
2006-06-13,-13.6364
2006-06-19,5.2632
2006-06-20,10.0
2006-06-21,9.0909
2006-06-22,-8.3333
2006-06-23,-4.5455
2006-06-26,-23.8095
2006-06-27,-7.5
2006-06-28,-2.7027
2006-06-30,18.0556
2006-07-05,-4.7059
2006-07-06,0.0
2006-07-07,35.8025
2006-07-10,-6.3636
2006-07-11,1.9417
2006-07-12,0.0
2006-07-13,-5.7143
2006-07-14,-3.0303
2006-07-17,-3.125
2006-07-18,0.0
2006-07-19,0.0
2006-07-20,-3.2258
2006-07-21,5.5556
2006-07-25,-5.2632
2006-07-26,20.0
2006-07-27,0.0
2006-07-28,-14.8148
2006-07-31,-2.1739
