ticker,COR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-09-23,0.0625
2010-09-24,1.4990999999999999
2010-09-27,-1.5385
2010-09-28,-0.125
2010-09-29,2.7534
2010-09-30,-0.1827
2010-10-01,-0.6711
2010-10-04,-1.2899
2010-10-05,-0.3111
2010-10-06,-4.4944
2010-10-07,1.8300999999999998
2010-10-08,0.706
2010-10-11,-0.3187
2010-10-12,-0.2558
2010-10-13,-0.3205
2010-10-14,-1.2862
2010-10-15,0.7818
2010-10-18,-0.4525
2010-10-19,-0.7143
2010-10-20,-0.7194
2010-10-21,-0.3294
2010-10-22,-0.5288
2010-10-25,-0.3322
2010-10-26,-0.7333
2010-10-27,-1.6118000000000001
2010-10-28,0.9556
2010-10-29,1.8256000000000001
2010-11-01,-0.2656
2010-11-02,1.8641999999999999
2010-11-03,-0.5882
2010-11-04,-3.4845
2010-11-05,-0.9537
2010-11-08,-3.0949
2010-11-09,-0.6388
2010-11-10,-0.2857
2010-11-11,-1.1461000000000001
2010-11-12,-5.4348
2010-11-15,0.6897
2010-11-16,-0.4566
2010-11-17,1.2997
2010-11-18,0.0755
2010-11-19,-0.5279
2010-11-22,-0.2274
2010-11-23,-1.2158
2010-11-24,-0.2308
2010-11-26,-0.1157
2010-11-29,-0.6561
2010-11-30,0.0777
2010-12-01,0.9317
2010-12-02,1.2308
2010-12-03,1.6717
2010-12-06,1.3453
2010-12-07,-1.3274
2010-12-08,-2.9148
2010-12-09,0.154
2010-12-10,0.8455
2010-12-13,1.8293
2010-12-14,-2.3204000000000002
2010-12-15,-0.5364
2010-12-16,0.2311
2010-12-17,-3.3051
2010-12-20,3.3386
2010-12-21,4.6154
2010-12-22,1.3235000000000001
2010-12-23,-1.5239
2010-12-27,0.958
2010-12-28,0.365
2010-12-29,0.0
2010-12-30,-0.0734
2010-12-31,0.2204
2011-01-03,2.8592
2011-01-04,-4.8468
2011-01-05,2.0225
2011-01-06,-0.2937
2011-01-07,1.6937
2011-01-10,1.0138
2011-01-11,1.7921
2011-01-12,-0.5634
2011-01-13,1.4163999999999999
2011-01-14,-2.0251
2011-01-18,4.2766
2011-01-19,-1.0253
2011-01-20,-1.105
2011-01-21,-0.3492
2011-01-24,0.7008
2011-01-25,0.1392
2011-01-26,1.1814
2011-01-27,0.4121
2011-01-28,-1.8468
2011-01-31,0.1394
2011-02-01,-0.3479
2011-02-02,-0.2793
2011-02-03,0.4902
2011-02-04,0.0
2011-02-07,1.6724999999999999
2011-02-08,1.0966
