ticker,RBTI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2002-01-08,0.0
2002-03-11,433.3333
2002-10-03,4900.0
2002-12-18,-98.0
2003-01-30,-87.5
2003-04-11,0.0
2003-10-01,700.0
2005-01-27,-87.5
2005-06-10,7900.0
2007-06-07,-75.0
2007-06-20,0.0
2007-06-22,4.0
2007-07-13,0.0
2007-07-16,0.0
2007-08-22,-3.8462
2007-08-23,4.0
2007-08-24,3.8462
2007-08-27,14.8148
2007-08-28,-6.4516
2007-08-29,-3.4483
2007-08-30,3.5714
2007-08-31,-3.4483
2007-09-04,3.5714
2007-09-05,0.0
2007-09-06,0.0
2007-09-07,0.0
2007-09-10,0.0
2007-09-11,-6.8966
2007-09-12,7.037
2007-09-14,0.346
2007-09-19,-10.3448
2007-09-21,7.6923
2007-09-24,-7.1429
2007-09-26,0.0
2007-09-28,0.0
2007-10-01,0.0
2007-10-05,0.0
2007-10-11,0.0
2007-10-16,-23.0769
2007-10-17,-25.0
2007-10-29,-60.0
2007-10-30,66.6667
2007-11-01,90.0
2007-11-05,-10.526299999999999
2007-11-09,0.0
2007-11-30,-41.1765
2007-12-05,0.0
2007-12-11,100.0
2007-12-19,-25.0
2007-12-27,33.3333
2007-12-31,-20.0
2008-01-02,-25.0
2008-01-07,25.0
2008-01-09,-13.3333
2008-01-14,15.3846
2008-01-24,33.3333
2008-01-25,15.0
2008-01-28,0.0
2008-01-29,8.6957
2008-01-30,20.0
2008-01-31,0.0
2008-02-01,0.0
2008-02-04,13.3333
2008-02-05,5.8824
2008-02-06,5.5556
2008-02-07,7.8947
2008-02-08,-7.3171
2008-02-11,15.7895
2008-02-12,-9.0909
2008-02-13,12.5
2008-02-14,-15.5556
2008-02-15,-21.0526
2008-02-19,0.0
2008-02-20,13.3333
2008-02-21,-17.647100000000002
2008-02-22,-28.5714
2008-02-25,-15.0
2008-02-26,-23.5294
2008-02-27,-7.6923
2008-02-28,-8.3333
2008-02-29,-9.0909
2008-03-03,10.0
2008-03-05,-18.1818
2008-03-06,22.2222
2008-03-07,0.0
2008-03-10,-18.1818
2008-03-11,22.2222
2008-03-12,-18.1818
2008-03-13,22.2222
2008-03-14,0.0
2008-03-19,-9.0909
2008-03-20,-10.0
2008-03-24,22.2222
2008-03-25,-27.2727
2008-03-26,-12.5
2008-03-28,28.5714
2008-03-31,-22.2222
2008-04-01,0.0
2008-04-02,-14.2857
2008-04-03,16.6667
2008-04-07,0.0
2008-04-08,-14.2857
2008-04-09,0.0
