ticker,YRKB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-06-30,0.0
2014-07-02,-8.2609
2014-07-10,9.0047
2014-07-14,-4.3478
2014-07-21,0.0
2014-07-30,0.0
2014-08-05,0.0
2014-08-06,0.0
2014-08-07,-13.1818
2014-08-11,15.1832
2014-08-21,-4.5455
2014-08-27,2.3810000000000002
2014-09-02,0.0
2014-09-09,-2.3256
2014-09-12,-2.0
2014-09-16,-0.3887
2014-09-22,-0.0976
2014-09-25,-2.3438
2014-09-26,1.2
2014-10-13,1.2846
2014-10-20,0.9756
2014-10-23,-0.3865
2014-10-24,1.4549
2014-10-27,0.0
2014-10-28,-2.0076
2014-10-30,0.4878
2014-11-04,0.1942
2014-11-06,0.2907
2014-11-10,-1.9324
2014-11-20,2.4631
2014-11-21,-1.4423
2014-12-01,5.3659
2014-12-02,0.9259
2014-12-03,-1.8349
2014-12-05,-0.6542
2014-12-09,-0.9407
2014-12-12,3.0389
2014-12-15,-2.1198
2014-12-18,0.6591
2014-12-19,1.029
2014-12-22,1.8519
2014-12-24,-2.7273
2014-12-26,0.7477
2015-01-02,1.577
2015-01-09,0.4566
2015-01-13,-2.6364
2015-01-14,0.9337
2015-01-16,1.7576
2015-01-21,0.0
2015-01-27,-2.5455
2015-02-25,2.6073
2015-02-26,0.0045
2015-02-27,0.0
2015-03-03,0.0
2015-03-17,1.3636
2015-03-19,-1.1211
2015-03-24,0.6803
2015-03-26,-0.2703
2015-03-31,-1.084
2015-04-01,1.6438000000000001
2015-04-07,-0.2695
2015-04-09,0.0
2015-04-15,0.9009
2015-04-21,0.0
2015-04-22,0.4464
2015-04-23,2.2222
2015-04-29,0.0
2015-05-05,0.0
2015-05-07,-1.7391
2015-05-08,1.7699
2015-05-11,0.0
2015-05-29,0.8696
2015-06-02,0.0
2015-06-05,0.431
2015-06-09,-0.4292
2015-06-12,4.6552
2015-06-22,-0.3295
2015-06-23,0.0
2015-08-10,-3.2231
2015-08-11,0.0
2015-08-12,-0.0854
2015-08-24,-0.0855
2015-08-27,-0.3422
2015-08-28,0.0
2015-09-01,0.0858
2015-09-08,-0.0858
2015-09-24,0.0
2015-10-05,0.4292
2015-10-06,0.0
2015-10-08,0.0
2015-10-09,0.0043
2015-10-12,-0.0043
2015-10-23,0.0
2015-10-28,0.0043
2015-10-29,-0.0043
2015-11-12,0.4274
2015-12-08,-0.4255
2015-12-09,0.0
2015-12-15,-0.3419
2015-12-21,0.0
2016-01-21,1.458
2016-02-01,0.0
