ticker,YRKB US Equity
2016-02-10,-1.0144
2016-02-12,0.0
2016-03-03,0.0854
2016-03-04,0.0
2016-03-10,0.0597
2016-03-30,0.6225
2016-04-11,0.0847
2016-04-12,0.0
2016-04-14,-0.508
2016-04-15,0.0
2016-04-21,0.3404
2016-05-02,0.0848
2016-05-11,0.0975
2016-05-19,-0.0974
2016-06-10,0.4237
2016-06-17,0.9283
2016-06-20,2.3411
2016-06-24,-1.9607999999999999
2016-06-27,0.0
2016-06-28,0.0
2016-07-01,0.0
2016-07-05,0.0
2016-07-08,0.0
2016-07-11,0.0
2016-07-12,0.0
2016-07-13,0.0
2016-07-25,1.0
2016-07-26,0.2475
2016-08-03,0.823
2016-08-19,0.0
2016-08-24,0.0
2016-08-30,0.7347
2016-09-01,3.3225
2016-09-06,1.1764999999999999
2016-09-27,-3.1008
2016-10-07,1.92
2016-10-18,2.0408
2016-11-08,0.0
2016-12-02,10.6154
2016-12-06,-8.484
2016-12-08,12.766
2016-12-09,0.0
2016-12-14,-0.6065
2016-12-15,-10.5085
2016-12-30,9.8485
2017-01-03,0.0
2017-01-04,7.5862
2017-01-05,2.1795
2017-01-06,0.3764
2017-01-10,5.5
2017-01-11,-1.6588
2017-01-23,0.0
2017-01-24,-4.3976
2017-01-26,0.189
2017-01-30,0.6289
2017-01-31,-0.625
2017-02-10,2.3899
2017-02-14,0.1229
2017-02-15,0.0
2017-02-16,0.0
2017-02-17,-0.6135
2017-02-21,1.8519
2017-02-22,-2.4242
2017-02-24,2.4845
2017-02-28,-2.9091
2017-03-06,1.4357
2017-03-09,-0.3077
2017-03-21,2.1605
2017-03-22,0.3021
2017-03-23,-2.4096
2017-03-27,-0.6173
2017-03-29,1.2422
2017-04-12,1.227
2017-04-13,-0.6061
2017-04-17,1.2195
2017-04-18,2.1084
2017-04-19,0.0
2017-04-24,0.295
2017-04-25,1.7647
2017-04-26,4.0462
2017-05-05,-1.3889
2017-05-11,0.0
2017-05-17,-4.507
2017-05-24,0.295
2017-05-26,0.0
2017-06-02,0.5882
2017-06-20,0.0
2017-06-21,2.3392
2017-06-28,0.5714
2017-06-29,1.1364
2017-07-13,-2.2472
2017-07-19,0.5747
2017-07-20,0.0
2017-07-24,0.0
2017-07-25,-2.0
2017-07-26,0.0
2017-07-28,0.0
2017-07-31,0.0
2017-08-01,0.0
2017-08-03,0.0
2017-08-09,0.8746
2017-08-10,-0.578
2017-08-28,1.4535
2017-08-30,-1.4327
2017-09-01,1.3953
2017-09-22,-0.8028
2017-09-29,0.289
2017-10-03,0.0
2017-10-05,0.5764
2017-10-09,0.8596
2017-10-17,0.8523
2017-10-18,0.2817
2017-10-19,0.2809
2017-10-20,0.5602
2017-10-24,-0.2786
2017-10-25,-0.3352
2017-11-13,0.3363
2017-11-15,0.5587
2017-11-29,0.0
2017-12-01,1.1111
2017-12-06,-1.0989
2017-12-19,0.2778
2017-12-22,0.2216
2017-12-26,0.8845
2018-01-19,1.3699
2018-01-25,0.0
2018-01-26,0.0
2018-01-30,0.0
2018-01-31,0.2703
2018-02-01,0.8086
2018-02-02,0.2674
2018-02-05,0.0
2018-02-07,-1.0133
2018-02-09,0.0
2018-02-14,0.0
2018-02-22,0.4849
2018-02-23,-0.4718
2018-02-27,0.4741
2018-03-01,-0.2681
2018-03-02,0.0
2018-03-05,1.0753
2018-03-08,-1.0638
2018-03-14,2.1505
2018-03-20,0.0
2018-03-26,4.7111
2018-03-27,3.0404
2018-04-30,0.4878
2018-05-01,0.0
2018-05-08,1.9417
2018-05-09,-1.1905000000000001
2018-05-15,0.9639
2018-05-21,-0.2387
2018-05-22,-0.2392
2018-05-30,-0.4796
2018-06-01,-0.241
2018-06-08,-0.9662
2018-06-21,-0.2439
2018-06-22,-1.467
2018-07-06,0.0
2018-07-12,-0.2481
2018-07-18,-2.9851
2018-07-19,0.2564
2018-07-20,1.5345
2018-07-23,-1.2594
2018-07-24,1.5306
2018-07-26,0.5025
2018-07-31,-2.15
2018-08-07,0.1533
2018-08-08,0.3061
2018-08-10,-0.3052
2018-08-21,-0.2551
2018-08-22,0.0
2018-08-27,0.0
2018-08-28,0.7673
2018-08-30,-0.7614
2018-09-10,0.0
2018-09-12,0.5115
2018-09-17,-0.5089
2018-09-24,0.0
2018-09-25,-0.2558
2018-09-27,-2.0513
2018-09-28,0.2618
2018-10-01,0.5222
2018-10-02,0.2597
2018-10-05,0.5181
2018-10-10,-0.2577
2018-10-15,0.2584
2018-10-17,-0.2577
2018-10-18,-1.5504
2018-10-19,-0.7874
2018-10-22,-0.7937
2018-10-24,-0.8
2018-10-25,-0.5376
2018-10-29,2.7027
2018-10-31,-2.3684
2018-11-01,-0.2156
2018-11-05,-0.054
2018-11-06,0.0
2018-11-07,-0.8108
2018-11-08,-1.8529
2018-11-09,0.0
2018-11-12,0.2776
2018-11-15,0.7752
2018-11-19,1.6484
2018-11-26,-1.3514
2018-11-27,-0.274
2018-12-03,0.0549
2018-12-06,-0.0549
2018-12-10,0.0
2018-12-12,0.0
2018-12-19,2.7473
2018-12-26,0.0
2019-01-11,-2.4064
2019-01-18,1.3699
2019-01-31,0.0
2019-02-08,0.0
2019-02-15,1.3514
2019-02-25,0.8
2019-02-26,0.5291
2019-03-11,-0.7895
2019-03-12,0.2653
2019-03-14,0.5291
2019-03-15,4.4737
2019-03-20,-4.2821
2019-03-21,0.0
2019-03-22,-0.7895
2019-03-25,1.3263
2019-03-27,-1.3037
2019-04-02,-0.0053
2019-04-08,0.0
2019-04-09,0.0
2019-04-12,0.7958
2019-04-16,0.0
2019-04-17,0.0
2019-04-22,0.5263
2019-04-24,0.0524
2019-04-25,-0.0523
2019-04-29,0.0
2019-05-09,0.0
2019-05-13,0.0
2019-05-14,0.0
2019-05-16,-0.2618
2019-05-17,-0.2625
2019-05-23,0.0
2019-05-30,1.0526
2019-05-31,0.2604
2019-06-03,0.0
2019-06-05,0.0
2019-06-06,3.4286
2019-06-10,0.5525
2019-06-12,9.8901
2019-06-14,5.0
2019-06-20,4.7619
2019-06-26,-13.3636
2019-06-28,2.3085
2019-07-08,-2.3077
2019-07-09,1.0499
2019-07-11,-1.039
2019-07-22,-0.2625
2019-07-29,0.2632
2019-07-31,4.9869
2019-08-06,-5.15
2019-08-12,-4.8498
2019-08-15,-0.277
2019-08-19,1.1111
2019-08-23,-1.1538
2019-08-26,-1.3341
2019-08-27,0.0
2019-08-28,-2.8169
2019-09-05,0.0
2019-09-06,0.2899
2019-09-10,-0.289
2019-09-11,0.2899
2019-09-18,0.4624
2019-09-25,0.4028
2019-10-02,0.3438
2019-10-07,-0.514
2019-10-17,3.3295
2019-10-31,5.5556
2019-11-01,0.0
2019-11-07,0.0
2019-11-18,0.0005
2019-11-21,0.5258
2019-12-12,1.0471
2019-12-23,0.0
2019-12-26,0.5181
2019-12-31,3.0928
2020-01-02,-3.5
2020-01-15,2.5907
2020-01-21,-2.0202
2020-01-23,3.0928
2020-02-05,0.0
2020-02-14,0.0
2020-02-24,-3.75
2020-02-25,-0.7792
2020-02-26,-1.0471
2020-02-27,-3.4392
2020-03-03,0.0
2020-03-05,-1.3699
2020-03-06,-0.5556
2020-03-09,0.0
2020-03-11,-5.0279
2020-03-12,0.0
2020-03-13,0.0
2020-03-16,-1.1764999999999999
2020-03-17,-5.9524
2020-03-18,0.0
2020-03-19,15.443
2020-03-23,-12.2807
2020-03-24,-12.5
2020-03-25,3.5714
2020-03-26,5.1724
2020-03-31,-6.623
2020-04-01,-2.7388
2020-04-07,1.083
2020-04-13,13.2143
2020-04-14,-5.3628
2020-04-15,0.0
2020-04-22,-5.0
2020-04-23,1.7544
2020-04-27,9.3103
2020-04-29,7.8864
2020-05-05,-0.5848
2020-05-12,-11.7647
2020-05-14,3.3333
2020-05-18,1.6129
2020-05-22,-4.7619
2020-05-26,3.0
2020-05-27,1.6181
2020-05-28,-1.2739
2020-06-02,-3.2258
2020-06-03,3.3333
2020-06-05,0.0
2020-06-08,0.0
2020-06-10,0.0
2020-06-11,0.0
2020-06-23,0.0
2020-06-24,-0.3226
2020-06-30,0.0
2020-07-02,0.0
2020-07-10,-2.9126
2020-07-29,0.0
