ticker,SBLK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-02-28,-1.0256
2006-03-01,0.0
2006-03-02,-0.2073
2006-03-03,0.0
2006-03-06,0.1558
2006-03-07,-0.2592
2006-03-08,0.6237
2006-03-09,0.7231
2006-03-10,0.0
2006-03-13,-0.8205
2006-03-14,1.5512000000000001
2006-03-15,-0.2037
2006-03-16,0.6122
2006-03-17,-0.4057
2006-03-20,0.2037
2006-03-21,-0.4065
2006-03-22,0.102
2006-03-23,0.0
2006-03-24,0.7136
2006-03-27,-0.8097
2006-03-28,0.4082
2006-03-29,-0.4065
2006-03-30,1.2245
2006-03-31,-2.1169000000000002
2006-04-03,0.4119
2006-04-04,0.3077
2006-04-05,-0.409
2006-04-06,0.7187
2006-04-07,-0.9174
2006-04-10,0.6173
2006-04-11,-0.6135
2006-04-12,0.2058
2006-04-13,-0.7187
2006-04-17,0.8273
2006-04-18,0.9231
2006-04-19,-1.3211
2006-04-20,-1.0299
2006-04-21,0.0
2006-04-24,0.1041
2006-04-25,0.104
2006-04-26,0.1038
2006-04-27,0.1037
2006-04-28,-0.1036
2006-05-01,0.3112
2006-05-02,-0.1034
2006-05-03,-0.207
2006-05-04,0.9336
2006-05-05,0.6166
2006-05-08,0.2043
2006-05-09,-0.7136
2006-05-10,-0.2053
2006-05-11,-0.6173
2006-05-12,0.1035
2006-05-15,0.5171
2006-05-16,-0.6173
2006-05-17,-0.5176
2006-05-18,-0.8325
2006-05-19,1.4689999999999999
2006-05-22,-0.5171
2006-05-23,0.3119
2006-05-24,0.5181
2006-05-25,-0.5155
2006-05-26,0.0
2006-05-30,-1.5544
2006-05-31,0.2105
2006-06-01,0.3151
2006-06-02,0.3141
2006-06-05,-0.4175
2006-06-06,1.0482
2006-06-07,-0.7261
2006-06-08,1.6719
2006-06-09,-1.8498999999999999
2006-06-12,0.9424
2006-06-13,-0.9336
2006-06-14,1.2565
2006-06-15,-0.2068
2006-06-16,-0.6218
2006-06-19,-0.5214
2006-06-20,-0.3145
2006-06-21,0.7361
2006-06-22,-0.8351
2006-06-23,-0.3158
2006-06-26,3.0623
2006-06-27,-2.7664
2006-06-28,0.6322
2006-06-29,1.2565
2006-06-30,5.0672
2006-07-03,-5.315
2006-07-05,-0.104
2006-07-06,-1.0406
2006-07-07,-0.6309
2006-07-10,1.3757
2006-07-11,0.8351
2006-07-12,-1.8634
2006-07-13,-0.3165
2006-07-14,0.3175
2006-07-17,-0.1055
2006-07-18,0.2112
2006-07-19,1.0537
