ticker,GXGXU US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-05-21,0.6
2019-05-22,0.0
2019-05-23,0.0994
2019-05-24,-0.1986
2019-05-28,-0.199
2019-05-29,0.0997
2019-05-30,-0.0996
2019-05-31,-0.0997
2019-06-03,0.1996
2019-06-04,-0.0996
2019-06-06,-0.0997
2019-06-07,-0.0998
2019-06-10,0.1998
2019-06-11,0.0997
2019-06-12,-0.1992
2019-06-13,-0.0998
2019-06-14,0.1998
2019-06-17,-0.0997
2019-06-18,0.2994
2019-06-19,0.0
2019-06-20,-0.0995
2019-06-21,0.0
2019-06-24,0.0
2019-06-26,-0.0996
2019-06-27,0.0
2019-06-28,0.1994
2019-07-01,-0.1423
2019-07-02,0.1425
2019-07-03,0.0
2019-07-05,0.0
2019-07-08,0.0
2019-07-10,-0.199
2019-07-11,0.1496
2019-07-12,0.0199
2019-07-15,0.3285
2019-07-16,-0.1984
2019-07-17,0.0
2019-07-18,0.1988
2019-07-19,-0.1984
2019-07-22,0.0
2019-07-23,0.0
2019-07-24,-0.1988
2019-07-25,-0.1992
2019-07-26,0.0998
2019-07-29,0.0
2019-07-30,0.2991
2019-07-31,-0.1988
2019-08-01,0.1992
2019-08-02,0.0
2019-08-06,-0.0994
2019-08-07,-0.0896
2019-08-08,0.3884
2019-08-09,-0.0992
2019-08-12,-0.2979
2019-08-13,0.2988
2019-08-14,0.0
2019-08-15,0.0
2019-08-16,0.149
2019-08-19,0.1487
2019-08-20,0.0
2019-08-21,-0.198
2019-08-22,0.1984
2019-08-23,0.396
2019-08-26,-0.0986
2019-08-27,-0.0987
2019-08-28,-0.0988
2019-08-29,-0.0989
2019-08-30,0.7921
2019-09-03,-0.2947
2019-09-04,0.0
2019-09-06,0.0
2019-09-09,0.0
2019-09-11,0.0
2019-09-12,-0.197
2019-09-13,0.0987
2019-09-17,0.0986
2019-09-18,0.0985
2019-09-19,0.0984
2019-09-20,-0.1967
2019-09-24,0.0
2019-09-30,9.2611
2019-10-01,-8.1154
2019-10-02,-0.0981
2019-10-03,-0.2947
2019-10-04,0.0
2019-10-07,0.0
2019-10-08,0.2956
2019-10-09,0.0
2019-10-10,0.1965
2019-10-11,0.0
2019-10-14,-0.098
2019-10-15,0.2944
2019-10-16,0.1957
2019-10-17,-0.293
2019-10-18,-0.0979
2019-10-21,0.0
2019-10-24,0.0
2019-10-28,0.0
2019-10-31,-0.098
2019-11-01,0.0981
2019-11-05,0.0
2019-11-06,0.0
2019-11-07,0.7843
2019-11-08,-0.0973
2019-11-15,0.3544
2019-11-18,0.132
2019-11-19,0.064
2019-11-20,0.7108
2019-11-21,-0.1923
2019-11-22,-0.289
2019-11-25,0.001
2019-11-26,0.0957
2019-11-27,-0.5772
2019-11-29,0.2893
2019-12-02,0.001
2019-12-03,0.1926
2019-12-05,-0.1932
2019-12-06,0.0029
2019-12-09,0.1907
2019-12-10,0.0
2019-12-11,-0.0947
2019-12-12,-0.0986
2019-12-13,0.1936
2019-12-17,0.0
2019-12-18,0.1932
2020-01-02,-0.3857
2020-01-06,0.2904
2020-01-08,-0.0965
2020-01-09,0.0483
2020-01-10,-0.1449
2020-01-13,0.3868
2020-01-14,0.1927
2020-01-15,0.1923
2020-01-17,0.2879
2020-01-23,0.4785
2020-01-27,-0.0952
2020-01-29,0.0
2020-01-30,-0.0953
2020-01-31,0.0
2020-02-11,0.2004
2020-02-19,-0.4857
2020-02-20,0.0
2020-02-21,0.0
2020-02-25,0.0
2020-02-26,-0.5742
2020-02-27,1.5399
2020-03-02,-0.7583
2020-03-03,0.4776
2020-03-04,-0.6654
2020-03-05,0.2871
2020-03-06,0.0954
2020-03-09,-1.5253
2020-03-10,0.3872
2020-03-11,0.8197
2020-03-12,-1.1
2020-03-13,0.0
2020-03-16,2.5145
2020-03-17,0.0
2020-03-18,-0.9434
2020-03-19,-1.5238
2020-03-20,-3.3849
2020-03-23,0.1001
2020-03-24,0.0
2020-03-25,0.0
2020-03-26,0.0
2020-03-27,1.0
2020-03-30,-0.7921
2020-03-31,0.7984
2020-04-03,-0.495
2020-04-06,0.2985
2020-04-07,1.1905000000000001
2020-04-08,0.1961
2020-04-09,-1.1742
2020-04-13,0.0
2020-04-14,0.0
2020-04-15,0.0
2020-04-16,-0.198
2020-04-20,2.0833
2020-04-23,-0.6803
2020-04-29,0.2935
2020-05-05,0.0
2020-05-12,1.1707
2020-05-27,0.0964
2020-05-28,0.0963
2020-06-01,-0.8662
2020-06-02,0.4854
2020-06-03,0.0
2020-06-04,0.0
2020-06-05,0.3865
2020-06-08,0.0
2020-06-18,0.385
2020-06-19,0.2876
2020-06-22,0.3824
2020-06-23,0.0
2020-06-24,0.4762
2020-06-26,0.0
2020-06-29,-1.4218
2020-06-30,-0.0962
2020-07-01,3.9461
2020-07-02,-0.463
2020-07-07,-1.7673999999999999
2020-07-09,0.0
2020-07-10,1.9129
2020-07-13,-1.5053
2020-07-14,-1.0245
2020-07-15,1.5117
2020-07-17,0.4695
2020-07-20,-1.0
2020-07-22,1.5765
2020-07-27,2.2305
2020-07-28,-0.4545
2020-07-29,1.3699
2020-07-30,-1.5314999999999999
2020-07-31,-1.6468
