ticker,TECH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,5.5619
2000-01-04,-5.6989
2000-01-05,-1.4823
2000-01-06,-3.588
2000-01-07,-0.1801
2000-01-10,13.4095
2000-01-11,3.7116
2000-01-12,2.045
2000-01-13,0.8517
2000-01-14,6.7064
2000-01-18,0.1862
2000-01-19,2.7881
2000-01-20,-1.6726999999999999
2000-01-21,-1.9769999999999999
2000-01-24,1.4071
2000-01-25,-0.0463
2000-01-26,-2.9153000000000002
2000-01-27,-1.6206
2000-01-28,-6.0562
2000-01-31,2.9397
2000-02-01,2.8557
2000-02-02,-2.1919
2000-02-03,2.1912
2000-02-04,-1.9493
2000-02-07,1.7893
2000-02-08,4.6875
2000-02-09,-1.8657
2000-02-10,5.8934999999999995
2000-02-11,1.3465
2000-02-14,1.9485999999999999
2000-02-15,3.9096
2000-02-16,1.1706
2000-02-17,6.1983
2000-02-18,-7.9376999999999995
2000-02-22,-1.6905999999999999
2000-02-23,-0.215
2000-02-24,7.5399
2000-02-25,-2.4038
2000-02-28,7.9228
2000-02-29,4.4123
2000-03-01,3.0237
2000-03-02,-5.9052
2000-03-03,0.4885
2000-03-06,6.5071
2000-03-07,-7.7247
2000-03-08,-1.3699
2000-03-09,-0.8488
2000-03-10,-3.9689
2000-03-13,-6.6451
2000-03-14,-8.8542
2000-03-15,-0.0952
2000-03-16,14.49
2000-03-17,-4.2048
2000-03-20,-3.1725
2000-03-21,9.4704
2000-03-22,6.2731
2000-03-23,-6.6358
2000-03-24,3.6364
2000-03-27,-0.3987
2000-03-28,-9.0472
2000-03-29,-5.4577
2000-03-30,-3.5382
2000-03-31,6.5637
2000-04-03,-13.0435
2000-04-04,14.4792
2000-04-05,0.6369
2000-04-06,1.085
2000-04-07,-1.0733
2000-04-10,3.7975
2000-04-11,-1.0017
2000-04-12,-6.0273
2000-04-13,1.1236
2000-04-14,-3.7037
2000-04-17,-7.5
2000-04-18,17.0478
2000-04-19,-0.0888
2000-04-20,-1.9556
2000-04-24,-2.7199
2000-04-25,5.0326
2000-04-26,-9.3168
2000-04-27,8.7084
2000-04-28,2.4302
2000-05-01,4.7452
2000-05-02,-5.6208
2000-05-03,2.0444
2000-05-04,1.0453
2000-05-05,9.568999999999999
2000-05-08,0.0
2000-05-09,-2.439
2000-05-10,-2.6612999999999998
2000-05-11,4.6396
2000-05-12,-5.9382
2000-05-15,2.5253
2000-05-16,-1.642
2000-05-17,0.2504
2000-05-18,-5.7452
2000-05-19,-1.7668
