ticker,NFIN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-08-16,0.2053
2019-08-19,0.0
2019-08-20,0.7172
2019-08-21,-0.6104
2019-08-27,0.0
2019-08-28,0.1024
2019-08-29,0.0
2019-08-30,0.0
2019-09-03,0.2045
2019-09-05,-0.2041
2019-09-06,0.0
2019-09-09,0.0
2019-09-11,0.0
2019-09-12,0.2045
2019-09-18,-0.3061
2019-09-20,0.8188
2019-09-27,-0.3046
2019-10-01,-0.2037
2019-10-03,0.0
2019-10-04,0.0
2019-10-07,0.0
2019-10-09,0.0
2019-10-10,0.2041
2019-10-15,-0.2037
2019-10-17,0.0
2019-10-18,0.3061
2019-10-21,-0.1017
2019-10-22,0.3055
2019-10-24,-0.203
2019-10-25,-0.2035
2019-10-28,0.0
2019-10-29,0.1019
2019-10-30,0.2037
2019-10-31,0.1016
2019-11-01,-0.3046
2019-11-04,0.3045
2019-11-05,-0.1005
2019-11-06,0.1016
2019-11-07,-0.1015
2019-11-08,0.0
2019-11-11,0.1016
2019-11-13,0.1015
2019-11-15,-0.1014
2019-11-19,0.0
2019-11-20,0.0
2019-11-25,0.0
2019-11-26,0.1015
2019-11-29,0.1014
2019-12-04,-0.002
2019-12-05,0.2047
2019-12-09,-0.1011
2019-12-10,-0.3036
2019-12-11,0.5076
2019-12-12,-0.101
2019-12-16,0.3033
2019-12-18,0.0
2019-12-19,-0.4032
2019-12-27,0.3036
2019-12-30,0.1009
2019-12-31,0.3024
2020-01-03,0.1005
2020-01-07,0.2008
2020-01-09,0.4008
2020-01-10,0.0
2020-01-13,0.0998
2020-01-14,-0.0997
2020-01-16,-0.1996
2020-01-17,0.0
2020-01-21,0.0
2020-01-22,0.396
2020-01-27,-0.2948
2020-01-28,0.0999
2020-01-29,0.0998
2020-02-05,-0.0997
2020-02-06,-0.0998
2020-02-07,0.3996
2020-02-14,0.0
2020-02-18,-0.199
2020-02-19,0.0
2020-02-20,0.0
2020-02-24,0.0997
2020-02-25,-0.0996
2020-02-26,-0.1994
2020-02-27,0.0
2020-02-28,-0.0999
2020-03-02,0.2
2020-03-03,0.0
2020-03-04,-0.2994
2020-03-05,0.1001
2020-03-06,0.1
2020-03-10,-0.7992
2020-03-11,-0.3021
2020-03-12,-1.0101
2020-03-13,-0.5102
2020-03-16,-0.6154
2020-03-17,-0.1032
2020-03-19,-1.8595000000000002
2020-03-20,2.6316
2020-03-23,-0.5128
2020-03-24,0.0
2020-03-25,1.0309
2020-03-26,0.5102
2020-03-27,0.4061
2020-03-30,-0.8089
2020-03-31,0.3058
2020-04-01,0.3049
2020-04-02,0.304
2020-04-03,-0.5051
2020-04-06,1.1168
2020-04-07,-1.004
2020-04-08,0.2028
2020-04-09,0.4049
2020-04-13,-0.3024
2020-04-14,0.5056
2020-04-15,-1.7103000000000002
2020-04-17,1.3306
2020-04-20,0.404
2020-04-21,-0.1509
2020-04-23,0.7557
2020-04-24,-0.5
2020-04-27,0.5025
2020-04-30,-0.1
2020-05-06,-0.7007
2020-05-11,0.1008
2020-05-12,0.1007
2020-05-14,0.0
2020-05-15,0.1006
2020-05-20,0.603
2020-05-21,-0.4995
2020-05-22,0.7028
2020-05-27,-0.8973
2020-05-29,0.6036
2020-06-02,0.0
2020-06-04,0.5
2020-06-08,-0.0995
2020-06-09,-0.0996
2020-06-10,0.1695
2020-06-11,-0.4678
2020-06-12,0.5
2020-06-16,0.2965
2020-06-17,0.002
2020-06-18,-0.2976
2020-06-19,0.4975
2020-06-22,-0.198
2020-06-23,-0.2976
2020-06-24,0.0
2020-06-25,0.4975
2020-06-26,-0.495
2020-06-29,8.1592
2020-06-30,-1.104
2020-07-01,0.0
2020-07-02,0.3721
2020-07-06,1.2039
2020-07-07,-1.2811
2020-07-08,-0.2783
2020-07-09,0.6512
2020-07-10,0.1848
2020-07-13,-1.2915
2020-07-14,-0.3738
2020-07-15,0.5629
2020-07-16,-0.2799
2020-07-17,2.1515
2020-07-20,-1.3736
2020-07-21,0.3714
2020-07-22,-0.4625
2020-07-23,-1.0223
2020-07-24,-1.0329
2020-07-27,1.7078
2020-07-28,-0.8396
2020-07-29,-3.0103
2020-07-30,0.0
2020-07-31,0.7759
