ticker,GVHIB US Equity
2013-02-01,-11.7647
2013-02-04,10.0
2013-02-05,3.0303
2013-02-06,0.0
2013-02-07,0.0
2013-02-08,0.0
2013-02-11,0.0
2013-02-14,0.0
2013-02-15,0.0
2013-02-19,0.0
2013-02-20,0.0
2013-02-21,0.0
2013-02-22,-2.9412000000000003
2013-02-25,3.0303
2013-02-27,0.0
2013-02-28,0.0
2013-03-01,-2.9412000000000003
2013-03-04,-3.0303
2013-03-05,6.25
2013-03-06,-2.9412000000000003
2013-03-07,3.0303
2013-03-08,0.0
2013-03-11,11.7647
2013-03-12,0.0
2013-03-13,26.3158
2013-03-14,4.1667
2013-03-15,0.0
2013-03-19,0.0
2013-03-20,0.0
2013-03-21,0.0
2013-03-22,37.8
2013-03-25,-56.4586
2013-03-26,50.0
2013-03-27,8.8889
2013-04-01,-18.3673
2013-04-03,5.0
2013-04-04,-5.9524
2013-04-05,-11.3924
2013-04-08,-5.7143
2013-04-09,-30.303
2013-04-10,21.7391
2013-04-11,0.0
2013-04-12,3.5714
2013-04-16,-3.4483
2013-04-17,3.5714
2013-04-18,6.8966
2013-04-19,-3.2258
2013-04-23,-13.3333
2013-04-24,3.8462
2013-04-25,-11.1111
2013-04-26,12.5
2013-04-30,-3.7037
2013-05-01,11.538499999999999
2013-05-02,3.1034
2013-05-03,-33.7793
2013-05-06,-1.5152
2013-05-07,22.0513
2013-05-08,-18.0672
2013-05-09,-7.6923
2013-05-10,0.0
2013-05-13,0.0
2013-05-14,0.0
2013-05-15,0.0
2013-05-16,66.6667
2013-05-17,-18.3333
2013-05-20,-10.2041
2013-05-21,0.0
2013-05-22,0.0
2013-05-23,0.0
2013-05-28,-13.6364
2013-05-29,0.0
2013-05-30,0.0
2013-05-31,0.0
2013-06-03,-10.526299999999999
2013-06-04,-11.7647
2013-06-05,0.0
2013-06-06,33.3333
2013-06-07,-10.0
2013-06-11,-5.5556
2013-06-13,-11.7647
2013-06-14,13.3333
2013-06-17,0.0
2013-06-19,0.0
2013-06-21,-5.8824
2013-06-26,-6.25
2013-06-28,6.6667
2013-07-01,-37.5
2013-07-02,-15.0
2013-07-03,17.647100000000002
2013-07-05,5.0
2013-07-08,23.6905
2013-07-09,-0.2887
2013-07-10,0.0
2013-07-11,-3.4749
2013-07-12,-4.0
2013-07-15,8.0729
2013-07-16,-15.6627
2013-07-18,-4.1143
2013-07-19,8.2241
2013-07-22,-20.815
2013-07-23,-22.114
2013-07-24,-0.1786
2013-07-25,-25.5814
2013-07-26,34.375
2013-07-29,0.0
2013-08-01,43.1127
2013-08-02,-7.5
2013-08-05,0.0
2013-08-07,-8.1081
2013-08-08,0.0
2013-08-12,-17.647100000000002
2013-08-13,-7.1429
2013-08-14,0.0
2013-08-15,0.0
2013-08-22,-7.6923
2013-08-27,-12.5
2013-08-30,-4.7619
2013-09-03,0.0
2013-09-06,-20.0
2013-09-12,-11.25
2013-09-16,12.6761
2013-09-18,-22.5
2013-09-23,-19.3548
2013-09-24,-20.0
2013-09-25,0.0
2013-10-04,-5.0
2013-10-11,5.2632
2013-10-22,-5.0
2013-10-24,5.2632
2013-11-01,-12.5
2013-11-04,-31.4286
2013-11-13,0.0
2013-11-20,45.8333
2013-11-25,-20.0
2013-12-02,25.0
2013-12-04,-23.5714
2013-12-11,30.8411
2013-12-12,-7.5
2013-12-13,0.0
2013-12-16,5.0193
2013-12-18,0.0
2013-12-19,-8.0882
2013-12-20,-20.0
2013-12-23,12.0
2013-12-24,7.1429
2013-12-26,-20.0
2013-12-27,0.0
2013-12-30,-8.3333
2013-12-31,0.0
2014-01-08,36.3636
2014-01-10,-33.3333
2014-01-13,0.0
2014-01-14,38.75
2014-01-21,-27.9279
2014-01-22,-30.0
2014-02-03,42.8571
2014-02-04,-20.0
2014-02-07,150.0
2014-02-10,0.0
2014-02-11,20.0
2014-02-12,61.9792
2014-02-13,-50.6431
2014-02-14,-47.8827
2014-02-18,0.0
2014-02-19,0.0
2014-02-20,80.0
2014-02-21,0.0
2014-02-24,8.3333
2014-02-25,12.8205
2014-02-26,13.0682
2014-02-27,-18.0905
2014-02-28,-16.5644
2014-03-03,-26.4706
2014-03-04,-20.0
2014-03-05,10.0
2014-03-06,-9.0909
2014-03-07,-20.0
2014-03-10,-25.0
2014-03-11,25.0
2014-03-12,-21.6667
2014-03-13,-18.0851
2014-03-14,-14.2857
2014-03-17,16.6667
2014-03-18,-3.8961
2014-03-19,-9.4595
2014-03-20,-7.4627
2014-03-21,-9.6774
2014-03-24,-17.8571
2014-03-25,-6.5217
2014-03-26,4.6512
2014-03-27,-33.3333
2014-03-28,60.0
2014-03-31,45.8333
2014-04-01,-28.5714
2014-04-02,0.0
2014-04-03,-26.0
2014-04-04,51.3514
2014-04-07,-25.0
2014-04-08,85.7143
2014-04-09,0.0
2014-04-10,-10.2564
2014-04-11,-8.5714
2014-04-14,-17.1875
2014-04-15,-20.7547
2014-04-16,47.619
2014-04-17,-22.5806
2014-04-21,29.1667
2014-04-22,-1.6129
2014-04-23,-21.3115
2014-04-24,0.0
2014-04-28,10.4167
2014-04-29,0.0
2014-04-30,-5.6604
2014-05-01,-4.0
2014-05-02,10.4167
2014-05-06,-9.434
2014-05-07,0.0
2014-05-08,4.1667
2014-05-09,18.0
2014-05-12,13.5593
2014-05-13,4.4776
2014-05-15,-22.8571
2014-05-16,-1.8519
2014-05-19,-5.6604
2014-05-20,56.0
2014-05-21,-21.7949
2014-05-22,-8.1967
2014-05-23,0.0
2014-05-28,-14.2857
2014-05-29,0.0
2014-05-30,0.0
2014-06-02,0.0
2014-06-04,4.1667
2014-06-05,-14.0
2014-06-06,16.2791
2014-06-09,-4.0
2014-06-11,-6.25
2014-06-12,24.4444
2014-06-13,0.0
2014-06-18,-23.2143
2014-06-20,67.4419
2014-06-25,-15.2778
2014-06-26,1.6393
2014-06-30,16.129
2014-07-01,-6.9444
2014-07-02,-25.3731
2014-07-07,-4.0
2014-07-10,-12.5
2014-07-11,0.0
2014-07-15,14.2857
2014-07-18,16.6667
2014-07-21,5.3571
2014-07-22,-1.6949
2014-07-24,0.0
2014-07-25,29.3103
2014-07-29,-33.3333
2014-07-31,48.0
2014-08-07,8.1081
2014-08-08,-12.5
2014-08-21,0.0
2014-09-05,-31.4286
2014-09-08,0.0
2014-09-09,0.0
2014-09-12,0.0
2014-09-15,-20.8333
2014-09-30,152.6316
2014-10-01,-33.3333
2014-10-02,50.0
2014-10-03,0.0
2014-10-06,-41.6667
2014-10-07,28.5714
2014-10-08,-40.2778
2014-10-09,0.0
2014-10-14,-6.9767
2014-10-15,0.0
2014-10-20,-12.5
2014-10-21,0.0
2014-10-22,31.4286
2014-10-30,-36.9565
2014-10-31,17.2414
2014-11-05,0.0
2014-11-13,0.0
2014-11-19,0.0
2014-11-24,-20.5882
2014-11-26,0.0
2014-12-04,18.5185
2014-12-08,43.75
2014-12-09,-30.4348
2014-12-11,0.0
2014-12-16,-15.625
2014-12-17,0.0
2014-12-26,-3.7037
2014-12-31,0.0
2015-01-06,0.0
2015-01-23,0.0
2015-01-27,0.0
2015-01-28,-26.9231
2015-02-04,-5.2632
2015-02-05,5.5556
2015-02-06,100.0
2015-02-09,0.0
2015-02-10,21.0526
2015-02-18,21.7391
2015-02-20,37.5
2015-02-23,3.8961
2015-02-25,17.5
2015-02-26,-31.9149
2015-02-27,37.5
2015-03-02,-9.0909
2015-03-05,0.0
2015-03-09,0.0
2015-03-11,0.0
2015-03-12,-3.75
2015-03-16,3.8961
2015-03-19,-18.75
2015-04-10,-1.5385
2015-04-13,0.0
2015-04-28,0.0
2015-04-30,0.0
2015-05-08,0.0
2015-05-15,-37.5
2015-05-19,0.0
2015-05-26,-20.0
2015-06-05,0.0
2015-07-10,-43.75
2015-07-23,-11.1111
2015-07-29,0.0
2015-08-06,200.0
2015-08-24,-16.6667
2015-09-02,0.0
2015-09-09,0.0
2015-09-15,0.0
2015-09-17,0.0
2015-10-01,-15.0
2015-10-29,0.0
2015-11-04,-44.1176
2015-11-05,236.8421
2015-11-16,0.0
2015-11-25,0.0
2015-12-16,-65.625
2015-12-28,-13.6364
2015-12-29,0.0
2016-01-04,236.8421
2016-01-06,-67.1875
2016-01-08,0.0
2016-01-19,0.0
2016-02-08,0.0
2016-02-24,-9.5238
2016-02-25,236.8421
2016-02-26,-70.3125
2016-03-01,152.6316
2016-03-24,-6.25
2016-04-27,-75.5556
2016-05-05,0.0
2016-05-10,0.0
2016-05-12,0.0
2016-05-23,18.1818
2016-05-26,-15.3846
2016-06-10,0.0
2016-06-13,0.0
2016-06-27,0.0
2016-07-14,0.0
2016-07-25,0.0
2016-08-01,0.0
2016-08-02,18.1818
2016-08-05,1130.7692
2016-08-08,-50.0
2016-08-09,-20.0
2016-08-10,-12.5
2016-08-11,48.2143
2016-08-12,3.6145
2016-08-15,2.3256
2016-08-16,0.0
2016-08-18,-27.2727
2016-08-22,3.125
2016-08-29,16.6667
2016-08-31,0.0
2016-09-07,-19.4805
2016-09-08,3.2258
2016-09-09,18.75
2016-09-12,-28.947400000000002
2016-09-13,-31.4815
2016-09-14,24.3243
2016-09-30,-2.1739
2016-10-11,184.4444
2016-10-12,56.25
2016-10-13,-20.0
2016-10-17,-48.75
2016-10-18,-2.439
2016-10-19,80.0
2016-10-25,-66.6667
2016-10-26,66.6667
2016-10-27,0.0
2016-10-28,66.25
2016-10-31,0.0
2016-11-02,0.0
2016-11-11,-18.797
2016-11-14,-4.6296
2016-11-28,-53.3981
2016-12-08,-37.5
2016-12-16,160.0
2016-12-30,0.0
2017-01-03,57.6923
2017-01-04,-4.065
2017-01-10,-5.0847
2017-01-11,-2.6786
2017-01-12,-10.0917
2017-01-26,-15.3061
2017-01-27,-3.6145
2017-01-30,0.0
2017-01-31,0.0
2017-02-01,0.0
2017-02-02,0.0
2017-02-03,0.0
2017-03-06,-37.5
2017-03-07,-32.0
2017-03-09,88.2353
2017-03-17,0.0
2017-03-21,0.0
2017-03-22,9.375
2017-03-24,-5.7143
2017-03-29,0.0
2017-04-11,0.0
2017-04-12,6.0606
2017-04-19,-54.2857
2017-04-20,75.0
2017-04-21,14.2857
2017-05-03,0.0
2017-05-12,-3.125
2017-05-24,0.0
2017-05-26,3.2258
2017-05-30,0.0
2017-05-31,0.0
2017-06-01,75.0
2017-06-09,0.0
2017-06-22,0.0
2017-07-13,7.1429
2017-07-18,-11.4667
2017-07-20,5.4217
2017-07-21,0.0
2017-07-27,-35.7143
2017-07-28,-4.4444
2017-08-03,-4.6512
2017-08-04,0.0
2017-08-10,-2.439
2017-08-17,0.0
2017-09-15,50.0
2017-09-19,-33.3333
2017-09-20,37.5
2017-11-22,-9.6364
2017-11-27,0.0
2017-12-28,-39.6378
2018-01-09,-76.6667
2018-01-10,295.7143
2018-01-11,-47.6534
2018-01-12,244.8276
2018-01-17,-80.0
2018-01-19,10.0
2018-01-24,170.9091
2018-03-06,-76.5101
2018-03-07,552.8571
2018-03-08,0.6565
2018-03-13,-50.0
2018-03-23,30.4348
2018-03-28,-23.3333
2018-03-29,0.0
2018-04-10,-13.0435
2018-04-26,0.0
2018-05-16,-40.0
2018-05-22,-33.3333
2018-05-24,0.0
2018-05-25,12.5
2018-06-11,-11.1111
2018-06-19,0.0
2018-06-22,0.0
2018-06-27,0.0
2018-07-02,-12.5
2018-07-13,57.1429
2018-07-19,0.0
2018-08-10,0.0
2018-08-15,36.3636
2018-08-17,-26.6667
2018-08-21,163.6364
2018-08-24,-62.069
2018-09-06,0.0
2018-09-07,0.0
2018-09-21,-9.0909
2018-09-25,0.0
2018-10-08,100.0
2018-10-09,0.0
2018-10-11,0.0
2018-10-15,0.0
2018-10-18,-25.0
2018-10-24,-33.3333
2018-11-01,100.0
2018-11-02,0.0
2018-11-05,0.0
2018-11-12,-40.0
2018-12-03,0.0
2018-12-18,0.0
2019-01-09,8.3333
2019-01-24,-7.6923
2019-02-01,8.3333
2019-02-11,0.0
2019-03-01,-7.6923
2019-03-04,0.0
2019-03-12,0.0
2019-03-15,0.0
2019-03-21,-16.6667
2019-03-27,90.0
2019-04-02,-42.1053
2019-04-26,0.0
2019-05-14,3.6364
2019-06-04,66.6667
2019-06-12,-42.1053
2019-07-16,72.7273
2019-08-13,-52.6316
2019-08-15,0.0
2019-08-16,111.1111
2019-08-27,-47.3684
2019-09-09,95.0
2019-09-10,-48.7179
2019-09-13,176.5
2019-09-16,18.4448
2019-09-18,-66.4122
2019-09-20,209.0909
2019-09-26,-58.8235
2019-09-27,78.5714
2019-10-15,-36.0
2019-10-21,0.0
2019-10-29,12.5
2019-12-27,-27.7778
2019-12-31,23.0769
2020-01-29,0.0
2020-02-24,0.0
2020-03-25,0.0
2020-04-09,-6.25
2020-04-14,6.6667
2020-04-22,-6.25
2020-05-01,0.0
2020-05-28,93.3333
2020-06-24,0.0
2020-06-26,-24.1379
2020-06-30,-36.3636
2020-07-01,0.0
2020-07-08,78.5714
2020-07-09,-12.0
2020-07-14,-27.2727
2020-07-15,0.0
2020-07-17,-37.5
