ticker,ATHX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-06-19,47.619
2007-06-20,3.2258
2007-06-21,0.0
2007-06-22,3.125
2007-06-25,-3.0303
2007-06-26,0.0
2007-06-27,-3.125
2007-06-28,-6.4516
2007-06-29,6.8966
2007-07-02,-1.2903
2007-07-03,0.6536
2007-07-05,-2.5974
2007-07-09,0.6667
2007-07-10,-0.6623
2007-07-11,0.0
2007-07-12,13.3333
2007-07-13,0.0
2007-07-17,-1.1764999999999999
2007-07-19,-4.7619
2007-07-23,-5.0
2007-07-27,1.9737
2007-07-30,-6.4516
2007-08-06,3.4483
2007-08-07,0.6667
2007-08-08,-3.3113
2007-08-13,4.1096
2007-08-16,-1.9737
2007-08-21,2.0134
2007-08-24,0.0
2007-08-28,2.6316
2007-09-07,0.0
2007-09-11,2.5641
2007-09-21,-3.75
2007-09-24,0.0
2007-10-11,3.8961
2007-10-12,0.0
2007-10-17,0.0
2007-10-18,-37.5
2007-10-19,5.4
2007-10-22,-0.3795
2007-10-23,0.0
2007-10-24,-0.9524
2007-10-25,-1.5385
2007-10-29,-2.3438
2007-10-30,-5.0
2007-10-31,5.2632
2007-11-01,0.0
2007-11-02,-0.2
2007-11-06,-3.8076
2007-11-08,2.0833
2007-11-09,-2.0408
2007-11-12,0.0
2007-11-16,1.875
2007-11-19,-3.8855
2007-11-21,1.0638
2007-11-26,-2.1053
2007-11-27,-3.2258
2007-11-28,0.0
2007-11-29,0.0
2007-12-03,0.0
2007-12-05,1.1111
2007-12-06,-3.2967
2007-12-07,2.2727
2007-12-10,0.0
2007-12-11,0.0
2007-12-12,0.0
2007-12-13,0.0
2007-12-14,0.0
2007-12-17,0.0
2007-12-19,-2.8889
2007-12-20,-10.7551
2007-12-21,5.1282
2007-12-24,-0.7317
2007-12-26,-0.2457
2007-12-27,8.3744
2007-12-28,13.6364
2007-12-31,-1.8
2008-01-03,-0.4073
2008-01-08,0.2045
2008-01-10,-10.2041
2008-01-11,11.1364
2008-01-16,-0.818
2008-01-17,0.8247
2008-01-18,-13.0879
2008-01-22,0.0
2008-01-23,0.0
2008-01-24,15.2941
2008-01-25,-2.0408
2008-01-28,-10.4167
2008-01-29,4.186
2008-01-30,-2.2321
2008-01-31,14.1553
2008-02-01,-2.6
2008-02-04,-7.5975
2008-02-05,-2.2222
2008-02-07,-4.5455
2008-02-08,0.0
2008-02-13,-2.8571
2008-02-14,-1.2255
2008-02-15,-0.7444
2008-02-20,-12.5
2008-02-21,0.0
