ticker,IOVA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-05-26,2300.0
2010-05-27,-18.4
2010-08-13,21.5686
2010-08-16,0.0
2010-08-18,0.0
2010-08-20,-0.8065
2010-08-31,0.813
2010-09-01,0.0
2010-09-02,0.0
2010-09-10,0.0
2010-09-16,0.0
2010-09-23,-14.5161
2010-09-24,4.717
2010-10-11,-4.5045
2010-10-13,-0.9434
2010-10-14,0.0
2010-10-15,4.7619
2010-10-19,-8.1818
2010-10-21,0.9901
2010-10-22,-1.9607999999999999
2010-10-28,5.0
2010-10-29,4.7619
2010-11-01,-4.5455
2010-11-05,4.7619
2010-11-11,-4.5455
2010-11-15,5.7143
2010-11-16,-0.9009
2010-11-17,-4.5455
2010-11-18,0.0
2010-11-19,-8.5714
2010-11-29,7.2917
2010-12-01,15.534
2010-12-06,-2.521
2010-12-08,-5.1724
2010-12-13,7.2727
2010-12-14,1.6949
2010-12-31,4.1667
2011-01-06,0.0
2011-02-09,0.8
2011-02-24,0.0
2011-03-09,-11.9048
2011-03-14,-0.9009
2011-03-15,0.0
2011-03-25,4.5455
2011-03-28,-4.3478
2011-03-30,0.0
2011-03-31,9.0909
2011-04-01,3.3333
2011-04-04,-4.8387
2011-04-06,0.8475
2011-04-07,-0.8403
2011-04-08,0.0
2011-04-11,-1.6949
2011-04-12,1.7241
2011-04-13,0.0
2011-04-14,0.0
2011-04-15,0.0
2011-04-18,-2.5423999999999998
2011-04-19,0.0
2011-04-20,0.8696
2011-04-21,-1.7241
2011-04-25,2.6316
2011-04-26,-1.7094
2011-04-27,9.5652
2011-04-29,0.7937
2011-05-02,-1.5748
2011-05-03,-4.8
2011-05-04,1.6806999999999999
2011-05-05,3.3058
2011-05-06,-1.6
2011-05-10,1.626
2011-05-11,0.0
2011-05-12,0.8
2011-05-13,0.0
2011-05-16,0.7937
2011-05-17,1.5748
2011-05-18,4.6512
2011-05-19,-2.2222
2011-05-20,3.0303
2011-05-23,2.9412000000000003
2011-05-24,0.0
2011-05-25,2.1429
2011-05-26,-0.6993
2011-05-27,-5.6338
2011-05-31,-0.7463
2011-06-01,7.5188
2011-06-02,1.3986
2011-06-03,3.4483
2011-06-06,5.3333
2011-06-07,0.6329
2011-06-08,-3.1447
2011-06-09,-2.5974
2011-06-10,-4.6667
2011-06-13,-6.2937
2011-06-14,6.7164
2011-06-15,1.3986
2011-06-16,-5.5172
2011-06-17,-8.7591
2011-06-20,-8.0
2011-06-21,-3.4783
2011-06-22,26.1261
