ticker,ADMA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-10-17,0.5882
2013-10-18,-0.2339
2013-10-21,-1.524
2013-10-22,0.5952
2013-10-23,0.4734
2013-10-24,-1.0601
2013-10-25,0.0
2013-10-28,1.1905000000000001
2013-10-29,-1.1764999999999999
2013-10-30,0.0
2013-10-31,-1.1905000000000001
2013-11-01,0.1205
2013-11-04,1.083
2013-11-05,-1.1905000000000001
2013-11-06,-0.6024
2013-11-07,0.0
2013-11-08,-1.2121
2013-11-11,-1.8405
2013-11-12,-0.625
2013-11-13,5.6604
2013-11-14,1.1905000000000001
2013-11-15,0.0
2013-11-18,0.5882
2013-11-19,-4.6784
2013-11-20,-1.5951
2013-11-21,0.9975
2013-11-22,0.6173
2013-11-25,-2.3313
2013-11-26,-0.1256
2013-11-27,0.0
2013-11-29,0.6289
2013-12-02,-0.625
2013-12-03,0.1258
2013-12-04,-3.6432
2013-12-05,-3.5202
2013-12-06,0.1351
2013-12-09,-3.5088
2013-12-10,13.986
2013-12-11,-10.4294
2013-12-12,-1.3699
2013-12-13,0.1389
2013-12-16,7.4896
2013-12-17,-5.8065
2013-12-18,-1.2328999999999999
2013-12-19,0.0
2013-12-20,0.0
2013-12-23,-5.6865
2013-12-24,0.7353
2013-12-26,0.292
2013-12-27,-0.2911
2013-12-30,5.8394
2013-12-31,7.5862
2014-01-02,-3.8462
2014-01-03,4.6667
2014-01-07,1.9108
2014-01-08,-6.25
2014-01-09,0.0
2014-01-10,6.5333
2014-01-13,-5.3817
2014-01-16,5.1587
2014-01-17,6.9182
2014-01-21,-4.7059
2014-01-22,2.4691
2014-01-27,5.9818999999999996
2014-01-28,-2.2338
2014-01-29,-0.5814
2014-01-30,0.0
2014-01-31,0.5848
2014-02-03,-4.6512
2014-02-04,2.439
2014-02-05,0.0
2014-02-06,0.0
2014-02-07,3.5714
2014-02-10,-3.4483
2014-02-11,0.0
2014-02-12,0.0
2014-02-13,0.0
2014-02-14,1.1905000000000001
2014-02-18,-1.1764999999999999
2014-02-19,1.1905000000000001
2014-02-20,1.1764999999999999
2014-02-21,-1.1628
2014-02-24,0.0
2014-02-25,0.0
2014-02-26,0.0
2014-02-27,0.0
2014-02-28,0.1176
2014-03-03,5.7579
2014-03-04,-5.4444
2014-03-05,1.6451
2014-03-06,2.3121
2014-03-07,0.565
2014-03-10,-6.6292
2014-03-11,7.0999
2014-03-12,-1.6854
2014-03-13,-3.7714
2014-03-14,5.7007
2014-03-17,-4.4944
