ticker,TAPM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-10-28,0.0
2009-03-27,0.0
2009-04-08,0.0
2009-05-22,0.0
2009-05-26,10.8333
2009-06-11,5.2632
2009-06-16,50.0
2009-06-24,280.9524
2009-07-02,25.0
2009-07-09,30.0
2009-07-29,-23.0769
2009-08-27,0.0
2009-09-28,-20.0
2009-10-02,0.0
2009-11-25,25.0
2009-11-27,0.0
2009-12-15,-20.0
2009-12-21,0.0
2009-12-31,0.0
2010-01-11,25.0
2010-01-15,-18.0
2010-01-20,21.9512
2010-02-04,-18.0
2010-02-05,-2.1951
2010-02-19,24.6883
2010-03-01,-19.8
2010-03-02,24.6883
2010-03-09,-1.0
2010-03-19,-19.1919
2010-03-29,0.0
2010-06-02,-6.25
2010-12-02,-52.8
2011-04-14,0.0
2011-10-31,-15.2542
2011-11-01,-32.6667
2011-11-02,-86.1386
2011-11-03,-28.5714
2011-11-04,0.0
2011-11-07,0.0
2011-11-08,0.0
2011-11-09,-25.0
2011-11-10,-60.0
2011-11-11,0.0
2011-11-14,0.0
2011-11-15,0.0
2011-11-16,-50.0
2011-12-08,33.3333
2011-12-12,-10.0
2011-12-13,0.0
2011-12-27,-16.6667
2012-03-13,33.3333
2013-03-13,-50.0
2014-06-16,-79.6
2014-06-17,27.451
2014-06-18,1.5385
2014-06-20,-49.2424
2014-06-23,-5.9701
2014-06-24,0.0
2014-06-25,-4.7619
2014-06-26,-10.0
2014-06-27,11.1111
2014-06-30,1.6667
2014-07-01,-11.4754
2014-07-02,-3.7037
2014-07-03,0.0
2014-07-08,25.0
2014-07-09,6.1538
2014-07-10,0.0
2014-07-11,0.0
2014-07-14,0.0
2014-07-15,0.0
2014-07-16,1.4493
2014-07-17,0.0
2014-07-18,0.0
2014-07-22,1.4285999999999999
2014-07-23,0.0
2014-07-24,-29.5775
2014-07-25,18.0
2014-07-28,-37.2881
2014-07-29,4.0541
2014-08-04,6.4935
2014-08-05,2.439
2014-08-07,-11.9048
2014-08-12,13.5135
2014-08-14,2.3810000000000002
2014-08-20,2.3256
2014-08-22,11.3636
2014-08-26,12.2449
2014-08-27,36.3636
2014-08-28,5.3333
2014-09-02,-8.8608
2014-09-03,9.5833
2014-09-08,5.1965
2014-09-11,-9.6386
2014-09-12,38.6667
2014-09-15,11.538499999999999
2014-09-16,7.7586
2014-09-17,45.6
2014-09-18,-4.9451
2014-09-19,-1.7341
2014-09-22,7.6471
2014-09-23,-1.6393
2014-09-24,2.7778
