ticker,CEQXF US Equity
2010-01-28,-2.2001
2010-02-09,-3.993
2010-02-12,11.1023
2010-03-03,-2.4425
2010-03-05,2.7720000000000002
2010-03-29,-24.0814
2010-03-31,-3.0314
2010-04-01,-0.7317
2010-04-14,3.7467
2010-04-22,6.1141
2010-04-26,7.9326
2010-04-27,-5.9164
2010-05-12,-6.0661
2010-05-14,-1.0688
2010-05-21,-12.542
2010-05-25,-6.0165
2010-06-01,13.5094
2010-06-10,5.8586
2010-06-22,7.118
2010-07-28,-7.5925
2010-07-30,-2.7791
2010-09-13,-14.5386
2010-09-30,-10.5671
2010-10-05,6.311
2010-10-12,3.1109
2010-10-21,0.3611
2010-10-22,-6.0627
2010-11-05,-3.1501
2010-11-15,-4.1765
2010-11-17,-5.4308
2010-11-19,28.4363
2010-11-22,-4.5538
2010-11-23,-0.4957
2010-11-24,2.7184
2010-11-29,0.3288
2010-11-30,1.2102
2010-12-01,-0.4777
2010-12-02,1.6331
2010-12-03,-1.5974
2010-12-06,6.1582
2010-12-07,1.5473
2010-12-08,0.3585
2010-12-09,1.9172
2010-12-10,-0.3096
2010-12-13,1.2189
2010-12-14,-7.5643
2010-12-16,-2.1734
2010-12-17,-2.6795
2010-12-20,-0.7368
2010-12-22,4.1622
2010-12-23,-3.2578
2010-12-29,0.342
2010-12-31,2.8579
2011-01-04,0.4333
2011-01-06,6.599
2011-01-07,2.3185000000000002
2011-01-10,2.551
2011-01-11,-1.9741
2011-01-13,6.7535
2011-01-14,3.8733
2011-01-19,-0.9263
2011-01-20,-5.3729
2011-01-21,4.2697
2011-01-24,0.5339
2011-01-26,16.6162
2011-01-27,-3.9344
2011-01-28,-0.6447
2011-01-31,1.7605
2011-02-02,7.3843
2011-02-03,5.4488
2011-02-04,-0.6293
2011-02-07,-2.15
2011-02-08,-1.3456000000000001
2011-02-09,-0.7769
2011-02-14,-2.5579
2011-02-15,-2.1429
2011-02-16,8.0224
2011-02-17,6.4426
2011-02-18,-0.9681
2011-02-22,0.2885
2011-02-25,-0.7351
2011-02-28,0.66
2011-03-01,2.003
2011-03-02,-0.5997
2011-03-03,0.8793
2011-03-04,0.301
2011-03-07,11.8355
2011-03-08,-2.4794
2011-03-09,-1.6634
2011-03-10,-5.7903
2011-03-11,9.8799
2011-03-14,-6.4869
2011-03-16,1.7305000000000001
2011-03-17,1.2121
2011-03-18,0.3846
2011-03-21,4.4089
2011-03-23,5.3115
2011-03-24,5.0997
2011-03-25,1.697
2011-03-28,-2.208
2011-03-30,-2.6007
2011-03-31,1.2896
2011-04-01,1.7297
2011-04-04,0.8312
2011-04-05,-2.7557
2011-04-06,0.6117
2011-04-07,-1.532
2011-04-12,-8.4581
2011-04-15,0.8976
2011-04-18,-1.2967
2011-04-19,2.9634
2011-04-25,5.2348
2011-04-26,-0.3511
2011-04-28,-2.8483
2011-04-29,-0.6321
2011-05-02,2.1404
2011-05-03,-2.6215
2011-05-04,-5.6567
2011-05-05,-4.1093
2011-05-06,1.1676
2011-05-09,1.2833
2011-05-12,-5.6213999999999995
2011-05-13,3.1653000000000002
2011-05-17,-2.7908
2011-05-20,0.6879
2011-05-24,-1.1277
2011-05-25,4.4386
2011-05-26,2.9962
2011-05-31,5.632
2011-06-03,-6.1921
2011-06-06,0.4126
2011-06-08,-2.0836
2011-06-09,6.2153
2011-06-10,-4.014
2011-06-13,-1.5765
2011-06-15,1.2246
2011-06-16,-4.3376
2011-06-17,-4.4879999999999995
2011-06-20,2.0023
2011-06-21,4.5235
2011-06-22,6.2985
2011-06-23,-4.1835
2011-06-27,-4.8829
2011-06-30,7.4746
2011-07-05,2.2292
2011-07-07,-0.2508
2011-07-08,-0.148
2011-07-15,12.9857
2011-07-19,4.5012
2011-07-22,1.6576
2011-07-25,-0.8807
2011-07-27,2.0653
2011-08-02,1.8824
2011-08-04,-6.9053
2011-08-05,-1.5706
2011-08-08,-13.5517
2011-08-09,2.9882999999999997
2011-08-10,2.7601
2011-08-11,2.2452
2011-08-15,6.3822
2011-08-16,3.3384
2011-08-25,-8.4769
2011-08-26,-2.8419
2011-08-30,7.44
2011-08-31,-5.1675
2011-09-07,4.5801
2011-09-12,-7.0357
2011-09-14,3.1859
2011-09-15,10.0984
2011-09-19,2.8655
2011-09-20,7.3095
2011-09-30,-24.706
2011-10-04,-18.668
2011-10-07,23.9447
2011-10-11,3.0931
2011-10-14,12.8538
2011-10-18,0.2513
2011-10-19,6.3612
2011-10-24,7.2576
2011-10-27,3.5412
2011-11-03,-6.1492
2011-11-09,-3.8476
2011-11-11,-1.3167
2011-11-14,-6.734
2011-11-15,-6.4681
2011-11-16,-0.3551
2011-11-17,-0.5705
2011-11-18,-8.4738
2011-11-21,-2.259
2011-11-22,-7.7966
2011-11-25,-1.4809999999999999
2011-11-28,7.2536
2011-12-08,-1.9453
2011-12-14,-9.8065
2011-12-15,-2.1057
2011-12-19,9.8963
2011-12-21,-2.1838
2012-01-04,-1.7779
2012-01-11,-14.5372
2012-01-12,-12.6955
2012-01-18,-11.1272
2012-01-19,-8.1273
2012-01-20,2.8327999999999998
2012-01-23,10.0249
2012-01-24,-1.1482999999999999
2012-01-25,3.9992
2012-01-26,-7.2056000000000004
2012-01-31,-2.1477
2012-02-01,-2.2049
2012-02-02,-7.8086
2012-02-03,-2.1772
2012-02-06,3.6814
2012-02-07,-0.6102
2012-02-08,-2.8402
2012-02-09,3.0984
2012-02-10,-4.8955
2012-02-13,1.8634
2012-02-14,5.061
2012-02-15,-10.8241
2012-02-16,3.0386
2012-02-17,2.3252
2012-02-21,5.4321
2012-02-22,-5.0132
2012-02-23,-6.0636
2012-02-24,-0.1312
2012-02-27,-1.7288000000000001
2012-02-28,-0.2048
2012-03-01,5.8538
2012-03-02,2.8797
2012-03-06,-10.6736
2012-03-07,-3.0303
2012-03-08,3.196
2012-03-09,6.7791
2012-03-13,-13.213
2012-03-20,-1.3368
2012-03-26,-6.7369
2012-03-28,0.1614
2012-03-29,0.7252
2012-03-30,4.64
2012-04-04,-0.6116
2012-04-09,-0.7692
2012-04-10,-2.2868
2012-04-12,5.6971
2012-04-18,-2.6879999999999997
2012-04-23,4.8978
2012-04-26,16.8842
2012-05-01,0.8296
2012-05-04,-8.7853
2012-05-07,-2.8728
2012-05-08,-1.7254
2012-05-10,13.9377
2012-05-17,-13.805
2012-05-22,-0.7661
2012-05-29,-8.6765
2012-06-01,-12.963
2012-06-05,-4.5328
2012-06-11,-1.3081
2012-06-14,-8.6708
2012-06-21,2.6137
2012-06-27,-1.6763
2012-06-28,-0.4795
2012-06-29,0.0
2012-07-03,20.985
2012-07-05,1.9468999999999999
2012-07-06,0.8681
2012-07-13,-1.3338999999999999
2012-07-16,3.0855
2012-07-17,-0.1586
2012-07-20,13.5593
2012-07-25,4.4776
2012-07-27,-0.7143
2012-07-31,4.3165
2012-08-01,1.6552
2012-08-17,-16.5536
2012-08-20,2.439
2012-08-22,0.9524
2012-08-28,-0.9434
2012-08-30,-1.1111
2012-09-04,-1.2841
2012-09-12,8.9431
2012-09-14,15.6343
2012-09-17,-3.606
2012-09-19,1.2972000000000001
2012-09-20,5.9154
2012-09-21,5.4212
2012-09-27,-2.8339
2012-09-28,6.4879999999999995
2012-10-02,0.0072
2012-10-03,-3.4966
2012-10-12,8.5655
2012-10-16,-5.0505
2012-10-22,10.6167
2012-10-23,-6.0368
2012-10-24,7.2199
2012-10-26,-5.6244
2012-10-31,3.0344
2012-11-01,-0.2388
2012-11-02,0.7979
2012-11-05,-3.4234999999999998
2012-11-08,-4.9245
2012-11-12,-6.0057
2012-11-16,-2.2012
2012-11-21,4.5952
2012-11-23,1.0161
2012-11-29,-3.9053
2012-11-30,-3.3251
2012-12-03,-1.2739
2012-12-12,0.0
2012-12-14,0.0
2012-12-19,-2.3871
2012-12-21,-0.5288
2012-12-24,1.1296
2012-12-26,-0.7884
2013-01-11,-4.2384
2013-01-14,1.2448
2013-01-15,-0.5208
2013-01-16,-1.3904
2013-01-18,5.4922
2013-01-24,-0.9777
2013-01-28,-10.0112
2013-02-06,9.6296
2013-02-11,1.5752000000000002
2013-02-13,0.5779
2013-02-15,-1.455
2013-02-20,-7.2483
2013-02-25,-3.5545999999999998
2013-03-08,15.1505
2013-03-13,3.16
2013-03-15,15.9989
2013-03-21,-4.4987
2013-04-05,-11.6306
2013-04-08,8.3871
2013-04-15,-1.1905000000000001
2013-04-18,-6.6265
2013-04-19,2.9032
2013-04-23,3.4483
2013-04-30,4.2424
2013-05-02,-4.6221
2013-05-07,-0.0305
2013-05-08,-1.8293
2013-05-10,5.5901
2013-05-15,0.0404
2013-05-20,-1.8044
2013-05-22,2.3166
2013-05-23,-2.8494
2013-05-28,1.3253
2013-05-29,-2.497
2013-05-31,3.2622
2013-06-03,-0.2547
2013-06-05,4.1921
2013-06-06,0.5682
2013-06-07,2.2599
2013-06-10,3.3045999999999998
2013-06-11,-8.0122
2013-06-14,-3.1759
2013-06-19,-3.5164999999999997
2013-06-20,-1.7115
2013-06-26,-3.629
2013-07-05,3.8108
2013-07-08,3.1646
2013-07-19,1.2692
2013-07-29,-17.6101
2013-07-31,10.5009
2013-08-01,-2.0087
2013-08-02,0.7979
2013-08-19,-0.7074
2013-09-03,-4.461
2013-09-06,3.2579000000000002
2013-09-10,7.359
2013-09-11,3.7796
2013-09-19,-3.3526
2013-09-24,-4.7623
2013-09-25,-0.8383
2013-10-03,8.4369
2013-10-07,6.5448
2013-10-08,-5.7549
2013-10-17,1.9876
2013-10-28,5.8085
2013-10-30,1.4677
2013-11-05,-2.4321
2013-11-12,0.5414
2013-11-14,-5.8007
2013-11-15,-1.7265000000000001
2013-12-03,-1.222
2013-12-11,4.3437
2013-12-16,-0.9318
2014-01-02,2.1641
2014-01-07,1.7964
2014-01-10,-3.7647
2014-01-17,4.3169
2014-01-22,-5.6618
2014-01-24,-0.8929
2014-01-27,-2.8594
2014-01-29,-2.5806
2014-02-03,0.5422
2014-02-07,3.2893
2014-02-18,5.5001999999999995
2014-02-21,16.2788
2014-02-24,3.967
2014-02-25,-5.0
2014-02-27,-0.0197
2014-02-28,4.2311
2014-03-06,0.8902
2014-03-14,4.8652
2014-03-17,-2.1391999999999998
2014-03-21,0.1555
2014-03-24,0.4688
2014-03-25,2.6451000000000002
2014-03-26,2.0131
2014-03-27,2.6389
2014-03-28,3.2871
2014-04-01,2.2108
2014-04-02,1.6877
2014-04-03,1.2605
2014-04-04,0.3268
2014-04-11,1.3286
2014-04-23,11.4286
2014-04-24,1.8315000000000001
2014-04-25,-5.2406
2014-04-28,2.0499
2014-04-29,4.1546
2014-05-02,0.6027
2014-05-08,-8.671
2014-05-09,-5.3447
2014-05-14,1.8428
2014-05-15,-2.4647
2014-05-30,8.0461
2014-06-02,-0.5165
2014-06-04,-0.3846
2014-06-09,-3.0888
2014-06-16,9.9602
2014-06-25,-0.3623
2014-06-27,1.4545
2014-06-30,-2.8674
2014-07-02,-1.107
2014-07-03,0.0
2014-07-07,3.7687
2014-07-08,-11.0392
2014-07-10,-2.352
2014-07-14,-3.2675
2014-07-15,-6.2851
2014-07-16,8.475999999999999
2014-07-17,-6.13
2014-07-18,-3.6603
2014-07-23,-1.3208
2014-07-24,1.2736
2014-07-25,-2.1891
2014-07-28,-0.4762
2014-07-29,-5.7416
2014-08-01,-4.5685
2014-08-05,-4.0858
2014-08-07,2.0415
2014-08-08,0.5435
2014-08-11,1.6216
2014-08-13,3.1915
2014-08-14,7.2165
2014-08-18,-6.7308
2014-08-19,4.1237
2014-08-20,2.4752
2014-08-21,0.0
2014-08-22,-0.9662
2014-08-25,0.9756
2014-08-26,0.9662
2014-08-27,-0.1435
2014-08-28,2.5395
2014-08-29,0.9346
2014-09-02,-5.7494
2014-09-05,-5.4339
2014-09-08,-4.6327
2014-09-09,3.8125999999999998
2014-09-10,-0.8395
2014-09-11,-0.5291
2014-09-17,-1.7021
2014-09-18,-2.5365
2014-09-19,-6.6693999999999996
2014-09-23,-1.8441
2014-09-24,0.0
2014-10-02,-10.303
2014-10-03,2.027
2014-10-08,-7.947
2014-10-09,4.0198
2014-10-10,-6.484
2014-10-13,-7.5529
2014-10-14,2.84
2014-10-15,0.3501
2014-10-20,-4.6366
2014-10-21,9.7394
2014-10-27,-4.4444
2014-10-29,0.0
2014-11-04,-4.3556
2014-11-05,-0.309
2014-11-06,10.5691
2014-11-07,5.1471
2014-11-10,5.8042
2014-11-14,-8.1295
2014-11-17,5.1799
2014-11-20,-10.3967
2014-11-21,5.3435
2014-11-24,-3.6231999999999998
2014-11-25,-2.3919
2014-11-26,-2.9416
2014-11-28,-12.1825
2014-12-01,-3.3156
2014-12-03,4.6912
2014-12-04,-6.4286
2014-12-08,-7.6455
2014-12-09,0.8395
2014-12-12,-11.6803
2014-12-17,15.5452
2014-12-18,0.4016
2014-12-22,-10.4
2014-12-23,2.4554
2014-12-24,-1.9607999999999999
2015-01-02,6.6667
2015-01-07,-4.375
2015-01-08,-1.9607999999999999
2015-01-09,-1.0
2015-01-12,-11.034
2015-01-13,-5.3852
2015-01-20,5.025
2015-01-21,-2.8803
2015-01-22,-5.2941
2015-01-23,-2.3896
2015-01-26,1.8117999999999999
2015-01-28,-0.1389
2015-01-29,-12.7782
2015-02-03,20.2113
2015-02-04,-5.8199
2015-02-06,7.0423
2015-02-09,0.7895
2015-02-12,-2.0888
2015-02-17,4.0
2015-02-23,-3.4375
2015-02-24,3.5599
2015-03-02,3.5096
2015-03-03,7.6173
2015-03-05,-0.1942
2015-03-06,-7.7477
2015-03-09,-5.9844
2015-03-10,-8.2599
2015-03-18,9.375
2015-03-19,-4.5963
2015-03-26,2.7951
2015-03-30,-0.0169
2015-04-02,1.3091
2015-04-06,8.045
2015-04-13,-5.5556
2015-04-15,10.4575
2015-05-01,0.4734
2015-05-07,-8.1272
2015-05-12,1.1538
2015-05-21,-0.507
2015-05-22,-4.1242
2015-05-26,-3.247
2015-05-27,-6.6175
2015-05-28,0.8824
2015-06-01,-6.2682
2015-06-02,4.1991
2015-06-04,-6.3713
2015-06-05,2.7598000000000003
2015-06-09,2.3851
2015-06-11,-0.9091
2015-06-16,-3.6696999999999997
2015-06-17,2.8571
2015-06-26,-3.3661
2015-06-30,-3.8627000000000002
2015-07-07,-6.9767
2015-07-17,-2.6116
2015-07-22,-11.9872
2015-07-23,-4.1667
2015-07-27,-10.8424
2015-07-29,18.6986
2015-07-31,-7.1254
2015-08-04,1.5206
2015-08-06,-4.1394
2015-08-17,-20.142
2015-08-18,-0.3913
2015-08-24,-5.7143
2015-08-27,12.1212
2015-08-31,1.3514
2015-09-01,0.5
2015-09-02,-2.9851
2015-09-09,-1.5385
2015-09-21,-10.8681
2015-09-28,-3.3891999999999998
2015-09-29,-5.121
2015-10-06,15.8946
2015-10-08,8.4892
2015-10-13,4.6476
2015-10-15,15.197
2015-10-19,5.4254999999999995
2015-10-20,-6.383
2015-10-22,-4.0057
2015-11-09,-24.2379
2015-11-10,-5.5078
2015-11-11,-7.3998
2015-11-13,-10.7143
2015-11-23,0.0
2015-11-24,-1.6
2015-12-01,-2.439
2015-12-02,2.1354
2015-12-04,0.0
2015-12-07,-3.7226
2015-12-08,-2.5423999999999998
2015-12-10,-13.0435
2015-12-11,-4.0
2015-12-15,-1.0417
2015-12-16,13.3553
2015-12-17,-17.7307
2015-12-18,12.3104
2015-12-22,-3.3606
2015-12-28,3.5749
2015-12-30,0.4079
2015-12-31,5.6875
2016-01-04,-0.6505
2016-01-06,12.857099999999999
2016-01-07,-12.289
2016-01-12,-7.6368
2016-01-14,-6.25
2016-01-15,1.0417
2016-01-19,-2.7835
2016-01-20,-8.2008
2016-01-21,20.7547
2016-01-22,3.6671
2016-02-01,3.3528000000000002
2016-02-02,9.5238
2016-02-08,14.7826
2016-02-11,-9.0909
2016-02-12,4.0885
2016-02-16,0.0751
2016-02-22,6.4
2016-02-29,-17.2932
2016-03-01,-1.5341
2016-03-02,15.4068
2016-03-03,8.0
2016-03-04,4.7684999999999995
2016-03-07,5.6562
2016-03-10,-6.3153
2016-03-11,10.7143
2016-03-14,-3.2258
2016-03-17,-5.6667
2016-03-18,-0.6405
2016-03-22,6.6904
2016-03-23,20.0
2016-03-24,-8.3333
2016-03-28,0.0
2016-03-30,-21.1174
2016-03-31,-3.9616
2016-04-05,-12.0
2016-04-06,-1.5909
2016-04-18,1.2991
2016-04-19,16.3294
2016-04-21,-5.9285
2016-04-25,4.1667
2016-04-26,2.55
2016-05-12,-11.8479
2016-05-13,-7.0796
2016-05-16,0.0
2016-05-17,-7.9167
2016-05-20,-1.7452999999999999
2016-05-23,5.5921
2016-05-24,-3.2399
2016-05-25,-7.3406
2016-05-26,4.4128
2016-05-27,-1.8636
2016-05-31,1.119
2016-06-01,-3.4205
2016-06-03,0.0694
2016-06-06,1.4226
2016-06-07,9.4766
2016-06-09,-2.4375
2016-06-10,7.6233
2016-06-15,-4.7619
2016-06-22,10.0
2016-06-23,0.0
2016-06-24,-4.5455
2016-06-28,0.0
2016-06-29,4.7619
2016-06-30,5.3125
2016-07-05,7.2026
2016-07-13,3.5229
2016-07-15,7.5839
2016-07-26,-6.0099
2016-08-02,-4.6154
2016-08-04,2.8226
2016-08-05,1.1275
2016-08-09,-7.6345
2016-08-10,-2.3353
2016-08-11,-0.2687
2016-08-25,-13.7931
2016-08-29,-6.5
2016-08-30,7.4198
2016-08-31,3.547
2016-09-01,0.9615
2016-09-02,4.7619
2016-09-07,-9.0909
2016-09-12,13.6875
2016-09-28,2.9137
2016-09-30,-5.9829
2016-10-04,0.0
2016-10-06,0.0568
2016-10-12,-4.5997
2016-10-13,6.1012
2016-10-19,-4.8527000000000005
2016-11-01,1.3561
2016-11-02,-6.9226
2016-11-10,-10.0
2016-11-11,1.8403
2016-11-18,1.2955999999999999
2016-11-21,9.862
2016-11-25,-6.8627
2016-12-07,5.2632
2016-12-13,14.4062
2016-12-16,5.6269
2016-12-19,3.4394
2016-12-20,2.375
2016-12-28,6.1538
2017-01-06,-7.9825
2017-01-09,4.0
2017-01-11,0.0
2017-01-17,3.8462
2017-01-18,-3.7037
2017-01-23,-12.2356
2017-01-26,4.5193
2017-01-30,6.0797
2017-02-06,-3.9032
2017-02-07,-5.3985
2017-02-08,-5.2989
2017-02-13,7.2884
2017-02-14,1.8454000000000002
2017-02-17,-6.25
2017-02-21,-4.7059
2017-02-23,5.8201
2017-03-16,-15.5556
2017-03-17,0.0
2017-03-22,-10.526299999999999
2017-03-27,1.3971
2017-03-29,4.4235
2017-04-05,0.0
2017-04-10,11.1111
2017-04-26,-9.9375
2017-05-01,0.5899
2017-05-02,-2.7596
2017-05-23,2.8024
2017-06-05,-2.8295
2017-06-15,-9.0909
2017-06-16,-5.25
2017-06-23,-7.6517
2017-07-06,2.0714
2017-07-12,-2.0294
2017-07-19,6.3571
2017-08-04,-13.7676
2017-08-11,9.0343
2017-08-21,-14.2857
2017-08-24,-0.8333
2017-09-12,-15.1261
2017-09-13,-0.9901
2017-09-15,8.7
2017-09-18,-0.92
2017-09-19,0.1857
2017-09-20,-6.3021
2017-10-05,0.9891
2017-10-12,-5.7786
2017-10-16,14.3451
2017-10-20,-13.5455
2017-10-27,-5.3628
2017-11-06,11.1111
2017-11-07,-9.0
2017-11-08,0.3297
2017-11-16,-9.9671
2017-11-20,-1.6118999999999999
2017-11-21,-1.0819
2017-12-01,-3.125
2017-12-04,-10.1935
2017-12-08,-22.7011
2017-12-12,11.5242
2017-12-15,0.0
2017-12-18,13.3333
2017-12-22,-8.8235
2017-12-28,28.871
2017-12-29,-12.3905
2018-01-04,14.2857
2018-01-08,-5.75
2018-01-10,-2.7851
2018-01-12,-4.502
2018-01-19,0.0
2018-01-23,-12.857099999999999
2018-01-24,11.3115
2018-01-31,-14.2857
2018-02-01,3.0928
2018-02-02,-0.1667
2018-02-07,-6.5109
2018-02-08,-10.7143
2018-02-13,0.0
2018-02-15,-16.0
2018-02-16,6.1905
2018-02-22,12.1076
2018-03-13,-20.0
2018-04-17,-3.5
2018-04-18,-5.9585
2018-04-19,10.1928
2018-04-20,7.625
2018-04-25,-18.9315
2018-05-07,22.9226
2018-05-17,37.5291
2018-05-18,0.8475
2018-06-06,-4.7059
2018-06-08,-5.9965
2018-07-23,40.3377
2018-08-08,-3.8825
2018-08-09,-7.3892
2018-08-10,5.5043
2018-08-24,0.6312
2018-08-28,-17.0341
2018-09-10,-11.1111
2018-09-13,12.5
2018-09-14,-0.2415
2018-09-17,-8.2324
2018-09-21,-2.3747
2018-09-25,-2.3838
2018-09-26,4.657
2018-10-03,-10.582
2018-10-09,19.5266
2018-10-12,-0.9901
2018-10-15,-32.75
2018-10-16,44.2379
2018-10-18,-9.7938
2018-10-23,-19.1714
2018-10-24,0.7423
2018-10-26,5.2632
2018-10-29,-3.8333
2018-11-21,3.4662
2018-12-13,-12.8978
2018-12-17,-7.6923
2018-12-19,-6.25
2018-12-20,-3.6
2018-12-21,-2.7201
2018-12-24,-4.7156
2019-01-04,26.8341
2019-01-08,-5.9216
2019-01-10,3.3556
2019-01-22,-8.8526
2019-02-01,-4.469
2019-02-11,-8.7309
2019-02-14,-6.5973
2019-02-15,1.0867
2019-03-04,12.1096
2019-03-14,-4.1375
2019-03-28,-1.863
2019-04-02,3.8349
2019-04-16,12.4172
2019-07-09,-24.9072
2019-07-25,1.7442
2019-07-26,-0.2286
2019-08-07,-1.4576
2019-08-13,-21.8273
2019-08-27,-22.6766
2019-09-03,-9.1346
2019-09-24,32.8042
2019-09-27,-3.1873
2019-11-04,-21.3992
2019-11-21,-35.5497
2019-11-25,55.4833
2019-12-13,-22.675
2019-12-16,-0.5405
2019-12-27,59.4429
2020-01-06,17.1709
2020-02-06,-6.9091000000000005
2020-02-26,-17.9688
2020-02-27,-22.619
2020-03-17,-44.7385
2020-03-23,-11.147
2020-03-25,-7.6325
2020-03-31,3.27
2020-04-22,41.7685
2020-04-27,-11.9555
2020-05-12,12.3158
2020-05-18,41.518299999999996
2020-05-27,-32.4503
