ticker,SIPC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-14,33.3333
2000-01-20,50.0
2000-01-25,100.0
2000-02-02,-16.6667
2000-02-03,60.0
2000-02-10,0.0
2000-02-14,0.0
2000-02-22,-60.9375
2000-03-08,0.0
2000-06-13,12.0
2000-07-25,-71.4286
2000-08-29,200.0
2000-10-24,-66.6667
2000-11-16,0.0
2000-11-28,0.0
2000-12-01,0.0
2001-01-09,0.0
2001-01-23,0.0
2001-04-06,0.0
2001-04-17,0.0
2001-08-30,0.0
2001-09-04,0.0
2001-10-31,0.0
2001-11-01,0.0
2001-12-20,0.0
2001-12-21,0.0
2001-12-26,-50.0
2002-05-14,0.0
2002-06-06,0.0
2002-06-10,100.0
2002-10-11,-98.75
2002-12-12,3900.0
2002-12-27,-90.0
2003-07-29,0.0
2007-07-23,1900.0
2007-08-15,400.0
2007-11-13,4300.0
2007-11-14,14.5455
2007-11-21,-12.6984
2007-11-23,0.0
2007-11-26,1.8182
2007-11-27,-2.6786
2007-11-28,-0.9174
2007-11-29,-2.7778
2007-11-30,1.9048
2007-12-04,2.8037
2007-12-06,4.5455
2007-12-10,0.0
2007-12-11,0.0
2007-12-13,0.0
2007-12-14,0.0
2007-12-17,-0.8696
2007-12-18,-1.7544
2007-12-19,5.3571
2007-12-20,27.1186
2007-12-21,10.0
2007-12-24,0.0
2007-12-28,0.0
2007-12-31,-24.2424
2008-01-02,32.0
2008-01-07,-33.3333
2008-01-08,5.4545
2008-01-09,3.4483
2008-01-10,0.0
2008-01-11,4.1667
2008-01-14,-4.0
2008-01-16,0.0
2008-01-17,0.0
2008-01-18,0.0
2008-01-22,-4.1667
2008-01-25,9.5652
2008-02-01,23.0159
2008-02-05,-16.129
2008-02-07,0.0
2008-02-12,-7.6923
2008-02-13,0.0
2008-02-14,0.0
2008-02-15,0.0
2008-02-19,8.3333
2008-02-20,-15.3846
2008-02-21,0.0
2008-02-22,-9.0909
2008-02-25,0.0
2008-02-27,-9.0
2008-02-28,15.3846
2008-03-03,-5.7143
2008-03-04,6.0606
2008-03-10,-5.7143
2008-03-11,-8.0808
2008-03-13,-1.0989
2008-03-14,13.3333
2008-03-17,12.7451
2008-03-20,-21.7391
2008-03-24,0.0
2008-03-25,5.5556
2008-03-26,6.3158
2008-03-27,0.9901
2008-03-28,0.0
2008-03-31,1.9607999999999999
2008-04-01,-8.6538
2008-04-02,-1.0526
2008-04-03,7.4468
2008-04-04,-15.8416
2008-04-07,-41.1765
