ticker,CHNO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-06-29,400.0
2012-07-18,26.6667
2013-01-17,1163.1579
2013-01-22,-0.0833
2013-01-23,0.0
2013-01-24,0.0834
2013-01-30,-0.0833
2013-02-22,0.1668
2013-03-01,-0.0833
2013-03-06,0.0833
2013-03-08,0.0833
2013-04-16,107.9867
2013-06-20,4.0
2013-07-05,46.1538
2013-07-08,15.7895
2013-07-09,17.9545
2013-07-10,7.7071
2013-07-11,8.0501
2013-07-12,-12.4172
2013-07-15,-27.9773
2013-07-16,8.9239
2013-07-17,13.253
2013-07-18,3.1915
2013-07-19,7.2165
2013-07-22,11.9231
2013-07-23,-13.2302
2013-07-24,-10.099
2013-07-25,-6.6079
2013-07-26,-15.3302
2013-07-29,25.3482
2013-07-30,11.8194
2013-07-31,19.2398
2013-08-01,16.6667
2013-08-02,-4.2857
2013-08-05,-26.8657
2013-08-06,-32.2449
2013-08-07,-27.7108
2013-08-08,29.1667
2013-08-09,-12.9032
2013-08-12,-18.5185
2013-08-13,-31.8182
2013-08-14,27.0
2013-08-15,-13.3858
2013-08-16,3.0303
2013-08-19,11.1765
2013-08-20,11.1111
2013-08-21,-0.4762
2013-08-22,-4.3062000000000005
2013-08-23,0.0
2013-08-26,-9.5
2013-08-27,-11.6713
2013-08-28,9.4605
2013-08-29,2.5714
2013-08-30,-2.2284
2013-09-03,-0.8547
2013-09-04,-8.046
2013-09-05,-3.75
2013-09-06,3.8961
2013-09-09,-11.25
2013-09-10,-7.7465
2013-09-11,-16.0305
2013-09-12,-26.3636
2013-09-13,11.1111
2013-09-16,-11.1111
2013-09-17,-6.25
2013-09-18,-6.6667
2013-09-19,0.0
2013-09-20,-10.7143
2013-09-23,-15.2
2013-09-24,-22.6415
2013-09-25,9.7561
2013-09-26,11.1111
2013-09-27,-8.0
2013-09-30,6.5217
2013-10-01,0.0
2013-10-02,2.0408
2013-10-03,-10.0
2013-10-04,-2.2222
2013-10-07,2.2727
2013-10-08,10.0
2013-10-09,-9.0909
2013-10-10,0.0
2013-10-11,-10.8333
2013-10-14,-0.3115
2013-10-15,2.5
2013-10-16,0.0
2013-10-17,19.5122
2013-10-18,2.0408
2013-10-21,0.0
2013-10-22,-4.0
2013-10-23,0.0
2013-10-24,2.0833
2013-10-25,-5.102
2013-10-28,0.0
2013-10-29,0.0
2013-10-30,-11.828
2013-10-31,11.8902
2013-11-01,-10.6267
2013-11-04,0.0
2013-11-05,-7.3171
2013-11-06,-5.2632
