ticker,KOD US Equity
2019-02-26,1.3062
2019-02-27,0.1433
2019-02-28,0.1431
2019-03-01,1.0
2019-03-04,-1.1315
2019-03-05,-0.4292
2019-03-06,0.431
2019-03-07,-7.4392
2019-03-08,0.6182
2019-03-11,4.1475
2019-03-12,-1.7699
2019-03-13,4.3544
2019-03-14,0.7194
2019-03-15,-0.4286
2019-03-18,0.2869
2019-03-19,0.4292
2019-03-20,-0.4274
2019-03-21,-2.289
2019-03-22,-3.3675
2019-03-25,-2.5758
2019-03-26,8.8647
2019-03-27,-4.7143
2019-03-28,-0.7496
2019-03-29,-1.3595
2019-04-01,-1.2251
2019-04-02,-3.876
2019-04-03,1.7742
2019-04-04,8.5578
2019-04-05,-5.1095
2019-04-08,6.4615
2019-04-09,2.0231
2019-04-10,-0.9915
2019-04-11,2.3605
2019-04-12,-1.3277
2019-04-15,-1.1331
2019-04-16,0.5731
2019-04-17,-0.5698
2019-04-18,5.3009
2019-04-22,-2.585
2019-04-23,0.5587
2019-04-24,3.0556
2019-04-25,-0.9434
2019-04-26,0.8163
2019-04-29,-1.4845
2019-04-30,1.6438000000000001
2019-05-01,0.4043
2019-05-02,-0.2685
2019-05-03,1.6151
2019-05-06,-0.7947
2019-05-07,-3.2043
2019-05-08,2.6207000000000003
2019-05-09,0.4032
2019-05-10,0.2677
2019-05-13,-0.267
2019-05-14,0.4016
2019-05-15,2.9333
2019-05-16,12.1762
2019-05-17,4.0416
2019-05-20,-1.6648
2019-05-21,2.7088
2019-05-22,12.5275
2019-05-23,-2.3438
2019-05-24,-4.7
2019-05-28,0.7345
2019-05-29,3.5417
2019-05-30,-3.7223
2019-05-31,3.2393
2019-06-03,2.5304
2019-06-04,2.1718
2019-06-05,-1.256
2019-06-06,0.6849
2019-06-07,0.0
2019-06-10,12.7308
2019-06-11,-3.7069
2019-06-12,5.6401
2019-06-13,1.2711999999999999
2019-06-14,0.1674
2019-06-17,0.2506
2019-06-18,-2.5
2019-06-19,2.1368
2019-06-20,0.3347
2019-06-21,0.0834
2019-06-24,-4.25
2019-06-25,-0.7833
2019-06-26,0.5263
2019-06-27,-2.1814999999999998
2019-06-28,4.3711
2019-07-01,7.5214
2019-07-02,0.9539
2019-07-03,6.7717
2019-07-05,-2.5074
2019-07-08,-2.4962
2019-07-09,2.6377
2019-07-10,-0.3779
2019-07-11,0.3035
2019-07-12,5.9002
2019-07-15,0.3571
2019-07-16,1.2811
2019-07-17,-2.319
2019-07-18,1.9424000000000001
2019-07-19,2.6817
2019-07-22,2.8866
2019-07-23,-5.1436
2019-07-24,1.6197
2019-07-25,-16.4934
2019-07-26,5.3942
2019-07-29,0.7874
2019-07-30,-0.0781
2019-07-31,-3.7529
2019-08-01,4.3867
2019-08-02,-3.3463
2019-08-05,-7.7295
2019-08-06,3.7522
2019-08-07,-1.5979999999999999
2019-08-08,0.1709
2019-08-09,-1.2799
2019-08-12,-2.8522
2019-08-13,2.1352
2019-08-14,-9.9303
2019-08-15,-0.9671
2019-08-16,7.7148
2019-08-19,4.8051
2019-08-20,0.346
2019-08-21,4.0517
2019-08-22,-2.237
2019-08-23,-4.4068
2019-08-26,-0.3546
2019-08-27,-5.2491
2019-08-28,2.723
2019-08-29,2.7422
2019-08-30,-2.1352
2019-09-03,-1.0
2019-09-04,0.9183
2019-09-05,8.2803
2019-09-06,-2.521
2019-09-09,3.4483
2019-09-10,13.0
2019-09-11,2.5074
2019-09-12,1.0791
2019-09-13,6.6904
2019-09-16,17.2115
2019-09-17,-1.4229
2019-09-18,-3.0023
2019-09-19,-0.8333
2019-09-20,-0.12
2019-09-23,-1.3221
2019-09-24,-3.4714
2019-09-25,-5.6782
2019-09-26,-4.9498
2019-09-27,-0.9148
2019-09-30,2.1307
2019-10-01,4.0334
2019-10-02,-0.7353
2019-10-03,-1.9529
2019-10-04,-4.533
2019-10-07,4.8201
2019-10-08,0.6863
2019-10-09,5.726
2019-10-10,9.0264
2019-10-11,7.6286000000000005
2019-10-14,-3.0769
2019-10-15,6.8594
2019-10-16,6.5252
2019-10-17,0.249
2019-10-18,-1.8380999999999998
2019-10-21,1.7713
2019-10-22,3.1079
2019-10-23,-2.0979
2019-10-24,-0.8374
2019-10-25,6.4083
2019-10-28,1.774
2019-10-29,-0.5046
2019-10-30,-5.5325
2019-10-31,1.0737
2019-11-01,6.2289
2019-11-04,-1.3182
2019-11-05,-2.257
2019-11-06,2.4505
2019-11-07,1.196
2019-11-08,-0.4545
2019-11-11,6.3014
2019-11-12,-6.0997
2019-11-13,6.9533000000000005
2019-11-14,7.0145
2019-11-15,16.6267
2019-11-18,-0.9596
2019-11-19,5.0519
2019-11-20,6.2253
2019-11-21,-10.294599999999999
2019-11-22,-11.4241
2019-11-25,2.9659
2019-11-26,4.4154
2019-11-27,-1.0163
2019-11-29,8.5442
2019-12-02,72.4662
2019-12-03,-3.6239
2019-12-04,49.2073
2019-12-05,-12.2599
2019-12-06,0.0932
2019-12-09,5.3048
2019-12-10,-9.618500000000001
2019-12-11,2.3631
2019-12-12,0.1274
2019-12-13,0.8904
2019-12-16,5.8156
2019-12-17,6.0471
2019-12-18,-7.5
2019-12-19,1.4121000000000001
2019-12-20,0.3593
2019-12-23,-1.3874
2019-12-24,15.9607
2019-12-26,-0.9915
2019-12-27,-3.5051
2019-12-30,0.3824
2019-12-31,-2.1222
2020-01-02,-5.2953
2020-01-03,-0.6898
2020-01-06,0.0443
2020-01-07,-0.5761
2020-01-08,0.0149
2020-01-09,-0.5051
2020-01-10,3.5981
2020-01-13,-5.8222000000000005
2020-01-14,-4.0245
2020-01-15,1.2436
2020-01-16,2.2205
2020-01-17,1.7717
2020-01-21,-4.178
2020-01-22,1.2638
2020-01-23,2.9017
2020-01-24,-5.0182
2020-01-27,1.9792
2020-01-28,1.5495
2020-01-29,-1.5105
2020-01-30,-2.2848
2020-01-31,-2.1941
2020-02-03,3.0621
2020-02-04,6.7684
2020-02-05,-3.5119
2020-02-06,6.9556000000000004
2020-02-07,6.633
2020-02-10,-4.0974
2020-02-11,-10.3215
2020-02-12,1.0377
2020-02-13,-2.3186999999999998
2020-02-14,-4.4129
2020-02-18,-1.8
2020-02-19,1.6633
2020-02-20,-3.005
2020-02-21,0.3098
2020-02-24,4.2896
2020-02-25,-5.2155
2020-02-26,8.2972
2020-02-27,-7.6935
2020-02-28,11.0783
2020-03-02,5.8465
2020-03-03,-1.0338
2020-03-04,3.7457000000000003
2020-03-05,-5.3222
2020-03-06,-2.8867000000000003
2020-03-09,-5.679
2020-03-10,-2.6207000000000003
2020-03-11,-8.278
2020-03-12,-7.2981
2020-03-13,6.5304
2020-03-16,-24.1632
2020-03-17,3.0498
2020-03-18,-8.1328
2020-03-19,12.5458
2020-03-20,4.7708
2020-03-23,3.0653
2020-03-24,3.0172
2020-03-25,-2.887
2020-03-26,5.0194
2020-03-27,-1.8667
2020-03-30,4.6196
2020-03-31,-4.6953
2020-04-01,-10.3983
2020-04-02,2.2929
2020-04-03,-1.3495
2020-04-06,8.7874
2020-04-07,-8.2481
2020-04-08,8.1301
2020-04-09,8.8507
2020-04-13,-1.046
2020-04-14,6.1428
2020-04-15,-6.0879
2020-04-16,1.1804999999999999
2020-04-17,4.7459
2020-04-20,1.8312
2020-04-21,-4.2825
2020-04-22,-1.0459
2020-04-23,-4.9325
2020-04-24,8.9973
2020-04-27,-0.6045
2020-04-28,-1.2923
2020-04-29,9.0682
2020-04-30,-3.707
2020-05-01,-6.7278
2020-05-04,1.4151
2020-05-05,7.4225
2020-05-06,-0.6675
2020-05-07,0.6175
2020-05-08,2.87
2020-05-11,2.5619
2020-05-12,-4.6878
2020-05-13,-3.6618
2020-05-14,2.0868
2020-05-15,3.34
2020-05-18,3.2321
2020-05-19,-0.3251
2020-05-20,6.2993
2020-05-21,-0.5652
2020-05-22,0.0325
2020-05-26,-1.8831
2020-05-27,6.7505
2020-05-28,-2.8053
2020-05-29,3.0298
2020-06-01,-0.6036
2020-06-02,1.8218999999999999
2020-06-03,1.0093
2020-06-04,0.3028
2020-06-05,-7.3962
2020-06-08,1.8745
2020-06-09,2.992
2020-06-10,0.3728
2020-06-11,-8.7448
2020-06-12,-1.5265
2020-06-15,8.5084
2020-06-16,2.254
2020-06-17,-1.4902
2020-06-18,1.2764
2020-06-19,0.2334
2020-06-22,-8.3359
2020-06-23,4.1998
2020-06-24,-7.4923
2020-06-25,0.3338
2020-06-26,-7.2667
2020-06-29,1.3784
2020-06-30,0.8009
2020-07-01,-7.1508
2020-07-02,-3.3035
2020-07-06,3.6221
2020-07-07,-0.2185
2020-07-08,2.8264
2020-07-09,3.4455999999999998
2020-07-10,-1.2912
2020-07-13,-7.9620999999999995
2020-07-14,0.4531
2020-07-15,5.5567
2020-07-16,-6.6628
2020-07-17,2.206
2020-07-20,4.3779
2020-07-21,-6.7499
2020-07-22,0.1255
2020-07-23,-5.7668
2020-07-24,-0.1109
2020-07-27,4.3285
2020-07-28,-1.3191
2020-07-29,-0.2803
2020-07-30,2.6811
2020-07-31,-2.4426
