ticker,USWS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-05-16,0.5181
2017-05-17,0.0
2017-05-19,0.2062
2017-05-22,-0.2058
2017-05-24,-0.1031
2017-05-25,0.1032
2017-05-26,0.0
2017-05-30,0.9278
2017-06-05,-1.0738
2017-06-07,-0.1536
2017-06-08,0.0
2017-06-09,0.2068
2017-06-13,-0.3096
2017-06-14,0.207
2017-06-27,-0.3099
2017-06-28,0.0
2017-07-03,0.0
2017-07-05,0.1036
2017-07-07,0.207
2017-07-10,0.0
2017-07-11,0.1033
2017-07-12,-0.1032
2017-07-17,0.0
2017-07-18,0.0
2017-07-19,0.0
2017-07-20,0.0
2017-07-31,-0.0124
2017-08-02,0.0124
2017-08-03,0.0
2017-08-04,0.4132
2017-08-07,-0.4115
2017-08-08,0.0
2017-08-09,0.4132
2017-08-10,0.2058
2017-08-17,0.1027
2017-08-21,-0.3631
2017-08-25,0.2604
2017-08-28,-0.307
2017-08-31,0.206
2017-09-05,-0.3083
2017-09-07,0.3093
2017-09-08,-0.2055
2017-09-13,0.103
2017-09-14,0.2058
2017-09-15,-0.1992
2017-09-19,0.1996
2017-09-21,0.616
2017-09-25,0.0
2017-10-03,-0.7143
2017-10-09,-0.2055
2017-10-10,0.103
2017-10-11,0.0
2017-10-12,0.0
2017-10-13,0.0
2017-10-16,0.1019
2017-10-17,-0.1017
2017-10-19,0.0
2017-10-20,0.7191
2017-10-27,-0.4076
2017-10-31,-0.1026
2017-11-01,-0.1027
2017-11-06,0.1028
2017-11-08,-0.4107
2017-11-14,0.4124
2017-11-15,0.0
2017-11-16,0.0
2017-11-17,-0.308
2017-11-21,0.103
2017-11-28,0.1029
2017-12-01,0.0
2017-12-04,0.1028
2017-12-05,-0.1027
2017-12-07,-0.3083
2017-12-08,0.2062
2017-12-11,0.3086
2017-12-12,-0.1026
2017-12-13,0.0
2017-12-18,-0.1027
2017-12-19,0.0
2017-12-20,0.1028
2017-12-21,0.001
2017-12-28,0.4096
2017-12-29,-0.2045
2018-01-02,0.0
2018-01-05,0.1025
2018-01-09,-0.2037
2018-01-17,0.2041
2018-01-22,0.2047
2018-01-23,-0.2043
2018-01-29,-0.2047
2018-01-31,0.0
2018-02-01,0.0
2018-02-05,0.4103
2018-02-07,-0.3064
2018-02-08,0.3074
2018-02-09,-0.4086
2018-02-12,0.3077
2018-02-13,0.2045
2018-02-14,0.0
2018-02-15,0.0
2018-02-16,-0.2041
2018-02-26,-0.3067
2018-02-27,-0.2051
