ticker,NBIO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-12-31,920.0
2010-03-03,98.0392
2010-03-10,23.7624
2010-04-12,40.0
2010-08-12,14.2857
2010-08-16,25.0
2010-08-24,20.0
2012-03-09,-94.1667
2012-03-20,-71.4286
2012-06-06,20.0
2014-08-05,1583.3333
2014-09-24,0.0
2015-01-12,23.7624
2015-02-03,12.0
2015-02-04,7.1429
2015-02-06,6.6667
2015-02-10,-50.0
2015-02-13,25.0
2015-02-25,25.0
2015-02-26,0.0
2015-02-27,-20.0
2015-03-25,0.0
2015-03-31,10.0
2015-04-01,-4.5455
2015-04-07,0.0
2015-04-09,18.0952
2015-04-10,16.9355
2015-04-13,-9.6552
2015-04-14,11.4504
2015-04-15,0.6849
2015-04-16,-8.8435
2015-04-17,-1.4925
2015-04-21,0.0
2015-04-23,6.0606
2015-04-27,-3.5714
2015-04-28,6.6667
2015-04-30,-7.5
2015-05-04,0.6006
2015-05-06,6.7164
2015-05-07,-0.0699
2015-05-08,1.4696
2015-05-12,-0.6897
2015-05-13,1.3889
2015-05-14,0.0
2015-05-15,0.0
2015-05-18,-8.6301
2015-05-20,4.1979
2015-05-26,5.036
2015-06-02,-4.1096
2015-06-03,2.8571
2015-06-05,1.3889
2015-06-09,0.6849
2015-06-11,-0.6803
2015-06-12,0.6849
2015-06-15,0.0
2015-06-22,-1.3605
2015-06-25,3.4483
2015-06-26,0.6667
2015-07-01,-3.9735
2015-07-07,5.5172
2015-07-10,-5.2288
2015-07-13,0.0
2015-07-14,3.4483
2015-07-16,0.0
2015-07-17,0.0
2015-07-20,6.6667
2015-07-21,-5.625
2015-07-22,1.3245
2015-07-23,0.6536
2015-07-24,3.8961
2015-07-28,-0.625
2015-07-29,0.6289
2015-08-03,-6.25
2015-08-10,-3.3333
2015-08-12,-6.8966
2015-08-13,11.1111
2015-08-14,-6.6667
2015-08-17,6.4286
2015-08-18,-0.6711
2015-08-19,1.3514
2015-08-20,-2.0
2015-08-21,-1.3605
2015-08-25,4.1379
2015-08-27,-3.9735
2015-09-16,-51.7241
2015-09-17,-14.2857
2015-09-18,41.6667
2015-09-21,-11.7647
2015-09-22,-20.0
2015-09-23,-8.3333
2015-09-24,-7.2727
2015-09-25,-41.1765
2015-09-28,0.0
2015-10-07,-50.0
2015-10-08,33.3333
2015-10-12,25.0
2015-10-14,-19.75
2015-10-15,0.0
2015-10-16,74.4548
2015-10-19,-40.0
2015-10-20,-2.3810000000000002
2015-10-21,7.3171
