ticker,YGYI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-10-05,-11.1111
2009-10-06,0.0
2009-10-07,-6.25
2009-10-08,-6.6667
2009-10-09,14.2857
2009-10-12,-6.25
2009-10-13,0.0
2009-10-14,6.6667
2009-10-15,12.5
2009-10-16,-5.5556
2009-10-19,0.0
2009-10-20,0.0
2009-10-21,-11.7647
2009-10-22,-6.6667
2009-10-23,0.0
2009-10-26,-7.1429
2009-10-27,38.4615
2009-10-28,-16.6667
2009-10-29,0.0
2009-10-30,20.0
2009-11-02,-5.5556
2009-11-03,-17.647100000000002
2009-11-04,14.2857
2009-11-05,0.0
2009-11-06,6.25
2009-11-09,-5.8824
2009-11-10,-6.25
2009-11-11,6.6667
2009-11-13,0.0
2009-11-16,0.0
2009-11-18,-10.625
2009-11-19,4.8951
2009-11-20,-6.6667
2009-11-23,14.2857
2009-11-24,0.0
2009-11-25,6.25
2009-11-27,-23.5294
2009-11-30,30.7692
2009-12-01,-23.5294
2009-12-02,0.0
2009-12-03,0.7692
2009-12-04,3.8167999999999997
2009-12-07,-4.4118
2009-12-08,0.0
2009-12-09,2.3077
2009-12-10,27.8195
2009-12-11,0.0
2009-12-14,0.0
2009-12-15,-21.1765
2009-12-16,8.209
2009-12-17,0.0
2009-12-18,2.069
2009-12-21,0.0
2009-12-22,-12.1622
2009-12-23,26.9231
2009-12-24,-3.0303
2009-12-28,-9.375
2009-12-29,10.3448
2009-12-30,-12.5
2009-12-31,-3.5714
2010-01-04,11.1111
2010-01-05,-11.3333
2010-01-06,-2.2556
2010-01-07,0.0
2010-01-08,14.6154
2010-01-11,-12.7517
2010-01-12,7.6923
2010-01-13,-13.5714
2010-01-14,7.438
2010-01-15,-6.1538
2010-01-19,0.8197
2010-01-20,-3.252
2010-01-21,-7.563
2010-01-22,9.0909
2010-01-25,0.0
2010-01-26,15.4167
2010-01-27,-33.574
2010-01-28,-7.6087
2010-01-29,25.8824
2010-02-01,-6.5421
2010-02-02,0.0
2010-02-03,0.0
2010-02-04,-10.0
2010-02-05,11.1111
2010-02-08,-30.0
2010-02-09,21.25
2010-02-10,-5.7437000000000005
2010-02-11,5.0
2010-02-12,19.0476
2010-02-16,-20.0
2010-02-17,-6.25
2010-02-18,32.0
2010-02-19,-24.2424
2010-02-22,24.0
2010-02-23,-24.7312
2010-02-24,2.8571
2010-02-25,0.0
2010-02-26,12.5
2010-03-01,-1.2346
2010-03-02,-25.0
2010-03-03,-16.6667
2010-03-04,0.0
