ticker,IDVV US Equity
2017-12-18,1.0204
2017-12-19,0.0
2017-12-20,0.0
2017-12-21,-3.0303
2017-12-26,7.2917
2017-12-28,-3.8834999999999997
2017-12-29,1.0101
2018-01-02,15.0
2018-01-03,4.3478
2018-01-04,25.0
2018-01-05,-3.2533
2018-01-08,-44.1841
2018-01-10,26.6173
2018-01-11,3.5491
2018-01-16,-34.0866
2018-01-17,5.1429
2018-01-18,11.3451
2018-01-19,-3.856
2018-01-23,5.3433
2018-01-24,-3.6145
2018-01-25,0.0
2018-01-26,18.75
2018-01-29,-5.2632
2018-01-30,-37.7778
2018-01-31,55.1786
2018-02-02,-10.9873
2018-02-05,-27.6037
2018-02-08,-1.7856999999999998
2018-02-09,-1.8182
2018-02-12,-35.1852
2018-02-14,-11.4286
2018-02-15,73.7419
2018-02-16,0.0
2018-02-20,7.6866
2018-02-21,10.3448
2018-02-26,-37.5
2018-02-27,25.0
2018-03-01,-37.6
2018-03-02,60.2564
2018-03-08,2.0
2018-03-12,-39.2157
2018-03-13,38.7097
2018-03-14,2.3256
2018-03-15,0.0
2018-03-19,-13.6364
2018-03-20,-21.0526
2018-03-22,-44.6667
2018-03-23,2.4096
2018-03-26,38.2353
2018-03-27,40.4255
2018-03-28,-0.6061
2018-03-29,-3.0793
2018-04-02,-5.6307
2018-04-03,10.0
2018-04-05,24.2424
2018-04-06,0.0
2018-04-09,-8.7805
2018-04-10,45.4545
2018-04-11,9.9265
2018-04-12,-8.0268
2018-04-13,8.7273
2018-04-16,43.5117
2018-04-17,-0.9555
2018-04-18,-12.9176
2018-04-19,-5.431
2018-04-20,-42.8571
2018-04-23,60.0
2018-04-25,-6.25
2018-04-27,-35.1667
2018-04-30,-20.3085
2018-05-01,61.2903
2018-05-02,-5.24
2018-05-09,5.5298
2018-05-10,-4.6
2018-05-11,-0.4193
2018-05-14,-1.0526
2018-05-15,-33.617
2018-05-16,38.4615
2018-05-21,-7.4074
2018-05-22,0.0
2018-05-23,-10.0
2018-05-24,16.6667
2018-05-25,-4.7619
2018-05-29,-31.25
2018-05-30,9.0182
2018-05-31,36.7578
2018-06-01,-31.7073
2018-06-04,32.8571
2018-06-05,-22.5269
2018-06-06,38.7925
2018-06-07,-12.5
2018-06-08,0.0
2018-06-11,14.2857
2018-06-12,-25.0
2018-06-13,3.3333
2018-06-14,19.3548
2018-06-15,0.0
2018-06-18,-18.9189
2018-06-19,-4.5
2018-06-20,-5.0611
2018-06-21,28.6765
2018-06-22,42.8571
2018-06-25,100.0
2018-06-26,-5.0
2018-06-27,5.2632
2018-06-28,-13.75
2018-06-29,3.1884
2018-07-02,-4.4944
2018-07-03,5.8824
2018-07-05,1.6667
2018-07-06,1.6393
2018-07-09,6.9892
2018-07-10,-9.5477
2018-07-11,20.8889
2018-07-12,-17.3254
2018-07-13,-17.7321
2018-07-16,8.1081
2018-07-17,0.0
2018-07-18,8.625
2018-07-19,-7.8251
2018-07-20,-0.1248
2018-07-23,0.0
2018-07-24,0.0
2018-07-25,0.0
2018-07-26,0.0
2018-07-27,0.0
2018-07-30,15.0
2018-07-31,-17.4457
2018-08-01,5.3325
2018-08-02,24.875
2018-08-03,0.0
2018-08-06,-4.6046
2018-08-07,15.32
2018-08-08,-15.8326
2018-08-09,8.1081
2018-08-10,-2.0
2018-08-13,-3.551
2018-08-14,-31.2315
2018-08-15,27.0
2018-08-16,5.3907
2018-08-17,1.1494
2018-08-20,0.5682
2018-08-21,-17.7966
2018-08-22,8.5911
2018-08-24,-11.3924
2018-08-27,-2.0
2018-08-28,-26.9679
2018-08-29,2.3752
2018-08-30,-2.5151
2018-08-31,0.0
2018-09-04,-20.0
2018-09-06,-3.775
2018-09-07,57.4695
2018-09-10,-34.0043
2018-09-11,-25.0
2018-09-12,11.6667
2018-09-13,-10.7463
2018-09-14,1.6722000000000001
2018-09-17,0.1974
2018-09-18,-4.7932
2018-09-19,-13.7931
2018-09-20,11.6
2018-09-21,4.8746
2018-09-24,0.1367
2018-09-25,15.3584
2018-09-26,-11.2426
2018-09-27,33.0
2018-09-28,-12.2807
2018-10-01,0.0
2018-10-02,14.2857
2018-10-04,0.0
2018-10-05,-12.5
2018-10-08,0.0
2018-10-12,-14.2857
2018-10-15,15.0
2018-10-16,-4.3478
2018-10-17,2.1212
2018-10-22,-34.4214
2018-10-23,12.6697
2018-10-24,60.6426
2018-10-25,-34.75
2018-10-26,0.0
2018-10-29,27.8161
2018-10-30,-7.0743
2018-10-31,-19.3548
2018-11-01,0.0
2018-11-02,0.0
2018-11-05,36.0
2018-11-06,44.1176
2018-11-07,-41.2245
2018-11-08,42.3611
2018-11-09,-13.7805
2018-11-12,-15.1344
2018-11-13,-1.6667
2018-11-14,0.0
2018-11-16,19.661
2018-11-19,-15.0142
2018-11-20,-28.3333
2018-11-21,11.6279
2018-11-23,0.0
2018-11-26,25.0
2018-11-27,0.0
2018-11-28,1.3333
2018-11-29,-17.7632
2018-11-30,13.2
2018-12-03,-18.0212
2018-12-04,-18.1034
2018-12-06,26.3158
2018-12-07,-16.6667
2018-12-10,-5.0
2018-12-11,-4.4737
2018-12-12,-6.3361
2018-12-18,10.5882
2018-12-19,-36.383
2018-12-20,50.5017
2018-12-21,-26.0
2018-12-24,35.1351
2018-12-26,-27.7778
2018-12-28,37.6923
2018-12-31,-10.1676
2019-01-02,2.6119
2019-01-03,1.8182
2019-01-04,70.8333
2019-01-07,32.4042
2019-01-08,-7.8947
2019-01-09,-24.2857
2019-01-10,-20.7547
2019-01-11,2.3810000000000002
2019-01-14,-9.3023
2019-01-15,-2.5641
2019-01-16,18.4211
2019-01-17,-11.1111
2019-01-18,8.0
2019-01-22,-12.1296
2019-01-23,4.8472
2019-01-24,16.5829
2019-01-25,-18.9655
2019-01-28,-20.2128
2019-01-29,28.0
2019-01-30,-23.9583
2019-01-31,12.3288
2019-02-01,21.9512
2019-02-04,-17.0
2019-02-05,2.4096
2019-02-06,-11.1765
2019-02-07,20.5298
2019-02-08,-7.9121
2019-02-11,10.8294
2019-02-12,-11.1709
2019-02-13,-6.0606
2019-02-14,31.6129
2019-02-15,54.4118
2019-02-19,-36.5079
2019-02-20,10.0
2019-02-21,2.2727
2019-02-22,-20.0
2019-02-25,-5.0
2019-02-26,-0.5848
2019-02-27,9.4118
2019-02-28,-17.2043
2019-03-01,0.0
2019-03-04,0.0
2019-03-05,10.357099999999999
2019-03-06,-8.7967
2019-03-07,-3.2258
2019-03-08,-4.4667
2019-03-11,-36.4969
2019-03-12,10.989
2019-03-13,27.7228
2019-03-14,-16.2791
2019-03-15,0.0
2019-03-18,1.8519
2019-03-19,-10.0
2019-03-20,-17.1717
2019-03-21,34.1463
2019-03-22,-12.7273
2019-03-25,18.75
2019-03-26,-21.9298
2019-03-28,12.3596
2019-03-29,-28.0
2019-04-01,18.0556
2019-04-02,0.0
2019-04-03,0.0
2019-04-04,5.8824
2019-04-05,0.0
2019-04-09,-0.2222
2019-04-15,-16.4811
2019-04-16,-4.2133
2019-04-17,25.2784
2019-04-18,-22.2222
2019-04-22,30.0
2019-04-23,0.9341
2019-04-25,-12.9015
2019-04-26,-6.25
2019-04-29,0.0
2019-04-30,0.0
2019-05-01,33.3333
2019-05-02,30.0
2019-05-03,63.9077
2019-05-06,-1.4455
2019-05-07,-2.7143
2019-05-08,-2.1047
2019-05-09,12.5
2019-05-10,-8.4444
2019-05-13,-3.6893000000000002
2019-05-14,-34.4758
2019-05-15,-1.1538
2019-05-16,0.5447
2019-05-21,0.0
2019-05-22,-0.5418
2019-05-23,63.4241
2019-05-24,-28.5714
2019-05-28,33.3333
2019-05-29,16.0
2019-05-30,-13.7931
2019-05-31,-4.4
2019-06-03,4.6025
2019-06-04,22.25
2019-06-05,-45.6033
2019-06-06,-3.7594
2019-06-07,13.0313
2019-06-10,2.9859
2019-06-11,-5.3356
2019-06-12,5.6363
2019-06-13,-4.7315000000000005
2019-06-14,40.8947
2019-06-17,-22.0
2019-06-18,-16.9872
2019-06-19,33.7452
2019-06-20,-24.6651
2019-06-21,45.6162
2019-06-27,-32.1053
2019-06-28,26.3566
2019-07-01,-20.8589
2019-07-02,26.3566
2019-07-03,-22.6994
2019-07-11,-5.5556
2019-07-12,-2.521
2019-07-15,-7.2844999999999995
2019-07-16,14.3654
2019-07-17,-0.748
2019-07-18,-0.8847
2019-07-19,8.2645
2019-07-22,-1.5267
2019-07-23,0.0
2019-07-24,6.9767
2019-07-25,-0.8116
2019-07-29,-17.9719
2019-07-30,4.7382
2019-08-01,-2.2109
2019-08-02,-0.8696
2019-08-05,2.1053
2019-08-06,-6.7869
2019-08-07,0.4608
2019-08-08,-13.9908
2019-08-09,0.9067
2019-08-12,-3.0867
2019-08-13,-29.1012
2019-08-14,6.4615
2019-08-15,15.6069
2019-08-16,5.0
2019-08-19,-1.1905000000000001
2019-08-27,18.0723
2019-08-28,-2.4082
2019-08-29,-8.0719
2019-08-30,13.7398
2019-09-03,58.0
2019-09-04,-46.2025
2019-09-05,-20.0
2019-09-06,-11.7647
2019-09-09,-8.3333
2019-09-10,-5.4545
2019-09-11,15.3846
2019-09-12,-8.3333
2019-09-13,45.4545
2019-09-16,5.0
2019-09-17,0.0
2019-09-18,-16.6667
2019-09-19,-20.0
2019-09-20,7.1429
2019-09-23,33.3333
2019-09-24,-2.5
2019-09-25,-29.4872
2019-09-26,0.0
2019-09-27,36.3636
2019-09-30,-37.3333
2019-10-02,48.9362
2019-10-03,-1.4285999999999999
2019-10-09,-23.1884
2019-10-10,-17.3585
2019-10-14,43.8356
2019-10-15,-36.5079
2019-10-16,0.0
2019-10-17,0.0
2019-10-22,-20.0
2019-10-25,12.5
2019-10-31,0.5556
2019-11-04,-17.1271
2019-11-07,0.0
2019-11-11,0.0
2019-11-15,33.3333
2019-11-20,-22.5
2019-11-25,61.2903
2019-12-06,-40.0
2019-12-09,5.0667
2019-12-10,4.6954
2019-12-12,-9.0909
2019-12-17,1.6667
2019-12-24,-1.6393
2019-12-26,0.0
2020-01-08,19.0
2020-01-23,9.2437
2020-01-27,17.9487
2020-01-31,-15.2174
2020-02-03,28.2051
2020-02-13,-38.0
2020-02-19,61.2903
2020-02-24,-38.0
2020-02-26,30.6452
2020-03-16,-85.1852
2020-04-20,316.6667
2020-04-22,-44.0
2020-04-28,7.1429
2020-05-01,0.0
2020-05-04,0.0
2020-05-18,-6.6667
2020-05-20,62.5
2020-05-27,-34.0659
2020-06-08,0.0
2020-06-17,66.6667
2020-06-24,0.0
2020-06-29,0.0
2020-07-13,52.0
2020-07-20,-8.5526
2020-07-21,15.1079
2020-07-22,-12.5
2020-07-27,83.5714
2020-07-29,-36.1868
2020-07-30,167.561
2020-07-31,-3.5096
