ticker,RDAR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-01-16,10.0
2013-01-17,1.2987
2013-01-18,8.9744
2013-01-23,11.7647
2013-01-24,15.7895
2013-01-28,-4.5455
2013-01-29,4.7619
2013-01-30,0.0
2013-01-31,0.0
2013-02-01,0.0
2013-02-05,0.0
2013-02-07,18.1818
2013-02-08,0.0
2013-02-20,0.0
2013-02-22,4.6154
2013-02-26,-2.9412000000000003
2013-03-06,-5.303
2013-03-08,8.0
2013-03-12,0.0
2013-03-15,-3.7037
2013-03-18,3.8462
2013-03-19,-11.1111
2013-03-27,-4.1667
2013-04-01,-13.0435
2013-04-08,5.0
2013-04-09,9.5238
2013-04-15,-12.1739
2013-04-19,-0.9901
2013-04-25,10.0
2013-04-26,-9.0909
2013-05-02,0.0
2013-05-03,1.0
2013-05-06,6.9307
2013-05-07,0.9259
2013-05-08,0.9174
2013-05-09,4.5455
2013-05-10,1.7391
2013-05-13,-5.9829
2013-05-14,3.6364
2013-05-15,0.8772
2013-05-16,-6.9565
2013-05-17,0.0
2013-05-20,8.411200000000001
2013-05-21,-0.8621
2013-05-22,-2.6087
2013-05-23,-9.8214
2013-05-24,-1.9802
2013-05-28,-9.0909
2013-05-29,-5.5556
2013-05-30,5.8824
2013-05-31,-3.3333
2013-06-03,3.4483
2013-06-04,-2.2222
2013-06-05,0.0
2013-06-07,-45.4545
2013-06-10,0.0
2013-06-11,66.6667
2013-06-12,-25.0
2013-06-13,0.0
2013-06-17,0.0
2013-06-24,0.0
2013-06-27,-1.6667
2013-07-08,0.0
2013-07-16,1.6949
2013-07-18,0.0
2013-07-23,0.0
2013-08-01,0.0
2013-08-05,-45.0
2013-08-12,-9.0909
2013-08-13,-33.3333
2013-08-15,50.0
2013-08-16,70.0
2013-08-19,0.0
2013-08-20,0.0
2013-08-21,0.0
2013-08-26,0.0
2013-08-30,3.9215999999999998
2013-09-03,-22.6415
2013-09-05,29.2683
2013-09-09,3.7736
2013-09-16,-21.8182
2013-09-17,9.3023
2013-09-18,17.0213
2013-09-19,0.0
2013-09-20,1.8182
2013-09-25,0.0
2013-09-26,-23.2143
2013-09-27,-24.4186
2013-09-30,3.0769
2013-10-01,-2.9851
2013-10-02,69.2308
2013-10-03,9.0909
2013-10-04,50.0
2013-10-07,0.0
2013-10-08,8.8889
2013-10-09,-16.3265
2013-10-10,0.0
2013-10-11,0.0
2013-10-14,-1.2195
2013-10-16,-24.6759
2013-10-17,-1.639
2013-10-21,16.6424
