ticker,WLYW US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-12-06,20.0
2013-12-30,83.3333
2013-12-31,0.0
2014-01-03,-27.2727
2014-01-06,-22.5
2014-01-08,-35.4839
2014-01-17,175.0
2014-01-24,0.0
2014-01-27,36.3636
2014-01-30,-1.3333
2014-02-03,-25.6757
2014-02-04,-27.2727
2014-02-05,37.5
2014-02-06,0.0
2014-02-10,0.0
2014-02-12,9.0909
2014-02-27,-41.6667
2014-02-28,97.1429
2014-03-04,-56.5217
2014-03-05,100.0
2014-03-06,-50.0
2014-03-07,66.6667
2014-03-10,-44.0
2014-03-11,92.8571
2014-03-12,-44.4444
2014-03-13,33.3333
2014-03-14,-10.0
2014-03-17,-11.1111
2014-03-18,21.8359
2014-03-19,2.597
2014-03-20,0.0
2014-03-21,-1.25
2014-03-25,0.0
2014-03-28,-16.4557
2014-03-31,19.6591
2014-04-01,-17.6163
2014-04-02,7.5889
2014-04-03,-11.4286
2014-04-04,0.0
2014-04-07,-9.6774
2014-04-08,17.8571
2014-04-09,-9.0909
2014-04-10,-15.0
2014-04-11,9.8039
2014-04-14,17.8125
2014-04-15,-27.2452
2014-04-16,-8.3854
2014-04-17,-9.0392
2014-04-22,10.0
2014-04-23,-9.0909
2014-04-25,0.0
2014-04-29,0.0
2014-04-30,0.0
2014-05-01,-22.5
2014-05-02,29.0323
2014-05-05,0.0
2014-05-06,-22.5
2014-05-07,29.0323
2014-05-08,0.0
2014-05-09,0.0
2014-05-12,-25.0
2014-05-13,0.0
2014-05-14,-3.3333
2014-05-15,3.4483
2014-05-16,33.3333
2014-05-19,10.0
2014-05-20,-9.0909
2014-05-21,0.0
2014-05-22,-15.0
2014-05-23,11.7647
2014-05-27,-15.7895
2014-05-28,-6.25
2014-05-30,26.5833
2014-06-02,-26.2673
2014-06-03,-3.5714
2014-06-04,11.1111
2014-06-05,-20.0
2014-06-06,-33.4375
2014-06-09,-11.1111
2014-06-10,1.4085
2014-06-11,4.1667
2014-06-16,20.0
2014-06-17,1.1111
2014-06-18,2.1978
2014-06-19,-0.9409
2014-06-20,30.2578
2014-06-23,-40.5729
2014-06-24,0.0
2014-06-25,0.0
2014-06-26,13.5846
2014-06-27,-11.9599
2014-06-30,-13.0587
2014-07-01,12.9032
2014-07-02,-11.25
2014-07-03,0.0
2014-07-07,0.0
2014-07-08,36.8209
2014-07-09,-26.9118
2014-07-10,0.0
2014-07-11,0.0
2014-07-14,0.0
2014-07-15,0.0
2014-07-16,0.6036
