ticker,WLYW US Equity
2014-07-17,-0.6
2014-07-18,0.0
2014-07-21,0.0
2014-07-22,0.0
2014-07-23,-3.4205
2014-07-24,0.0
2014-07-25,-5.0
2014-07-28,0.0
2014-07-29,0.0
2014-07-30,0.0
2014-07-31,0.0
2014-08-01,0.0
2014-08-04,0.0
2014-08-05,0.0
2014-08-06,-12.2807
2014-08-07,-20.0
2014-08-08,0.0
2014-08-11,-7.5
2014-08-12,8.1081
2014-08-13,12.5
2014-08-14,-8.8889
2014-08-15,0.3049
2014-08-18,-0.304
2014-08-19,-14.3293
2014-08-20,-3.2028
2014-08-21,45.9559
2014-08-22,-25.4408
2014-08-25,4.8986
2014-08-26,-12.3994
2014-08-27,0.0
2014-08-28,31.9853
2014-08-29,-1.9499
2014-09-02,-29.5455
2014-09-03,0.0
2014-09-04,0.0
2014-09-05,17.3387
2014-09-08,-14.433
2014-09-09,1.2048
2014-09-10,0.0
2014-09-11,0.0
2014-09-12,0.0
2014-09-15,23.8095
2014-09-16,-19.2308
2014-09-17,0.0
2014-09-18,0.0
2014-09-19,-3.1746
2014-09-22,-11.0656
2014-09-23,-0.4608
2014-09-24,-7.4074
2014-09-25,0.0
2014-09-26,0.0
2014-09-29,-8.0
2014-09-30,8.6957
2014-10-01,0.0
2014-10-02,0.0
2014-10-03,0.0
2014-10-06,-4.0
2014-10-07,0.0
2014-10-08,0.0
2014-10-09,-12.5
2014-10-10,-4.7619
2014-10-13,2.5
2014-10-16,0.0
2014-10-20,12.1951
2014-10-30,4.3478
2014-11-03,4.1667
2014-11-05,8.0
2014-11-06,0.0
2014-11-13,0.0
2014-11-18,-14.8148
2014-11-25,0.0
2014-11-26,-13.0435
2014-12-01,0.0
2014-12-03,0.0
2014-12-05,0.0
2014-12-08,-15.0
2014-12-11,0.0
2014-12-15,0.0
2014-12-17,-10.6618
2014-12-19,12.7572
2014-12-26,-0.7299
2014-12-29,-11.7647
2014-12-30,59.1667
2015-01-06,-37.1728
2015-01-12,-20.0
2015-01-30,50.0
2015-03-04,-33.3333
2015-03-24,0.0
2015-03-31,41.6667
2015-04-15,-52.9412
2015-04-23,-23.4375
2015-04-30,63.2653
2015-05-13,-38.75
2015-05-19,0.0
2015-06-02,-10.2041
2015-06-17,-9.0909
2015-06-24,70.0
2015-06-25,17.647100000000002
2015-06-26,-15.0
2015-06-29,-11.7647
2015-06-30,-4.1667
2015-07-01,0.0
2015-07-06,-16.5217
2015-07-07,0.0
2015-07-13,0.0
2015-07-20,0.0
2015-07-22,-38.5417
2015-07-23,35.5932
2015-07-24,-40.0
2015-08-04,0.0
2015-08-07,0.0
2015-09-02,-12.5
2015-09-28,0.0
2015-10-02,0.0
2015-10-05,-19.0476
2015-10-06,0.0
2015-10-09,0.0
2015-10-30,0.0
2015-11-12,0.0
2015-11-19,0.0
2015-12-14,0.0
2015-12-18,-5.8824
2015-12-28,0.0
2016-01-20,-18.75
2016-01-21,-15.3846
2016-02-02,-18.1818
2016-02-23,0.0
2016-02-29,0.0
2016-03-15,0.0
2016-03-31,0.0
2016-04-14,0.0
2016-05-13,0.0
2016-05-17,0.0
2016-05-23,-44.4444
2016-07-13,30.0
2016-08-05,-23.0769
2016-08-11,10.0
2016-08-16,118.1818
2016-09-13,-20.8333
2016-11-01,0.0
2016-11-17,57.8947
2016-11-29,-33.3333
2016-12-05,-5.0
2016-12-28,0.0
2016-12-29,0.0
2017-01-23,0.0
2017-02-01,68.4211
2017-02-03,-25.0
2017-03-03,33.3333
2017-03-20,81.25
2017-04-03,-68.9655
2017-04-11,16.6667
2017-06-05,14.2857
2017-06-20,14.0
2017-07-05,-12.2807
2017-07-11,-21.6667
2017-07-17,2.1277
2017-07-21,0.0
2017-08-07,-50.0
2017-08-22,33.3333
2017-08-31,0.0
2017-10-13,-12.5
2017-10-24,0.0
2017-12-08,14.2857
2017-12-13,175.0
2017-12-14,0.0
2017-12-20,-9.0909
2018-01-08,0.0
2018-01-09,75.0
2018-01-10,-20.8571
2018-01-11,116.6065
2018-01-12,-61.5
2018-01-16,159.7403
2018-01-17,-35.0
2018-01-18,-35.8974
2018-01-19,20.0
2018-01-22,16.6667
2018-01-23,-65.7143
2018-01-29,66.6667
2018-01-30,4.5
2018-02-05,-4.3062000000000005
2018-02-07,0.0
2018-02-08,-40.0
2018-02-13,141.6667
2018-02-14,0.0
2018-02-28,-58.6207
2018-03-13,0.0
2018-03-16,66.6667
2018-03-19,0.0
2018-03-20,-40.0
2018-03-22,0.0
2018-03-23,0.0
2018-04-04,0.0
2018-04-23,60.0
2018-05-02,-47.9167
2018-05-07,20.0
2018-05-09,0.0
2018-05-11,120.0
2018-06-08,-50.7576
2018-06-11,38.4615
2018-06-12,-5.5556
2018-07-05,11.7647
2018-08-03,-36.8421
2018-08-08,0.0
2018-08-17,0.0
2018-08-27,0.0
2018-08-29,0.0
2018-09-11,0.0
2018-09-12,733.3333
2018-09-13,-18.0
2018-09-14,21.9512
2018-09-17,-35.3
2018-09-18,-69.0881
2018-09-19,0.0
2018-09-20,35.0
2018-09-21,-39.6296
2018-09-24,22.6994
2018-09-25,75.0
2018-09-26,-48.5714
2018-10-03,0.0
2018-10-10,0.0
2018-10-11,33.3333
2018-10-16,-33.3333
2018-10-18,0.0
2018-10-19,43.75
2018-10-22,-30.4348
2018-10-26,37.5
2018-11-15,-27.2727
2018-11-26,-6.25
2018-12-17,0.0
2018-12-21,5.3333
2019-01-09,-5.0633
2019-01-15,0.0
2019-01-28,0.0
2019-01-30,53.3333
2019-02-01,-13.0435
2019-03-06,0.0
2019-03-08,0.0
2019-04-05,-15.0
2019-04-09,0.0
2019-04-16,0.0
2019-04-18,0.0
2019-05-01,76.4706
2019-05-07,0.0
2019-05-14,-43.3333
2019-06-05,0.0
2019-06-10,0.0
2019-06-24,76.4706
2019-07-08,0.0
2019-07-09,0.0
2019-08-08,0.0
2019-08-16,-16.6667
2019-08-20,0.0
2019-08-22,20.0
2019-08-29,0.0
2019-09-12,-26.6667
2019-09-17,-7.0455
2019-10-03,7.5795
2019-10-04,-18.1818
2019-10-16,0.0
2019-11-05,-11.1111
2019-11-07,212.5
2019-11-08,-10.0
2019-11-12,-44.4444
2019-11-13,68.0
2019-11-14,-38.0952
2019-11-22,-3.8462
2020-01-29,14.8
2020-01-30,-9.4077
2020-02-06,0.0
2020-02-07,0.0
2020-03-06,0.0
2020-03-23,0.0
2020-03-25,0.0
2020-04-15,0.0
2020-05-04,0.0
2020-05-08,-3.8462
2020-06-12,-2.8
2020-06-18,52.2634
2020-06-22,-16.2162
2020-06-24,22.2581
2020-06-29,-18.2058
2020-07-09,-25.8065
2020-07-15,0.0
