ticker,REOP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-04,-0.3731
2000-01-11,0.3745
2000-01-21,-1.4925
2000-02-07,0.0
2000-02-08,-1.5152
2000-03-14,4.6154
2000-03-15,-4.4118
2000-03-16,1.5385
2000-03-17,2.6515
2000-04-10,0.369
2000-08-03,0.7353
2000-08-04,0.7299
2000-08-31,-2.1739
2000-09-06,0.0
2000-09-19,0.0
2000-10-13,-1.4815
2000-10-18,1.5038
2000-11-01,-0.7407
2000-11-03,0.0
2000-11-15,0.0
2000-11-28,0.0
2000-12-05,0.7463
2000-12-27,0.7407
2001-01-02,0.0
2001-02-05,0.0
2001-02-15,2.9412000000000003
2001-03-07,-4.2857
2001-03-29,-1.4925
2001-05-04,-2.4242
2001-05-24,-0.6211
2001-07-26,0.0
2001-09-21,0.3125
2001-10-05,0.0
2001-10-17,10.5919
2001-11-21,-9.8592
2001-11-29,-6.25
2001-12-31,-18.0
2002-01-02,1.626
2002-01-10,4.96
2002-01-17,-15.7774
2002-01-18,13.1222
2002-02-12,-2.0
2002-07-08,-6.1224
2002-09-23,5.2174
2002-10-01,0.0
2002-10-15,7.438
2002-10-24,-6.9231
2002-11-12,0.0
2002-11-21,2.0661
2002-12-04,7.2874
2002-12-30,-8.6792
2003-01-06,5.3719
2003-01-07,-8.2353
2003-01-31,-5.5556
2003-02-06,0.0
2003-02-11,-0.4525
2003-02-19,9.0909
2003-02-27,-14.5833
2003-03-03,0.5854
2003-03-12,-0.097
2003-03-18,0.0
2003-04-01,0.0
2003-04-08,6.7961
2003-05-08,-5.9091000000000005
2003-05-30,6.2802
2003-06-13,-5.4545
2003-06-26,8.1731
2003-08-19,-2.2222
2003-08-26,-5.4545
2003-10-09,5.7692
2003-10-10,2.2727
2003-12-17,15.1111
2004-01-05,-15.0579
2004-03-29,2.7273
2004-03-30,0.0
2004-04-02,1.7699
2004-04-08,-1.7391
2004-05-13,6.1947
2004-07-01,-5.8333
2004-07-08,6.1947
2004-07-13,0.0
2004-08-04,-5.8333
2004-08-23,6.1947
2004-08-31,-5.8333
2004-09-03,0.0
2004-09-07,0.0
2004-10-04,6.1947
2004-11-17,0.0
2004-12-20,-5.8333
2004-12-29,6.1947
2004-12-30,-5.8333
2005-01-03,6.1947
2005-01-19,-5.8333
2005-01-25,0.4425
2005-02-04,7.9295
2005-02-17,-2.0408
2005-03-31,4.1667
2005-04-18,-3.2
2005-04-19,0.7438
2005-05-11,0.4922
2005-06-30,0.0
2005-07-12,0.0
