ticker,RYES US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-04-28,1100.0
2011-06-30,-65.0
2012-04-05,613.3333
2012-04-10,-33.5113
2012-04-12,-29.7189
2012-04-18,48.5714
2012-04-20,130.7692
2012-05-10,48.0
2012-05-23,-45.9459
2012-05-31,25.0
2012-06-06,-40.0
2012-06-07,40.0
2012-06-08,2.3810000000000002
2012-06-11,-6.9767
2012-06-12,-23.75
2012-06-13,4.918
2012-06-14,-21.875
2012-06-15,2.0
2012-06-18,17.647100000000002
2012-06-19,-11.6667
2012-06-21,-5.6604
2012-06-25,8.0
2012-06-26,-25.9259
2012-06-27,25.0
2012-06-29,-16.0
2012-07-02,0.0
2012-07-05,19.0476
2012-07-11,32.0
2012-07-12,0.0
2012-07-13,0.0
2012-07-16,-21.2121
2012-07-17,15.3846
2012-07-18,0.0
2012-07-19,0.0
2012-07-23,-16.6667
2012-07-24,32.0
2012-07-25,-9.0909
2012-07-30,-11.0
2012-07-31,27.3408
2012-08-01,-4.4118
2012-08-06,-11.0769
2012-08-07,-16.955
2012-08-08,-2.0833
2012-08-09,10.6383
2012-08-13,-3.8462
2012-08-14,-12.0
2012-08-15,13.6364
2012-08-16,-12.0
2012-08-17,0.0
2012-08-20,4.5455
2012-08-21,13.0435
2012-08-23,-15.3846
2012-08-24,-17.7273
2012-08-27,7.7348
2012-08-28,-2.5641
2012-08-29,5.2632
2012-08-30,20.0
2012-08-31,12.5
2012-09-04,-5.5556
2012-09-05,-5.8824
2012-09-06,-8.3333
2012-09-07,0.0
2012-09-10,-4.5455
2012-09-12,14.2857
2012-09-14,12.5
2012-09-17,-11.1111
2012-09-18,-16.6667
2012-09-19,20.0
2012-09-20,-2.5
2012-09-25,-18.8034
2012-09-27,21.0526
2012-09-28,-17.3913
2012-10-01,0.0
2012-10-03,2.6316
2012-10-05,17.9487
2012-10-09,-11.25
2012-10-12,-2.0208
2012-10-16,-15.0
2012-10-17,29.4118
2012-10-26,-18.1818
2012-10-31,11.1111
2012-11-02,10.0
2012-11-05,-20.0
2012-11-06,25.0
2012-11-07,-18.1818
2012-11-09,-2.2222
2012-11-12,13.6364
2012-11-13,7.5
2012-11-15,-16.2791
2012-11-16,-2.2222
2012-11-19,19.3182
2012-11-21,-15.7143
2012-11-23,-1.1299
2012-11-26,-8.5714
2012-11-27,-6.25
2012-11-29,26.6667
2012-11-30,21.0526
2012-12-03,-2.1739
2012-12-04,-20.0
2012-12-06,-5.5556
2012-12-07,5.8824
