ticker,DTRO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-01-25,-63.0
2010-01-26,170.2703
2010-02-05,1.0
2010-02-08,-0.9901
2010-02-26,35.0
2010-03-30,48.1481
2010-04-29,450.0
2010-04-30,-27.3636
2010-05-03,-37.4218
2010-05-07,0.0
2010-05-11,-54.0
2010-05-12,-13.0435
2010-05-13,0.0
2010-05-14,25.0
2010-05-27,0.0
2010-05-28,-4.0
2010-06-01,45.8333
2010-06-02,0.0
2010-06-03,14.2857
2010-06-04,0.0
2010-06-07,-5.0
2010-06-08,0.0
2010-06-09,31.5789
2010-06-10,0.0
2010-06-11,-20.0
2010-06-14,10.0
2010-06-15,-19.3182
2010-06-16,7.0423
2010-06-17,-5.2632
2010-06-18,-22.2222
2010-06-21,-3.5714
2010-06-22,-2.5463
2010-06-23,-22.0903
2010-06-24,-2.439
2010-06-25,0.0
2010-06-28,-5.0
2010-06-29,0.0
2010-06-30,15.7895
2010-07-01,4.5455
2010-07-02,-13.0435
2010-07-06,0.0
2010-07-07,-10.0
2010-07-08,11.1111
2010-07-09,-5.0
2010-07-12,21.0526
2010-07-13,6.5217
2010-07-14,-26.5306
2010-07-15,-5.5556
2010-07-16,-2.9412000000000003
2010-07-19,7.9545
2010-07-20,-9.1228
2010-07-21,1.9304999999999999
2010-07-22,3.7879
2010-07-23,0.0
2010-07-26,-6.5693
2010-07-27,-6.25
2010-07-28,-10.0
2010-07-29,2.3148
2010-07-30,-19.0045
2010-08-02,-24.0223
2010-08-03,2.2059
2010-08-04,-19.4245
2010-08-05,-8.9286
2010-08-06,-3.9215999999999998
2010-08-09,9.1837
2010-08-10,-17.757
2010-08-11,-2.2727
2010-08-12,-6.9767
2010-08-13,-7.5
2010-08-16,8.1081
2010-08-17,-2.5
2010-08-18,2.5641
2010-08-19,0.0
2010-08-20,-66.25
2010-08-23,25.9259
2010-08-24,111.7647
2010-08-25,77.7778
2010-08-26,-35.9375
2010-08-27,-2.439
2010-08-30,0.0
2010-08-31,-10.0
2010-09-01,-6.9444
2010-09-02,0.0
2010-09-03,-4.4776
2010-09-07,0.0
2010-09-08,-3.125
2010-09-09,-12.9032
2010-09-10,3.7037
2010-09-13,14.2857
2010-09-14,-17.1875
2010-09-15,0.0
2010-09-16,-18.8679
2010-09-17,0.0
2010-09-20,0.0
2010-09-21,-11.6279
2010-09-22,5.2632
2010-09-23,-15.0
2010-09-24,8.8235
2010-09-27,-5.4054
2010-09-28,-2.8571
2010-09-29,-20.5882
