ticker,BXG US Equity
2018-04-12,0.6815
2018-04-13,-2.3917
2018-04-16,4.2534
2018-04-17,-1.1973
2018-04-18,2.4686
2018-04-19,1.5331000000000001
2018-04-20,1.2511
2018-04-23,2.4286
2018-04-24,-0.416
2018-04-25,-2.005
2018-04-26,0.5541
2018-04-27,-1.6109
2018-04-30,0.9107
2018-05-01,-2.9222
2018-05-02,-0.5755
2018-05-03,0.9795
2018-05-04,-7.0547
2018-05-07,1.9449999999999998
2018-05-08,-6.8404
2018-05-09,1.3986
2018-05-10,0.5911
2018-05-11,-0.6366
2018-05-14,-0.6407
2018-05-15,-3.4226
2018-05-16,0.8218
2018-05-17,1.6811
2018-05-18,-0.1002
2018-05-21,1.5547
2018-05-22,0.1481
2018-05-23,0.2959
2018-05-24,0.295
2018-05-25,1.7157
2018-05-29,-0.0482
2018-05-30,1.1572
2018-05-31,-4.1945
2018-06-01,4.9751
2018-06-04,-0.237
2018-06-05,0.8076
2018-06-06,0.9425
2018-06-07,-1.0271
2018-06-08,1.4151
2018-06-11,0.0
2018-06-12,1.6279
2018-06-13,1.6476
2018-06-14,0.9905
2018-06-15,-0.1337
2018-06-18,1.6518000000000002
2018-06-19,1.0101
2018-06-20,1.087
2018-06-21,-2.0645
2018-06-22,4.0843
2018-06-25,5.6118
2018-06-26,-6.9117
2018-06-27,3.0472
2018-06-28,-0.2499
2018-06-29,-0.6263
2018-07-02,3.2353
2018-07-03,2.035
2018-07-05,0.1596
2018-07-06,-0.5177
2018-07-09,-0.7206
2018-07-10,-1.129
2018-07-11,0.8564
2018-07-12,-0.3235
2018-07-13,-0.2028
2018-07-16,-1.5041
2018-07-17,1.3207
2018-07-18,0.8147
2018-07-19,-0.6061
2018-07-20,0.813
2018-07-23,0.5645
2018-07-24,-0.6014
2018-07-25,0.8471
2018-07-26,1.6400000000000001
2018-07-27,-0.6297
2018-07-30,-1.5842
2018-07-31,4.0891
2018-08-01,-1.5558
2018-08-02,1.0273
2018-08-03,-12.984
2018-08-06,-6.9213000000000005
2018-08-07,-6.76
2018-08-08,0.2071
2018-08-09,-0.2067
2018-08-10,-1.1393
2018-08-13,1.7810000000000001
2018-08-14,3.7056
2018-08-15,4.0199
2018-08-16,-1.7652999999999999
2018-08-17,-2.137
2018-08-20,1.34
2018-08-21,-3.7218
2018-08-22,-0.5086
2018-08-23,-0.5112
2018-08-24,0.0
2018-08-27,-0.8222
2018-08-28,1.2953000000000001
2018-08-29,-1.2788
2018-08-30,-0.1036
2018-08-31,-3.112
2018-09-04,-1.0707
2018-09-05,-3.6254999999999997
2018-09-06,1.3476
2018-09-07,8.0332
2018-09-10,-0.5128
2018-09-11,1.2887
2018-09-12,-11.145
2018-09-13,3.4364
2018-09-14,2.6024000000000003
2018-09-17,-1.673
2018-09-18,1.8112
2018-09-19,-0.5391
2018-09-20,0.0
2018-09-21,-1.897
2018-09-24,-2.2652
2018-09-25,1.7524
2018-09-26,-0.3889
2018-09-27,0.9481
2018-09-28,-1.1602000000000001
2018-10-01,-3.9128
2018-10-02,-1.5707
2018-10-03,-0.6501
2018-10-04,-8.9827
2018-10-05,0.6536
2018-10-08,2.1429
2018-10-09,-1.8436
2018-10-10,-3.4974
2018-10-11,-1.9463
2018-10-12,-1.8479999999999999
2018-10-15,-0.2092
2018-10-16,5.5206
2018-10-17,-3.4436999999999998
2018-10-18,-2.2634
2018-10-19,-4.0
2018-10-22,2.3392
2018-10-23,-1.9285999999999999
2018-10-24,-6.2637
2018-10-25,2.5641
2018-10-26,-0.9848
2018-10-29,-3.9786
2018-10-30,2.3904
2018-10-31,3.1496
2018-11-01,8.3969
2018-11-02,-1.7606000000000002
2018-11-05,-2.509
2018-11-06,-12.9412
2018-11-07,5.2365
2018-11-08,0.321
2018-11-09,-5.2
2018-11-12,-1.4346
2018-11-13,0.1712
2018-11-14,1.5385
2018-11-15,0.7576
2018-11-16,-2.4227
2018-11-19,-2.3116
2018-11-20,-5.7844
2018-11-21,6.0465
2018-11-23,3.5088
2018-11-26,1.9492
2018-11-27,17.0407
2018-11-28,1.7755999999999998
2018-11-29,-3.0007
2018-11-30,-0.1439
2018-12-03,4.611
2018-12-04,-9.2287
2018-12-06,1.8968
2018-12-07,-1.3403
2018-12-10,0.7547
2018-12-11,-2.5468
2018-12-12,-0.3075
2018-12-13,6.6307
2018-12-14,-2.1692
2018-12-17,3.5477
2018-12-18,0.9993
2018-12-19,-8.6219
2018-12-20,3.0162
2018-12-21,2.7778
2018-12-24,-11.6874
2018-12-26,3.0604
2018-12-27,-1.2039
2018-12-28,4.2242
2018-12-31,0.7794
2019-01-02,0.3094
2019-01-03,-3.1611
2019-01-04,4.5382
2019-01-07,0.457
2019-01-08,0.4549
2019-01-09,3.0943
2019-01-10,0.6589
2019-01-11,-0.5091
2019-01-14,-2.6316
2019-01-15,1.4264000000000001
2019-01-16,1.0363
2019-01-17,-1.0989
2019-01-18,-0.7407
2019-01-22,-5.2239
2019-01-23,-0.7874
2019-01-24,4.7619
2019-01-25,-1.5152
2019-01-28,0.0
2019-01-29,-0.7692
2019-01-30,0.5426
2019-01-31,4.6875
2019-02-01,-0.5224
2019-02-04,3.0758
2019-02-05,-1.31
2019-02-06,0.7375
2019-02-07,-1.6105
2019-02-08,-2.6042
2019-02-11,2.6738
2019-02-12,-1.1905000000000001
2019-02-13,1.2048
2019-02-14,0.0
2019-02-15,1.1905000000000001
2019-02-19,4.9265
2019-02-20,-1.8921000000000001
2019-02-21,-0.6429
2019-02-22,3.5225999999999997
2019-02-25,-3.75
2019-02-26,-4.4012
2019-02-27,2.2641999999999998
2019-02-28,-3.3948
2019-03-01,2.8266
2019-03-04,17.0877
2019-03-05,0.5711
2019-03-06,0.2524
2019-03-07,0.0
2019-03-08,0.1888
2019-03-11,0.1256
2019-03-12,0.1255
2019-03-13,-0.0627
2019-03-14,0.1881
2019-03-15,-0.0626
2019-03-18,0.3757
2019-03-19,0.3743
2019-03-20,0.1865
2019-03-21,0.0
2019-03-22,0.4963
2019-03-25,-7.7778
2019-03-26,0.1339
2019-03-27,-2.4064
2019-03-28,0.4795
2019-03-29,1.2952
2019-04-01,2.0188
2019-04-02,1.2533
2019-04-03,0.1303
2019-04-04,0.7157
2019-04-05,-0.2584
2019-04-08,-0.3886
2019-04-09,0.5852
2019-04-10,0.0
2019-04-11,-0.6464
2019-04-12,0.1301
2019-04-15,-0.7147
2019-04-16,0.1309
2019-04-17,0.3922
2019-04-18,-2.9297
2019-04-22,-1.8779
2019-04-23,0.6835
2019-04-24,1.7651
2019-04-25,-0.6671
2019-04-26,1.8805
2019-04-29,1.5821
2019-04-30,-0.2625
2019-05-01,-0.7895
2019-05-02,1.061
2019-05-03,0.853
2019-05-06,0.1952
2019-05-07,-3.5714
2019-05-08,1.1448
2019-05-09,0.0666
2019-05-10,0.7984
2019-05-13,-1.9142000000000001
2019-05-14,1.144
2019-05-15,0.6653
2019-05-16,0.0
2019-05-17,-1.1236
2019-05-20,0.2005
2019-05-21,0.6004
2019-05-22,-1.1936
2019-05-23,-30.604
2019-05-24,-0.1934
2019-05-28,-19.0891
2019-05-29,-2.9939999999999998
2019-05-30,0.0
2019-05-31,-3.4568
2019-06-03,-0.8951
2019-06-04,4.2581
2019-06-05,-4.4554
2019-06-06,-0.2591
2019-06-07,1.1688
2019-06-10,6.932
2019-06-11,-1.4405999999999999
2019-06-12,-2.1924
2019-06-13,-0.3736
2019-06-14,31.125
2019-06-17,6.101
2019-06-18,-1.7969
2019-06-19,0.9149
2019-06-20,-1.9039000000000001
2019-06-21,3.4196
2019-06-24,1.1618
2019-06-25,-0.9717
2019-06-26,1.7841
2019-06-27,2.1034
2019-06-28,0.3433
2019-07-01,1.7964
2019-07-02,-0.2521
2019-07-03,-1.011
2019-07-05,0.2553
2019-07-08,1.6129
2019-07-09,-4.2607
2019-07-10,2.356
2019-07-11,-0.8525
2019-07-12,-1.2898
2019-07-15,-1.1324
2019-07-16,-1.0573
2019-07-17,-3.3838
2019-07-18,-0.2765
2019-07-19,-0.2773
2019-07-22,-3.9852
2019-07-23,0.8687
2019-07-24,2.1053
2019-07-25,-3.2802
2019-07-26,0.4845
2019-07-29,1.4465
2019-07-30,1.0456
2019-07-31,-3.0103
2019-08-01,-2.9098
2019-08-02,-5.4945
2019-08-05,-1.9026999999999998
2019-08-06,3.9871
2019-08-07,-3.3161
2019-08-08,2.7866999999999997
2019-08-09,0.0
2019-08-12,0.8342
2019-08-13,1.6842000000000001
2019-08-14,-1.4493
2019-08-15,1.5756000000000001
2019-08-16,0.2068
2019-08-19,1.1352
2019-08-20,2.449
2019-08-21,-0.0996
2019-08-22,-3.3898
2019-08-23,-1.6512
2019-08-26,-0.6296
2019-08-27,-3.6959
2019-08-28,1.3158
2019-08-29,1.1905000000000001
2019-08-30,1.1764999999999999
2019-09-03,-3.4884
2019-09-04,0.3286
2019-09-05,3.2751
2019-09-06,0.8457
2019-09-09,4.2977
2019-09-10,0.0
2019-09-11,0.603
2019-09-12,-0.5994
2019-09-13,3.2161
2019-09-16,-2.4343
2019-09-17,0.499
2019-09-18,-0.993
2019-09-19,-1.5045
2019-09-20,-1.4257
2019-09-23,1.9628
2019-09-24,-1.7224
2019-09-25,1.5464
2019-09-26,-3.4518
2019-09-27,-2.734
2019-09-30,0.7568
2019-10-01,-0.5365
2019-10-02,1.5102
2019-10-03,0.7439
2019-10-04,-3.692
2019-10-07,2.1906
2019-10-08,-0.2144
2019-10-09,1.0741
2019-10-10,-2.3379
2019-10-11,0.7617
2019-10-14,2.1598
2019-10-15,-0.6342
2019-10-16,1.9149
2019-10-17,0.3132
2019-10-18,0.5203
2019-10-21,-0.1035
2019-10-22,0.7254
2019-10-23,0.0
2019-10-24,-2.3663
2019-10-25,-0.2107
2019-10-28,1.9007
2019-10-29,0.7254
2019-10-30,-0.1029
2019-10-31,-1.0299
2019-11-01,1.873
2019-11-04,-0.5107
2019-11-05,2.7721
2019-11-06,-2.3976
2019-11-07,5.7318
2019-11-08,1.6457000000000002
2019-11-11,-1.7143000000000002
2019-11-12,0.3876
2019-11-13,-2.346
2019-11-14,-3.4034
2019-11-15,-1.5544
2019-11-18,-0.2105
2019-11-19,1.0549
2019-11-20,-0.1044
2019-11-21,-2.8213
2019-11-22,4.9462
2019-11-25,2.0492
2019-11-26,0.0
2019-11-27,-0.9036
2019-11-29,0.0
2019-12-02,-4.8632
2019-12-03,-0.426
2019-12-04,4.492
2019-12-05,-1.433
2019-12-06,4.1537
2019-12-09,0.1994
2019-12-10,1.0945
2019-12-11,0.3937
2019-12-12,-0.098
2019-12-13,1.9627
2019-12-16,-0.1925
2019-12-17,-2.0251
2019-12-18,2.4606
2019-12-19,-1.2488
2019-12-20,-2.5292
2019-12-23,5.6886
2019-12-24,-2.7384
2019-12-26,3.3981
2019-12-27,-1.2207
2019-12-30,-1.7109999999999999
2019-12-31,0.0
2020-01-02,-0.2901
2020-01-03,-0.388
2020-01-06,-0.779
2020-01-07,-1.2758
2020-01-08,0.0994
2020-01-09,-0.5958
2020-01-10,-0.6993
2020-01-13,-0.3018
2020-01-14,-1.0091
2020-01-15,-2.0387
2020-01-16,0.4162
2020-01-17,-0.7254
2020-01-21,-1.6701000000000001
2020-01-22,-0.7431
2020-01-23,0.0
2020-01-24,0.3209
2020-01-27,-0.8529
2020-01-28,-0.9677
2020-01-29,-0.6515
2020-01-30,-0.1093
2020-01-31,0.4376
2020-02-03,1.9607999999999999
2020-02-04,4.0598
2020-02-05,0.616
2020-02-06,1.5512000000000001
2020-02-07,-4.3788
2020-02-10,-2.0234
2020-02-11,1.413
2020-02-12,1.0718
2020-02-13,-0.4242
2020-02-14,-1.065
2020-02-18,-0.1076
2020-02-19,0.5388
2020-02-20,0.8574
2020-02-21,1.4878
2020-02-24,-5.6545
2020-02-25,-4.1065
2020-02-26,-7.1759
2020-02-27,-3.616
2020-02-28,0.3881
2020-03-02,-1.2887
2020-03-03,-3.6554
2020-03-04,-1.626
2020-03-05,-3.719
2020-03-06,-0.2861
2020-03-09,-9.7561
2020-03-10,6.8362
2020-03-11,-9.6726
2020-03-12,-12.3558
2020-03-13,10.7143
2020-03-16,-22.0713
2020-03-17,-15.6863
2020-03-18,-11.6279
2020-03-19,11.9883
2020-03-20,8.8773
2020-03-23,0.9592
2020-03-24,9.7387
2020-03-25,10.3896
2020-03-26,4.3137
2020-03-27,-5.4511
2020-03-30,8.7475
2020-03-31,5.6673
2020-04-01,-16.955
2020-04-02,-1.875
2020-04-03,-8.2803
2020-04-06,9.9537
2020-04-07,-4.6316
2020-04-08,1.766
2020-04-09,2.3861
2020-04-13,0.8475
2020-04-14,1.0504
2020-04-15,-3.1185
2020-04-16,-1.5021
2020-04-17,15.0327
2020-04-20,2.6515
2020-04-21,-9.5941
2020-04-22,13.4694
2020-04-23,2.1583
2020-04-24,-5.8099
2020-04-27,3.7382999999999997
2020-04-28,5.045
2020-04-29,14.9228
2020-04-30,-18.6567
2020-05-01,-2.3853
2020-05-04,-9.7744
2020-05-05,-1.4583
2020-05-06,-16.9133
2020-05-07,0.0
2020-05-08,3.3079
2020-05-11,-1.9704000000000002
2020-05-12,-5.5276
2020-05-13,-5.5851
2020-05-14,13.5211
2020-05-15,-5.4591
2020-05-18,5.7743
2020-05-19,-6.6998
2020-05-20,-1.5957
2020-05-21,6.4865
2020-05-22,2.7919
2020-05-26,8.3951
2020-05-27,0.9112
2020-05-28,-2.4831
2020-05-29,0.9259
2020-06-01,-0.4587
2020-06-02,4.1475
2020-06-03,3.0973
2020-06-04,-0.6438
2020-06-05,14.6868
2020-06-08,12.9944
2020-06-09,-6.8333
2020-06-10,-0.8945
2020-06-11,-19.1336
2020-06-12,14.2857
2020-06-15,-2.7344
2020-06-16,3.2129
2020-06-17,-1.5564
2020-06-18,0.3953
2020-06-19,-1.1811
2020-06-22,-0.1992
2020-06-23,-1.1976
2020-06-24,-3.8384
2020-06-25,-1.2605
2020-06-26,7.0213
2020-06-29,4.5725999999999996
2020-06-30,3.0418
2020-07-01,-1.845
2020-07-02,-3.7594
2020-07-06,4.2969
2020-07-07,-2.0599
2020-07-08,0.956
2020-07-09,-1.1364
2020-07-10,-0.3831
2020-07-13,-1.1538
2020-07-14,0.5837
2020-07-15,11.0251
2020-07-16,-2.2648
2020-07-17,-2.852
2020-07-20,-3.3028
2020-07-21,1.7078
2020-07-22,-0.7463
2020-07-23,19.3609
2020-07-24,2.3622
2020-07-27,2.6154
2020-07-28,0.5997
2020-07-29,6.2593
2020-07-30,2.2439999999999998
2020-07-31,-1.2346
