ticker,AAOI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-09-26,-0.4
2013-09-27,1.4056
2013-09-30,-0.9901
2013-10-01,0.0
2013-10-02,-0.3
2013-10-03,0.3009
2013-10-04,2.0
2013-10-07,-0.1961
2013-10-08,-0.5894
2013-10-09,0.2964
2013-10-10,0.4926
2013-10-11,-0.1961
2013-10-14,-1.7682
2013-10-15,1.8
2013-10-16,0.6876
2013-10-17,1.8537
2013-10-18,5.4597999999999995
2013-10-21,17.1662
2013-10-22,1.7829000000000002
2013-10-23,-0.1523
2013-10-24,-3.8139
2013-10-25,-1.9826000000000001
2013-10-28,-3.9644
2013-10-29,10.0253
2013-10-30,-3.9051
2013-10-31,1.0359
2013-11-01,0.6309
2013-11-04,1.8809
2013-11-05,0.0
2013-11-06,0.9231
2013-11-07,-0.9146
2013-11-08,-1.5385
2013-11-11,0.7813
2013-11-12,0.7752
2013-11-13,-2.9231
2013-11-14,-1.8225
2013-11-15,2.1792
2013-11-18,-3.5229
2013-11-19,1.7685
2013-11-20,0.5632
2013-11-21,0.48
2013-11-22,0.0796
2013-11-25,0.0
2013-11-26,0.4773
2013-11-27,2.6128
2013-11-29,1.7747000000000002
2013-12-02,-4.6247
2013-12-03,-2.1463
2013-12-04,4.7116
2013-12-05,1.7843
2013-12-06,9.5274
2013-12-09,3.5491
2013-12-10,4.7715
2013-12-11,1.4112
2013-12-12,-4.2378
2013-12-13,-2.3778
2013-12-16,4.7361
2013-12-17,-2.1964
2013-12-18,0.3963
2013-12-19,1.25
2013-12-20,-3.8337
2013-12-23,0.8784
2013-12-24,0.6028
2013-12-26,-0.3329
2013-12-27,-0.5344
2013-12-30,0.6044
2013-12-31,0.2003
2014-01-02,-2.5316
2014-01-03,-1.9139
2014-01-06,-0.1394
2014-01-07,2.8611
2014-01-08,-0.5427
2014-01-09,-3.4106
2014-01-10,-1.1299
2014-01-13,-2.1429
2014-01-14,1.3139
2014-01-15,0.6484
2014-01-16,2.2906
2014-01-17,0.9097
2014-01-21,-1.8723999999999998
2014-01-22,0.0
2014-01-23,-2.9682
2014-01-24,-2.4763
2014-01-27,2.4645
2014-01-28,0.8746
2014-01-29,-1.6618
2014-01-30,2.8655
2014-01-31,-2.6429
2014-02-03,-0.1467
2014-02-04,0.5143
2014-02-05,-3.9474
2014-02-06,0.1522
2014-02-07,-0.6839
2014-02-10,0.3826
2014-02-11,-2.5152
2014-02-12,-2.111
2014-02-13,0.1597
2014-02-14,11.6427
