ticker,YRIV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-03-14,0.0
2011-03-30,0.3788
2011-03-31,0.0
2011-04-04,0.3774
2011-04-20,1.5038
2011-04-21,0.0
2011-04-25,0.0
2011-04-26,1.8519
2011-04-27,0.0
2011-04-28,0.0
2011-05-02,0.0
2011-05-25,0.0
2011-05-26,0.0
2011-05-27,9.0909
2011-06-01,-8.3333
2011-06-02,3.6364
2011-06-03,1.7544
2011-06-06,3.9655
2011-06-07,3.1509
2011-06-08,3.537
2011-06-09,-0.6211
2011-06-10,-3.9063
2011-06-13,-0.813
2011-06-14,-1.6393
2011-06-15,0.0
2011-06-16,0.0
2011-06-17,-5.0
2011-06-20,5.2632
2011-06-21,0.0
2011-06-22,0.0
2011-06-24,1.6667
2011-06-27,-1.6393
2011-06-28,0.0
2011-06-29,0.0
2011-06-30,0.0
2011-07-01,-8.3333
2011-07-06,0.0
2011-07-07,0.0
2011-07-11,9.0909
2011-07-12,-8.3333
2011-07-18,4.5455
2011-07-19,6.087
2011-07-20,5.7377
2011-07-21,1.5504
2011-07-22,3.0534
2011-07-25,3.7037
2011-07-26,-4.2857
2011-07-27,4.1791
2011-07-28,0.0
2011-07-29,-4.0115
2011-08-01,-14.9254
2011-08-02,-1.7544
2011-08-03,0.0
2011-08-04,-1.7856999999999998
2011-08-05,-9.0909
2011-08-08,0.0
2011-08-09,18.0
2011-08-10,0.0
2011-08-12,-11.0169
2011-08-15,0.9524
2011-08-16,3.7736
2011-08-17,-3.6364
2011-08-18,-0.9434
2011-08-22,0.0
2011-08-26,0.0
2011-08-29,0.0
2011-08-30,0.0
2011-08-31,-0.9524
2011-09-01,0.0
2011-09-06,-0.9615
2011-09-07,-2.9126
2011-09-09,2.0
2011-09-12,0.0
2011-09-13,2.9412000000000003
2011-09-14,0.0
2011-09-15,0.0
2011-09-16,-2.8571
2011-09-19,-1.9607999999999999
2011-09-20,0.0
2011-09-21,-10.0
2011-09-22,-2.2222
2011-09-23,4.5455
2011-09-26,4.3478
2011-09-27,1.0417
2011-09-28,-11.3402
2011-09-29,4.6512
2011-09-30,-31.1111
2011-10-03,0.0
2011-10-04,29.0323
2011-10-05,0.0
2011-10-06,0.0
2011-10-07,-12.5
2011-10-10,1.7143000000000002
2011-10-11,17.9775
2011-10-12,8.8095
2011-10-13,-8.0963
2011-10-14,3.5714
2011-10-17,-12.6437
2011-10-18,-34.2105
2011-10-19,-20.4
2011-10-20,12.5628
2011-10-21,33.9286
