ticker,MCVT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-05-28,-6.6667
2009-06-09,-78.5714
2009-09-01,-33.3333
2009-09-10,200.0
2009-09-18,0.0
2010-02-24,66.6667
2010-03-04,-80.0
2010-03-05,1150.0
2010-03-09,-80.0
2010-03-16,260.0
2010-03-24,22.2222
2010-03-25,0.0
2010-03-30,-54.5455
2010-04-08,410.0
2010-04-23,-21.5686
2010-06-07,-75.0
2010-06-11,-20.0
2010-07-20,-25.0
2010-07-23,-83.3333
2010-09-22,500.0
2010-10-15,0.0
2010-10-29,0.0
2011-02-24,150.0
2011-02-25,500.0
2011-02-28,-22.2222
2011-03-02,-55.7143
2011-03-07,-3.2258
2011-03-17,0.0
2011-03-18,0.0
2011-03-24,0.0
2011-03-28,103.3333
2011-03-31,-18.0328
2011-05-19,-48.0
2011-05-20,-42.3077
2011-05-25,66.6667
2011-05-26,0.0
2011-06-22,-56.0
2011-06-28,36.3636
2011-06-29,-20.0
2011-07-18,-33.3333
2011-07-22,212.5
2011-08-02,0.0
2011-08-19,0.0
2011-09-19,0.0
2011-11-17,-60.0
2011-12-30,-60.0
2012-01-09,-37.5
2012-01-10,60.0
2012-01-13,25.0
2012-02-09,100.0
2012-02-14,80.0
2012-02-22,38.8889
2012-03-01,-40.0
2012-03-05,6.6667
2012-03-07,56.25
2012-03-09,24.0
2012-03-12,-3.2258
2012-03-14,36.6667
2012-03-15,0.0
2012-03-16,12.1951
2012-03-19,8.6957
2012-03-21,-36.0
2012-03-22,0.0
2012-03-23,-56.25
2012-03-26,-28.5714
2012-03-28,-10.0
2012-03-29,-22.2222
2012-03-30,42.8571
2012-04-03,-25.0
2012-04-12,0.0
2012-04-16,-18.6667
2012-04-17,0.0
2012-04-26,0.0
2012-06-06,0.0
2012-07-23,0.0
2012-08-09,0.0
2012-08-15,-9.8361
2012-08-16,18.1818
2012-08-27,-15.3846
2012-09-14,0.0
2012-10-09,0.0
2013-01-04,65.2893
2013-01-11,-10.0
2013-01-14,-11.1111
2013-01-24,18.75
2013-01-25,5.2632
2013-01-28,2.0
2013-01-29,10.7843
2013-01-31,0.0
2013-02-01,32.7434
2013-02-08,26.6667
2013-02-19,-5.2632
2013-02-27,-2.7778
2013-02-28,0.0
2013-03-04,-11.4286
2013-03-06,6.4516
2013-03-08,21.2121
2013-03-11,37.5
2013-03-19,-18.1818
2013-03-22,6.6667
2013-03-25,4.1667
2013-03-26,4.0
2013-03-28,-3.8462
2013-04-11,-12.0
